,real,pred
0,83.35,70.72
1,83.35,70.97
2,83.35,70.68
3,83.35,69.83
4,66.93,71.07
5,83.35,70.98
6,83.35,70.75
7,66.99,70.21
8,69.13,70.5
9,67.85,71.3
10,70.02,70.85
11,68.66,70.85
12,70.85,71.07
13,66.66,71.17
14,70.56,70.31
15,66.52,70.74
16,65.9,71.24
17,68.2,71.74
18,69.9,71.0
19,66.29,71.16
20,70.0,71.14
21,65.95,70.6
22,69.53,70.91
23,68.53,70.29
24,67.14,70.89
25,66.68,70.76
26,68.29,70.9
27,66.89,71.17
28,67.47,71.3
29,67.89,70.54
30,68.83,70.61
31,69.56,70.59
32,66.12,70.43
33,69.9,70.81
34,70.27,71.25
35,68.0,70.6
36,69.9,71.3
37,66.21,71.08
38,67.44,70.62
39,69.16,72.37
40,69.12,71.82
41,66.46,72.2
42,65.9,71.7
