,real,pred
0,71.1,69.41
1,69.71,69.98
2,69.23,69.7
3,67.09,70.06
4,71.03,70.05
5,68.71,70.34
6,70.72,70.77
7,70.16,69.65
8,71.55,70.36
9,70.2,70.24
10,68.51,70.62
11,70.65,70.61
12,70.37,69.48
13,70.93,69.57
14,70.58,69.73
15,70.41,70.23
16,70.43,70.27
17,68.91,70.46
18,69.1,70.0
19,68.12,70.29
20,67.5,70.47
21,69.42,70.25
22,69.54,69.77
23,66.56,69.88
24,66.44,70.87
25,74.56,69.82
26,73.74,70.83
27,72.19,70.11
28,74.42,70.88
29,73.11,70.64
30,73.3,70.18
31,73.63,69.92
32,67.15,70.6
33,68.82,70.84
34,68.56,70.28
35,71.96,70.27
36,68.18,70.14
37,72.67,70.77
38,78.76,70.63
39,68.43,70.06
40,70.34,70.37
41,66.68,70.12
42,68.21,70.61
43,70.98,69.55
44,71.39,69.41
45,71.0,70.04
46,68.02,70.3
47,73.62,70.5
48,70.34,69.91
49,69.14,69.95
50,69.58,69.36
51,66.75,70.17
52,70.25,70.02
53,65.99,70.78
54,67.38,70.37
55,69.22,70.97
56,70.26,70.51
57,66.02,70.37
58,68.78,70.14
59,69.55,69.59
60,65.92,69.47
61,70.97,70.06
62,70.88,69.89
63,69.68,69.98
64,68.87,70.53
65,68.27,70.17
66,65.36,69.57
67,67.17,69.57
68,83.35,69.7
69,65.78,69.44
70,83.35,69.73
71,71.31,70.1
72,65.38,70.39
73,83.36,70.06
74,61.82,69.54
75,83.35,69.64
76,65.7,69.98
77,68.7,70.12
78,70.44,69.99
79,83.35,70.19
80,83.35,69.95
81,65.48,69.81
82,69.07,70.14
83,83.35,69.96
84,70.97,70.11
85,83.35,69.48
86,66.48,70.26
87,70.33,70.4
88,66.72,69.9
89,67.66,69.55
90,83.35,69.99
91,83.35,69.26
92,67.66,69.36
93,83.36,69.12
94,83.35,69.59
95,68.09,70.07
96,71.48,70.12
97,67.64,69.84
98,72.45,69.67
99,71.74,69.91
100,73.24,70.18
101,72.59,69.97
102,71.31,69.63
103,70.66,69.61
104,71.52,70.34
105,69.75,70.12
106,71.46,70.55
107,71.39,70.31
108,71.0,70.06
109,66.38,70.01
110,71.19,69.95
111,66.95,69.72
112,66.6,69.53
113,71.02,69.52
114,66.74,70.12
115,71.14,70.51
116,67.45,70.16
117,70.31,70.13
118,71.14,70.44
119,66.13,69.92
120,70.35,69.91
121,66.12,69.6
122,65.51,70.05
123,69.58,69.71
124,71.26,69.65
125,66.68,70.39
126,71.86,70.09
127,70.42,69.62
128,72.22,70.38
129,69.85,70.7
130,67.19,69.89
131,67.63,69.59
132,71.21,70.4
133,66.94,70.39
134,66.63,70.23
135,69.43,70.51
136,65.93,70.24
137,68.63,69.98
138,70.53,69.63
139,70.69,69.7
140,65.17,69.38
141,70.89,69.85
142,71.07,70.39
143,71.04,70.02
144,69.09,69.78
145,69.63,69.73
146,66.69,70.49
147,70.65,70.33
148,66.5,69.61
149,70.18,69.87
150,66.2,70.55
151,64.61,70.41
152,72.17,70.46
153,70.35,69.55
154,70.72,70.06
155,69.87,69.98
156,60.98,69.91
157,74.52,70.45
158,68.9,69.99
159,68.87,70.56
160,67.58,70.77
161,65.05,70.26
162,60.93,70.08
163,69.22,70.03
164,70.81,70.06
165,65.92,70.44
166,69.42,70.31
167,69.82,70.52
168,68.67,69.61
169,69.48,70.04
170,69.91,70.13
171,69.64,70.0
172,69.56,69.98
173,69.35,70.18
174,69.4,70.59
175,69.03,70.0
176,68.75,69.99
177,68.81,70.13
178,69.92,70.96
179,68.15,70.48
180,76.4,69.46
181,72.03,69.46
182,71.01,70.21
183,73.21,70.38
184,70.85,70.12
185,58.36,70.22
186,71.26,70.24
187,67.85,69.69
188,66.12,69.65
189,65.87,69.82
190,69.75,69.87
