,real,pred
0,67.5,68.92
1,69.42,69.15
2,69.54,68.37
3,66.56,69.47
4,66.44,68.37
5,74.56,68.3
6,73.74,69.4
7,72.19,69.25
8,74.42,70.78
9,73.11,69.68
10,73.3,69.89
11,73.63,69.77
12,67.15,68.87
13,68.82,68.91
14,68.56,70.3
15,71.96,70.35
16,68.18,69.81
17,72.67,70.11
18,78.76,71.31
19,68.43,70.04
20,70.34,69.24
21,66.68,68.8
22,68.21,70.53
23,70.98,68.7
24,71.39,69.95
25,71.0,69.44
26,68.02,69.74
27,73.62,69.14
28,70.34,69.2
29,69.14,68.18
30,69.58,68.18
31,66.75,68.33
32,70.25,69.56
33,65.99,68.63
34,67.38,68.77
35,69.22,70.19
36,70.26,69.41
37,66.02,68.94
38,68.78,69.4
39,69.55,68.36
40,65.92,68.34
41,70.97,68.87
42,70.88,69.28
43,69.68,69.64
44,68.87,69.04
45,68.27,69.49
46,65.36,69.5
47,67.17,68.66
48,83.35,68.41
49,65.78,68.72
50,83.35,68.78
51,71.31,68.18
52,65.38,68.87
53,83.36,70.6
54,61.82,68.58
55,83.35,68.61
56,65.7,68.37
57,68.7,68.96
58,70.44,68.77
59,83.35,68.93
60,83.35,68.47
61,65.48,68.53
62,69.07,68.55
63,83.35,69.0
64,70.97,68.37
65,83.35,68.47
66,66.48,68.71
67,70.33,69.04
68,66.72,68.87
69,67.66,69.22
70,83.35,69.01
71,83.35,68.67
72,67.66,68.84
73,83.36,68.78
74,83.35,68.56
75,68.09,68.58
76,71.48,68.87
77,67.64,69.42
78,72.45,69.11
79,71.74,68.66
80,73.24,69.01
81,72.59,68.84
82,71.31,68.56
83,70.66,68.72
84,71.52,70.48
85,69.75,68.86
86,71.46,69.11
87,71.39,69.15
88,71.0,69.29
89,66.38,68.94
90,71.19,68.86
91,66.95,68.96
92,66.6,68.83
93,71.02,68.61
94,66.74,68.86
95,71.14,69.54
96,67.45,68.53
97,70.31,68.93
98,71.14,69.42
99,66.13,68.69
100,70.35,68.82
101,66.12,68.76
102,65.51,68.84
103,69.58,68.49
104,71.26,68.75
105,66.68,68.95
106,71.86,68.9
107,70.42,68.34
108,72.22,68.86
109,69.85,68.58
110,67.19,68.45
111,67.63,68.46
112,71.21,68.66
113,66.94,68.42
114,66.63,69.16
115,69.43,69.14
116,65.93,68.51
117,68.63,68.87
118,70.53,68.99
119,70.69,68.3
120,65.17,68.92
121,70.89,68.55
122,71.07,69.0
123,71.04,69.62
124,69.09,68.45
125,69.63,69.6
126,66.69,70.01
127,70.65,69.13
128,66.5,68.34
129,70.18,68.73
130,66.2,69.48
131,64.61,69.25
132,72.17,69.23
133,70.35,70.03
134,70.72,70.33
135,69.87,69.26
136,60.98,68.41
137,74.52,68.79
138,68.9,69.23
139,68.87,69.94
140,67.58,69.46
141,65.05,69.9
142,60.93,69.89
143,69.22,69.89
144,70.81,68.72
145,65.92,69.43
146,69.42,69.87
147,69.82,70.31
148,68.67,69.16
149,69.48,68.98
150,69.91,69.44
151,69.64,68.71
152,69.56,69.68
153,69.35,69.25
154,69.4,69.62
155,69.03,68.83
156,68.75,70.05
157,68.81,70.47
158,69.92,70.71
159,68.15,69.62
160,76.4,69.41
161,72.03,69.03
162,71.01,69.95
163,73.21,69.41
164,70.85,69.92
165,58.36,69.99
166,71.26,71.01
167,67.85,68.95
168,66.12,68.54
169,65.87,68.48
170,69.75,69.15
