,real,pred
0,71.1,68.04
1,69.71,69.51
2,69.23,68.19
3,67.09,68.86
4,71.03,68.66
5,68.71,70.77
6,70.72,72.36
7,70.16,69.91
8,71.55,68.48
9,70.2,67.89
10,68.51,69.46
11,70.65,70.82
12,70.37,69.08
13,70.93,68.18
14,70.58,69.47
15,70.41,69.31
16,70.43,68.57
17,68.91,70.55
18,69.1,70.28
19,68.12,69.74
20,67.5,69.1
21,69.42,68.21
22,69.54,67.75
23,66.56,67.89
24,66.44,72.21
25,74.56,68.61
26,73.74,69.58
27,72.19,68.95
28,74.42,70.05
29,73.11,71.37
30,73.3,70.16
31,73.63,70.74
32,67.15,70.97
33,68.82,69.83
34,68.56,69.28
35,71.96,69.57
36,68.18,69.41
37,72.67,69.79
38,78.76,71.81
39,68.43,70.95
40,70.34,70.86
41,66.68,68.56
42,68.21,70.73
43,70.98,68.25
44,71.39,68.43
45,71.0,68.96
46,68.02,69.12
47,73.62,69.14
48,70.34,67.97
49,69.14,68.27
50,69.58,68.14
51,66.75,68.92
52,70.25,68.43
53,65.99,68.78
54,67.38,69.06
55,69.22,70.76
56,70.26,69.78
57,66.02,68.32
58,68.78,68.57
59,69.55,68.98
60,65.92,68.27
61,70.97,68.69
62,70.88,68.97
63,69.68,69.72
64,68.87,68.7
65,68.27,69.16
66,65.36,68.32
67,67.17,67.72
68,83.35,67.81
69,65.78,67.68
70,83.35,67.8
71,71.31,68.46
72,65.38,70.09
73,83.36,68.58
74,61.82,67.82
75,83.35,68.37
76,65.7,67.86
77,68.7,68.91
78,70.44,68.41
79,83.35,69.75
80,83.35,67.9
81,65.48,67.73
82,69.07,69.36
83,83.35,68.57
84,70.97,68.88
85,83.35,68.41
86,66.48,68.38
87,70.33,68.58
88,66.72,69.04
89,67.66,68.47
90,83.35,69.2
91,83.35,67.74
92,67.66,67.93
93,83.36,67.84
94,83.35,68.64
95,68.09,68.15
96,71.48,69.72
97,67.64,68.33
98,72.45,68.78
99,71.74,68.96
100,73.24,69.16
101,72.59,68.44
102,71.31,68.51
103,70.66,69.45
104,71.52,69.77
105,69.75,68.73
106,71.46,68.6
107,71.39,69.76
108,71.0,69.94
109,66.38,68.37
110,71.19,68.25
111,66.95,68.01
112,66.6,68.05
113,71.02,68.08
114,66.74,69.34
115,71.14,69.71
116,67.45,69.1
117,70.31,69.2
118,71.14,70.57
119,66.13,68.12
120,70.35,68.03
121,66.12,68.77
122,65.51,69.03
123,69.58,68.53
124,71.26,70.15
125,66.68,70.13
126,71.86,68.14
127,70.42,67.82
128,72.22,68.76
129,69.85,69.19
130,67.19,67.71
131,67.63,68.34
132,71.21,69.9
133,66.94,68.18
134,66.63,68.38
135,69.43,68.94
136,65.93,68.32
137,68.63,68.41
138,70.53,68.37
139,70.69,68.23
140,65.17,67.7
141,70.89,68.5
142,71.07,68.5
143,71.04,68.25
144,69.09,67.8
145,69.63,68.72
146,66.69,68.14
147,70.65,67.99
148,66.5,68.46
149,70.18,69.08
150,66.2,71.18
151,64.61,68.58
152,72.17,68.49
153,70.35,68.76
154,70.72,68.78
155,69.87,68.1
156,60.98,67.9
157,74.52,68.83
158,68.9,68.38
159,68.87,69.52
160,67.58,69.66
161,65.05,69.53
162,60.93,67.92
163,69.22,68.79
164,70.81,69.86
165,65.92,70.09
166,69.42,68.9
167,69.82,69.33
168,68.67,68.09
169,69.48,68.13
170,69.91,68.02
171,69.64,68.24
172,69.56,68.95
173,69.35,70.19
174,69.4,70.26
175,69.03,67.9
176,68.75,68.41
177,68.81,68.98
178,69.92,69.95
179,68.15,68.83
180,76.4,68.75
181,72.03,68.93
182,71.01,68.66
183,73.21,68.74
184,70.85,68.68
185,58.36,69.37
186,71.26,69.39
187,67.85,68.58
188,66.12,68.41
189,65.87,68.55
190,69.75,68.42
