,real,pred
0,67.5,69.86
1,69.42,70.03
2,69.54,70.2
3,66.56,70.18
4,66.44,70.88
5,74.56,69.51
6,73.74,69.44
7,72.19,69.44
8,74.42,70.38
9,73.11,69.83
10,73.3,69.79
11,73.63,69.92
12,67.15,69.77
13,68.82,69.68
14,68.56,69.76
15,71.96,69.6
16,68.18,69.83
17,72.67,69.54
18,78.76,69.47
19,68.43,69.55
20,70.34,69.65
21,66.68,70.04
22,68.21,69.81
23,70.98,69.14
24,71.39,69.63
25,71.0,69.47
26,68.02,70.01
27,73.62,69.09
28,70.34,69.26
29,69.14,69.22
30,69.58,69.39
31,66.75,69.84
32,70.25,69.99
33,65.99,69.93
34,67.38,69.57
35,69.22,70.06
36,70.26,69.46
37,66.02,69.73
38,68.78,69.73
39,69.55,69.48
40,65.92,69.54
41,70.97,70.17
42,70.88,70.31
43,69.68,69.69
44,68.87,69.79
45,68.27,69.98
46,65.36,70.07
47,67.17,70.21
48,83.35,70.23
49,65.78,69.99
50,83.35,69.7
51,71.31,69.94
52,65.38,70.11
53,83.36,70.33
54,61.82,69.75
55,83.35,69.99
56,65.7,69.86
57,68.7,70.09
58,70.44,70.32
59,83.35,70.06
60,83.35,70.16
61,65.48,70.02
62,69.07,69.84
63,83.35,69.61
64,70.97,69.7
65,83.35,69.7
66,66.48,69.66
67,70.33,69.54
68,66.72,69.92
69,67.66,69.79
70,83.35,70.17
71,83.35,70.21
72,67.66,70.32
73,83.36,69.81
74,83.35,70.21
75,68.09,70.03
76,71.48,70.1
77,67.64,70.28
78,72.45,69.51
79,71.74,69.78
80,73.24,69.3
81,72.59,69.56
82,71.31,69.8
83,70.66,69.58
84,71.52,70.09
85,69.75,69.34
86,71.46,70.07
87,71.39,69.78
88,71.0,69.98
89,66.38,69.89
90,71.19,69.88
91,66.95,69.78
92,66.6,69.69
93,71.02,69.9
94,66.74,70.17
95,71.14,70.06
96,67.45,69.8
97,70.31,69.81
98,71.14,70.06
99,66.13,69.81
100,70.35,69.46
101,66.12,69.63
102,65.51,69.8
103,69.58,69.66
104,71.26,69.72
105,66.68,69.74
106,71.86,69.38
107,70.42,69.4
108,72.22,69.22
109,69.85,70.04
110,67.19,70.19
111,67.63,69.87
112,71.21,69.78
113,66.94,69.95
114,66.63,70.38
115,69.43,70.55
116,65.93,70.06
117,68.63,69.87
118,70.53,69.5
119,70.69,69.69
120,65.17,69.74
121,70.89,69.84
122,71.07,70.29
123,71.04,70.45
124,69.09,69.85
125,69.63,70.13
126,66.69,69.74
127,70.65,70.04
128,66.5,70.25
129,70.18,70.05
130,66.2,70.08
131,64.61,69.78
132,72.17,69.99
133,70.35,70.23
134,70.72,70.48
135,69.87,70.53
136,60.98,70.27
137,74.52,70.08
138,68.9,69.9
139,68.87,70.08
140,67.58,69.85
141,65.05,70.04
142,60.93,69.74
143,69.22,69.75
144,70.81,70.14
145,65.92,69.77
146,69.42,70.06
147,69.82,70.05
148,68.67,70.15
149,69.48,69.8
150,69.91,70.44
151,69.64,70.36
152,69.56,70.71
153,69.35,69.85
154,69.4,69.86
155,69.03,69.55
156,68.75,70.34
157,68.81,70.16
158,69.92,70.2
159,68.15,70.07
160,76.4,70.14
161,72.03,69.8
162,71.01,70.04
163,73.21,70.19
164,70.85,69.98
165,58.36,70.15
166,71.26,70.26
167,67.85,70.31
168,66.12,70.05
169,65.87,69.54
170,69.75,70.12
