,real,pred
0,71.1,69.16
1,69.71,69.05
2,69.23,69.15
3,67.09,69.21
4,71.03,69.28
5,68.71,69.7
6,70.72,70.07
7,70.16,69.73
8,71.55,69.76
9,70.2,70.03
10,68.51,70.2
11,70.65,70.35
12,70.37,70.08
13,70.93,69.69
14,70.58,70.01
15,70.41,69.87
16,70.43,69.45
17,68.91,69.45
18,69.1,69.61
19,68.12,69.96
20,67.5,69.65
21,69.42,69.54
22,69.54,69.26
23,66.56,69.5
24,66.44,70.8
25,74.56,69.43
26,73.74,70.1
27,72.19,69.65
28,74.42,70.25
29,73.11,70.66
30,73.3,69.49
31,73.63,69.56
32,67.15,69.86
33,68.82,70.23
34,68.56,70.43
35,71.96,69.89
36,68.18,70.0
37,72.67,70.31
38,78.76,70.19
39,68.43,70.03
40,70.34,69.77
41,66.68,69.88
42,68.21,69.94
43,70.98,69.51
44,71.39,69.16
45,71.0,70.52
46,68.02,70.47
47,73.62,70.55
48,70.34,69.27
49,69.14,69.64
50,69.58,68.82
51,66.75,70.41
52,70.25,70.0
53,65.99,70.24
54,67.38,69.97
55,69.22,70.49
56,70.26,70.29
57,66.02,70.39
58,68.78,70.21
59,69.55,69.41
60,65.92,69.76
61,70.97,69.98
62,70.88,69.21
63,69.68,69.8
64,68.87,70.4
65,68.27,70.09
66,65.36,69.32
67,67.17,69.24
68,83.35,69.23
69,65.78,69.02
70,83.35,69.32
71,71.31,69.43
72,65.38,69.75
73,83.36,69.3
74,61.82,69.06
75,83.35,69.39
76,65.7,69.77
77,68.7,69.53
78,70.44,69.08
79,83.35,69.48
80,83.35,69.34
81,65.48,69.78
82,69.07,69.88
83,83.35,69.8
84,70.97,69.78
85,83.35,69.63
86,66.48,69.94
87,70.33,69.11
88,66.72,69.22
89,67.66,69.05
90,83.35,69.05
91,83.35,69.15
92,67.66,68.75
93,83.36,68.89
94,83.35,69.53
95,68.09,69.84
96,71.48,69.95
97,67.64,69.76
98,72.45,68.86
99,71.74,69.37
100,73.24,69.92
101,72.59,70.01
102,71.31,68.97
103,70.66,69.45
104,71.52,69.86
105,69.75,69.54
106,71.46,69.85
107,71.39,70.04
108,71.0,70.2
109,66.38,69.6
110,71.19,69.48
111,66.95,68.98
112,66.6,69.12
113,71.02,69.35
114,66.74,70.13
115,71.14,70.45
116,67.45,69.91
117,70.31,69.74
118,71.14,70.33
119,66.13,69.77
120,70.35,69.65
121,66.12,69.82
122,65.51,70.32
123,69.58,69.41
124,71.26,69.37
125,66.68,69.95
126,71.86,69.69
127,70.42,69.09
128,72.22,69.73
129,69.85,69.88
130,67.19,69.16
131,67.63,69.19
132,71.21,70.19
133,66.94,70.23
134,66.63,69.72
135,69.43,70.26
136,65.93,69.75
137,68.63,69.64
138,70.53,69.36
139,70.69,68.95
140,65.17,69.17
141,70.89,69.31
142,71.07,69.73
143,71.04,70.16
144,69.09,69.46
145,69.63,69.82
146,66.69,70.06
147,70.65,69.51
148,66.5,69.17
149,70.18,69.84
150,66.2,70.48
151,64.61,70.02
152,72.17,69.54
153,70.35,69.42
154,70.72,69.4
155,69.87,70.16
156,60.98,69.46
157,74.52,69.85
158,68.9,69.52
159,68.87,70.51
160,67.58,70.12
161,65.05,70.51
162,60.93,69.59
163,69.22,69.73
164,70.81,69.86
165,65.92,70.54
166,69.42,69.94
167,69.82,69.84
168,68.67,69.51
169,69.48,69.3
170,69.91,69.86
171,69.64,70.0
172,69.56,70.29
173,69.35,69.61
174,69.4,70.53
175,69.03,70.23
176,68.75,70.03
177,68.81,69.68
178,69.92,70.66
179,68.15,70.02
180,76.4,69.78
181,72.03,69.77
182,71.01,70.11
183,73.21,70.15
184,70.85,69.71
185,58.36,69.93
186,71.26,70.47
187,67.85,69.67
188,66.12,69.49
189,65.87,69.57
190,69.75,70.27
