,real,pred
0,66.68,69.4
1,68.21,69.41
2,70.98,69.39
3,71.39,69.43
4,71.0,69.41
5,68.02,69.39
6,73.62,69.44
7,70.34,69.38
8,69.14,69.4
9,69.58,69.38
10,66.75,69.39
11,70.25,69.4
12,65.99,69.4
13,67.38,69.41
14,69.22,69.43
15,70.26,69.43
16,66.02,69.42
17,68.78,69.39
18,69.55,69.41
19,65.92,69.41
20,70.97,69.4
21,70.88,69.38
22,69.68,69.39
23,68.87,69.41
24,68.27,69.39
25,65.36,69.4
26,67.17,69.38
27,83.35,69.38
28,65.78,69.39
29,83.35,69.42
30,71.31,69.38
31,65.38,69.44
32,83.36,69.4
33,83.35,69.38
34,65.7,69.42
35,68.7,69.4
36,70.44,69.39
37,83.35,69.38
38,83.35,69.39
39,65.48,69.38
40,69.07,69.38
41,83.35,69.38
42,70.97,69.39
43,83.35,69.38
44,66.48,69.39
45,70.33,69.38
46,66.72,69.38
47,67.66,69.39
48,83.35,69.39
49,83.35,69.39
50,67.66,69.39
51,83.36,69.41
52,83.35,69.4
53,68.09,69.38
54,71.48,69.38
55,67.64,69.39
56,72.45,69.38
57,71.74,69.39
58,73.24,69.39
59,72.59,69.39
60,71.31,69.39
61,70.66,69.41
62,71.52,69.44
63,69.75,69.45
64,71.46,69.43
65,71.39,69.38
66,71.0,69.38
67,66.38,69.4
68,71.19,69.38
69,66.95,69.4
70,66.6,69.38
71,71.02,69.39
72,66.74,69.4
73,71.14,69.4
74,67.45,69.41
75,70.31,69.42
76,71.14,69.44
77,66.13,69.42
78,70.35,69.41
79,66.12,69.42
80,65.51,69.41
81,69.58,69.38
82,71.26,69.4
83,66.68,69.4
84,71.86,69.41
85,70.42,69.45
86,72.22,69.43
87,69.85,69.43
88,67.19,69.45
89,67.63,69.43
90,71.21,69.44
91,66.94,69.45
92,66.63,69.4
93,69.43,69.38
94,65.93,69.41
95,68.63,69.41
96,70.53,69.47
97,70.69,69.43
98,65.17,69.39
99,70.89,69.44
100,71.07,69.47
101,71.04,69.44
102,69.09,69.41
103,69.63,69.43
104,66.69,69.39
105,70.65,69.45
106,66.5,69.4
107,70.18,69.39
108,66.2,69.39
109,64.61,69.4
110,72.17,69.39
111,70.35,69.39
112,70.72,69.38
113,69.87,69.38
114,74.52,69.39
115,68.9,69.38
116,68.87,69.39
117,67.58,69.39
118,65.05,69.38
119,69.22,69.38
120,70.81,69.39
121,65.92,69.38
122,69.42,69.39
123,69.82,69.4
124,68.67,69.38
125,69.48,69.38
126,69.91,69.38
127,69.64,69.38
128,69.56,69.38
129,69.35,69.39
130,69.4,69.38
131,69.03,69.4
132,68.75,69.39
133,68.81,69.38
134,69.92,69.38
135,68.15,69.39
136,76.4,69.41
137,72.03,69.39
138,71.01,69.42
139,70.85,69.41
140,71.26,69.41
141,67.85,69.41
142,66.12,69.39
143,65.87,69.41
144,69.75,69.42
