,real,pred
0,69.71,68.84
1,69.23,68.16
2,67.09,68.99
3,71.03,69.14
4,68.71,69.21
5,70.72,70.0
6,70.16,71.59
7,71.55,72.4
8,70.2,69.97
9,68.51,68.76
10,70.65,68.36
11,70.37,66.69
12,70.93,67.78
13,70.58,68.38
14,70.41,69.62
15,70.43,69.18
16,68.91,72.07
17,69.1,68.95
18,68.12,68.6
19,67.5,67.96
20,69.42,66.19
21,69.54,67.44
22,66.56,68.19
23,66.44,69.54
24,74.56,71.63
25,73.74,72.12
26,72.19,72.62
27,74.42,69.41
28,73.11,70.46
29,73.3,69.54
30,73.63,67.53
31,67.15,68.82
32,68.82,68.48
33,68.56,68.2
34,71.96,69.75
35,68.18,69.73
36,72.67,69.16
37,78.76,70.31
38,68.43,69.64
39,70.34,69.48
40,66.68,69.83
41,68.21,69.63
42,70.98,69.21
43,71.39,69.11
44,71.0,69.27
45,68.02,68.9
46,73.62,69.26
47,70.34,69.25
48,69.14,69.52
49,69.58,69.38
50,66.75,69.55
51,70.25,69.25
52,65.99,69.43
53,67.38,69.4
54,69.22,69.19
55,70.26,69.58
56,66.02,69.3
57,68.78,69.31
58,69.55,69.1
59,65.92,69.47
60,70.97,69.3
61,70.88,69.02
62,69.68,69.29
63,68.87,69.86
64,68.27,69.72
65,65.36,69.49
66,67.17,69.32
67,83.35,69.99
68,65.78,70.34
69,83.35,70.0
70,71.31,70.01
71,65.38,69.13
72,83.36,69.03
73,83.35,69.61
74,65.7,70.08
75,68.7,69.91
76,70.44,69.86
77,83.35,69.81
78,83.35,70.11
79,65.48,69.79
80,69.07,69.36
81,83.35,69.44
82,70.97,68.6
83,83.35,69.07
84,66.48,68.85
85,70.33,70.91
86,66.72,70.3
87,67.66,70.31
88,83.35,69.79
89,83.35,68.36
90,67.66,69.0
91,83.36,67.4
92,83.35,67.66
93,68.09,68.88
94,71.48,67.79
95,67.64,68.18
96,72.45,70.81
97,71.74,71.15
98,73.24,70.43
99,72.59,71.35
100,71.31,69.92
101,70.66,69.91
102,71.52,70.31
103,69.75,70.11
104,71.46,69.96
105,71.39,67.77
106,71.0,67.62
107,66.38,68.11
108,71.19,69.01
109,66.95,70.07
110,66.6,69.34
111,71.02,69.47
112,66.74,69.49
113,71.14,69.98
114,67.45,69.26
115,70.31,69.31
116,71.14,69.06
117,66.13,69.76
118,70.35,69.35
119,66.12,69.27
120,65.51,69.33
121,69.58,70.53
122,71.26,69.79
123,66.68,69.7
124,71.86,69.08
125,70.42,69.9
126,72.22,69.21
127,69.85,70.35
128,67.19,69.16
129,67.63,68.93
130,71.21,69.79
131,66.94,69.04
132,66.63,69.71
133,69.43,68.76
134,65.93,70.32
135,68.63,69.65
136,70.53,69.97
137,70.69,69.41
138,65.17,69.76
139,70.89,69.99
140,71.07,69.8
141,71.04,68.81
142,69.09,69.8
143,69.63,68.72
144,66.69,68.72
145,70.65,69.59
146,66.5,69.89
147,70.18,68.69
148,66.2,69.43
149,64.61,69.37
150,72.17,70.99
151,70.35,70.93
152,70.72,69.01
153,69.87,69.78
154,74.52,66.61
155,68.9,69.28
156,68.87,69.15
157,67.58,68.96
158,65.05,68.2
159,69.22,69.97
160,70.81,69.6
161,65.92,69.47
162,69.42,70.74
163,69.82,68.88
164,68.67,69.44
165,69.48,70.61
166,69.91,69.97
167,69.64,70.38
168,69.56,69.42
169,69.35,69.62
170,69.4,69.6
171,69.03,69.59
172,68.75,67.89
173,68.81,68.66
174,69.92,69.01
175,68.15,69.92
176,76.4,69.44
177,72.03,68.59
178,71.01,68.38
179,70.85,68.59
180,71.26,68.57
181,67.85,69.95
182,66.12,68.88
183,65.87,69.98
184,69.75,69.24
