,real,pred
0,69.42,69.28
1,69.54,69.28
2,66.56,69.28
3,66.44,69.28
4,74.56,69.28
5,73.74,69.29
6,72.19,69.28
7,74.42,69.28
8,73.11,69.28
9,73.3,69.28
10,73.63,69.29
11,67.15,69.28
12,68.82,69.29
13,68.56,69.28
14,71.96,69.28
15,68.18,69.28
16,72.67,69.28
17,78.76,69.28
18,68.43,69.28
19,70.34,69.28
20,66.68,69.28
21,68.21,69.28
22,70.98,69.28
23,71.39,69.28
24,71.0,69.28
25,68.02,69.28
26,73.62,69.28
27,70.34,69.29
28,69.14,69.28
29,69.58,69.29
30,66.75,69.28
31,70.25,69.28
32,65.99,69.29
33,67.38,69.28
34,69.22,69.29
35,70.26,69.28
36,66.02,69.29
37,68.78,69.29
38,69.55,69.28
39,65.92,69.29
40,70.97,69.29
41,70.88,69.28
42,69.68,69.28
43,68.87,69.29
44,68.27,69.29
45,65.36,69.29
46,67.17,69.29
47,83.35,69.28
48,65.78,69.28
49,83.35,69.32
50,71.31,69.28
51,65.38,69.28
52,83.36,69.29
53,83.35,69.28
54,65.7,69.29
55,68.7,69.3
56,70.44,69.34
57,83.35,69.34
58,83.35,69.28
59,65.48,69.28
60,69.07,69.28
61,83.35,69.29
62,70.97,69.29
63,83.35,69.31
64,66.48,69.39
65,70.33,69.29
66,66.72,69.29
67,67.66,69.29
68,83.35,69.29
69,83.35,69.29
70,67.66,69.29
71,83.36,69.29
72,83.35,69.29
73,68.09,69.28
74,71.48,69.28
75,67.64,69.28
76,72.45,69.28
77,71.74,69.28
78,73.24,69.28
79,72.59,69.28
80,71.31,69.29
81,70.66,69.28
82,71.52,69.28
83,69.75,69.28
84,71.46,69.28
85,71.39,69.29
86,71.0,69.29
87,66.38,69.28
88,71.19,69.29
89,66.95,69.29
90,66.6,69.29
91,71.02,69.29
92,66.74,69.29
93,71.14,69.29
94,67.45,69.29
95,70.31,69.28
96,71.14,69.29
97,66.13,69.29
98,70.35,69.28
99,66.12,69.29
100,65.51,69.28
101,69.58,69.28
102,71.26,69.29
103,66.68,69.29
104,71.86,69.29
105,70.42,69.28
106,72.22,69.29
107,69.85,69.28
108,67.19,69.29
109,67.63,69.29
110,71.21,69.29
111,66.94,69.35
112,66.63,69.24
113,69.43,69.29
114,65.93,69.29
115,68.63,69.3
116,70.53,69.3
117,70.69,69.32
118,65.17,69.28
119,70.89,69.29
120,71.07,69.29
121,71.04,69.3
122,69.09,69.3
123,69.63,69.32
124,66.69,69.29
125,70.65,69.32
126,66.5,69.32
127,70.18,69.34
128,66.2,69.41
129,64.61,69.39
130,72.17,69.33
131,70.35,69.31
132,70.72,69.28
133,69.87,69.29
134,74.52,69.29
135,68.9,69.28
136,68.87,69.29
137,67.58,69.29
138,65.05,69.29
139,69.22,69.29
140,70.81,69.28
141,65.92,69.54
142,69.42,69.29
143,69.82,69.3
144,68.67,69.33
145,69.48,69.35
146,69.91,69.4
147,69.64,69.4
148,69.56,69.33
149,69.35,69.27
150,69.4,69.44
151,69.03,69.29
152,68.75,69.29
153,68.81,69.36
154,69.92,69.37
155,68.15,69.38
156,76.4,69.36
157,72.03,69.3
158,71.01,69.29
159,70.85,69.3
160,71.26,69.3
161,67.85,69.3
162,66.12,69.3
163,65.87,69.3
164,69.75,69.3
