,real,pred
0,69.71,68.96
1,69.23,68.9
2,67.09,69.17
3,71.03,69.08
4,68.71,69.21
5,70.72,69.53
6,70.16,69.43
7,71.55,68.78
8,70.2,68.53
9,68.51,68.89
10,70.65,68.94
11,70.37,68.9
12,70.93,68.12
13,70.58,68.03
14,70.41,68.59
15,70.43,68.67
16,68.91,69.0
17,69.1,68.31
18,68.12,68.58
19,67.5,68.07
20,69.42,68.53
21,69.54,68.05
22,66.56,68.49
23,66.44,68.46
24,74.56,69.07
25,73.74,69.07
26,72.19,68.63
27,74.42,69.0
28,73.11,69.56
29,73.3,68.84
30,73.63,69.6
31,67.15,68.89
32,68.82,69.7
33,68.56,69.98
34,71.96,70.09
35,68.18,69.14
36,72.67,70.06
37,78.76,69.11
38,68.43,69.43
39,70.34,69.55
40,66.68,69.56
41,68.21,69.43
42,70.98,69.31
43,71.39,69.35
44,71.0,69.4
45,68.02,69.51
46,73.62,69.41
47,70.34,69.69
48,69.14,69.88
49,69.58,69.57
50,66.75,69.57
51,70.25,69.42
52,65.99,69.99
53,67.38,69.47
54,69.22,69.49
55,70.26,69.52
56,66.02,69.76
57,68.78,69.45
58,69.55,69.32
59,65.92,69.36
60,70.97,69.61
61,70.88,69.42
62,69.68,69.41
63,68.87,69.63
64,68.27,69.33
65,65.36,69.5
66,67.17,69.38
67,83.35,69.41
68,65.78,69.44
69,83.35,69.42
70,71.31,69.24
71,65.38,69.04
72,83.36,69.26
73,83.35,69.49
74,65.7,69.33
75,68.7,69.67
76,70.44,69.32
77,83.35,69.41
78,83.35,69.13
79,65.48,69.12
80,69.07,69.34
81,83.35,69.02
82,70.97,69.27
83,83.35,69.1
84,66.48,69.32
85,70.33,69.48
86,66.72,69.45
87,67.66,69.46
88,83.35,69.05
89,83.35,68.81
90,67.66,68.48
91,83.36,69.26
92,83.35,69.12
93,68.09,69.02
94,71.48,68.79
95,67.64,69.35
96,72.45,69.6
97,71.74,69.51
98,73.24,69.35
99,72.59,69.32
100,71.31,69.37
101,70.66,68.81
102,71.52,67.56
103,69.75,69.2
104,71.46,68.99
105,71.39,69.54
106,71.0,68.89
107,66.38,68.71
108,71.19,68.47
109,66.95,69.39
110,66.6,69.37
111,71.02,69.37
112,66.74,69.36
113,71.14,69.88
114,67.45,69.32
115,70.31,69.46
116,71.14,69.35
117,66.13,69.4
118,70.35,69.38
119,66.12,69.28
120,65.51,69.51
121,69.58,69.26
122,71.26,69.26
123,66.68,69.45
124,71.86,69.45
125,70.42,69.79
126,72.22,69.5
127,69.85,68.9
128,67.19,67.46
129,67.63,69.72
130,71.21,69.29
131,66.94,69.5
132,66.63,69.81
133,69.43,70.17
134,65.93,70.27
135,68.63,69.71
136,70.53,70.4
137,70.69,69.4
138,65.17,68.81
139,70.89,69.37
140,71.07,69.67
141,71.04,69.97
142,69.09,68.53
143,69.63,69.27
144,66.69,69.74
145,70.65,69.62
146,66.5,69.34
147,70.18,69.36
148,66.2,69.46
149,64.61,69.4
150,72.17,69.2
151,70.35,69.3
152,70.72,69.5
153,69.87,69.48
154,74.52,68.83
155,68.9,69.21
156,68.87,68.91
157,67.58,69.2
158,65.05,69.25
159,69.22,69.24
160,70.81,69.91
161,65.92,69.57
162,69.42,69.22
163,69.82,69.39
164,68.67,68.68
165,69.48,69.72
166,69.91,69.16
167,69.64,69.66
168,69.56,69.24
169,69.35,68.96
170,69.4,69.42
171,69.03,69.44
172,68.75,69.26
173,68.81,69.76
174,69.92,69.46
175,68.15,69.64
176,76.4,69.31
177,72.03,69.31
178,71.01,69.39
179,70.85,68.92
180,71.26,68.9
181,67.85,69.2
182,66.12,69.41
183,65.87,69.62
184,69.75,69.37
