,real,pred
0,69.71,69.34
1,69.23,69.34
2,67.09,69.32
3,71.03,69.42
4,68.71,69.46
5,70.72,69.46
6,70.16,69.37
7,71.55,69.37
8,70.2,69.37
9,68.51,69.37
10,70.65,69.37
11,70.37,69.37
12,70.93,69.37
13,70.58,69.37
14,70.41,69.37
15,70.43,69.37
16,68.91,69.37
17,69.1,69.37
18,68.12,69.37
19,67.5,69.37
20,69.42,69.37
21,69.54,69.37
22,66.56,69.37
23,66.44,69.37
24,74.56,69.37
25,73.74,69.37
26,72.19,69.37
27,74.42,69.37
28,73.11,69.37
29,73.3,69.37
30,73.63,69.37
31,67.15,69.37
32,68.82,69.37
33,68.56,69.37
34,71.96,69.37
35,68.18,69.37
36,72.67,69.37
37,78.76,69.37
38,68.43,69.37
39,70.34,69.37
40,66.68,69.37
41,68.21,69.37
42,70.98,69.37
43,71.39,69.37
44,71.0,69.37
45,68.02,69.37
46,73.62,69.37
47,70.34,69.37
48,69.14,69.37
49,69.58,69.37
50,66.75,69.37
51,70.25,69.37
52,65.99,69.37
53,67.38,70.3
54,69.22,69.29
55,70.26,69.33
56,66.02,69.31
57,68.78,69.35
58,69.55,69.35
59,65.92,69.33
60,70.97,69.33
61,70.88,69.35
62,69.68,69.33
63,68.87,69.36
64,68.27,69.33
65,65.36,69.32
66,67.17,69.3
67,83.35,69.33
68,65.78,69.32
69,83.35,69.32
70,71.31,69.33
71,65.38,69.33
72,83.36,69.34
73,83.35,69.32
74,65.7,69.34
75,68.7,69.33
76,70.44,69.32
77,83.35,69.31
78,83.35,69.31
79,65.48,69.33
80,69.07,69.34
81,83.35,69.34
82,70.97,69.35
83,83.35,69.36
84,66.48,69.45
85,70.33,69.51
86,66.72,69.37
87,67.66,69.37
88,83.35,69.37
89,83.35,69.37
90,67.66,69.37
91,83.36,69.37
92,83.35,69.37
93,68.09,69.37
94,71.48,69.37
95,67.64,69.37
96,72.45,69.37
97,71.74,69.37
98,73.24,69.37
99,72.59,69.37
100,71.31,69.37
101,70.66,69.37
102,71.52,69.37
103,69.75,69.37
104,71.46,69.37
105,71.39,69.37
106,71.0,69.37
107,66.38,69.37
108,71.19,69.37
109,66.95,69.37
110,66.6,69.37
111,71.02,69.37
112,66.74,69.37
113,71.14,69.37
114,67.45,69.37
115,70.31,69.37
116,71.14,69.37
117,66.13,69.37
118,70.35,69.37
119,66.12,69.37
120,65.51,69.37
121,69.58,69.37
122,71.26,69.37
123,66.68,69.37
124,71.86,69.37
125,70.42,69.37
126,72.22,69.37
127,69.85,69.33
128,67.19,69.33
129,67.63,69.33
130,71.21,69.31
131,66.94,69.32
132,66.63,69.33
133,69.43,69.34
134,65.93,69.36
135,68.63,69.34
136,70.53,69.33
137,70.69,69.36
138,65.17,69.35
139,70.89,69.3
140,71.07,69.32
141,71.04,69.32
142,69.09,69.33
143,69.63,69.31
144,66.69,69.29
145,70.65,69.32
146,66.5,69.36
147,70.18,69.35
148,66.2,69.54
149,64.61,69.37
150,72.17,69.37
151,70.35,69.37
152,70.72,69.37
153,69.87,69.37
154,74.52,69.37
155,68.9,69.37
156,68.87,69.37
157,67.58,69.37
158,65.05,69.37
159,69.22,69.37
160,70.81,69.37
161,65.92,69.37
162,69.42,69.37
163,69.82,69.37
164,68.67,69.37
165,69.48,69.37
166,69.91,69.37
167,69.64,69.37
168,69.56,69.37
169,69.35,69.37
170,69.4,69.34
171,69.03,69.37
172,68.75,69.36
173,68.81,69.36
174,69.92,69.37
175,68.15,69.37
176,76.4,69.37
177,72.03,69.37
178,71.01,69.37
179,70.85,69.37
180,71.26,69.37
181,67.85,69.37
182,66.12,69.37
183,65.87,69.37
184,69.75,69.37
