,real,pred
0,69.71,69.38
1,69.23,69.41
2,67.09,69.39
3,71.03,69.4
4,68.71,69.37
5,70.72,69.35
6,70.16,69.34
7,71.55,69.35
8,70.2,69.36
9,68.51,69.35
10,70.65,69.36
11,70.37,69.33
12,70.93,69.36
13,70.58,69.33
14,70.41,69.33
15,70.43,69.34
16,68.91,69.35
17,69.1,69.35
18,68.12,69.35
19,67.5,69.36
20,69.42,69.37
21,69.54,69.36
22,66.56,69.35
23,66.44,69.35
24,74.56,69.29
25,73.74,69.32
26,72.19,69.33
27,74.42,69.23
28,73.11,69.35
29,73.3,69.36
30,73.63,69.41
31,67.15,69.33
32,68.82,69.31
33,68.56,69.33
34,71.96,69.32
35,68.18,69.35
36,72.67,69.38
37,78.76,69.5
38,68.43,69.33
39,70.34,69.34
40,66.68,69.33
41,68.21,69.35
42,70.98,69.34
43,71.39,69.4
44,71.0,69.35
45,68.02,69.36
46,73.62,69.36
47,70.34,69.36
48,69.14,69.35
49,69.58,69.34
50,66.75,69.34
51,70.25,69.31
52,65.99,69.36
53,67.38,69.32
54,69.22,69.34
55,70.26,69.31
56,66.02,69.33
57,68.78,69.34
58,69.55,69.32
59,65.92,69.34
60,70.97,69.35
61,70.88,69.36
62,69.68,69.35
63,68.87,69.36
64,68.27,69.35
65,65.36,69.38
66,67.17,69.35
67,83.35,69.36
68,65.78,69.34
69,83.35,69.34
70,71.31,69.33
71,65.38,69.36
72,83.36,69.37
73,83.35,69.35
74,65.7,69.37
75,68.7,69.34
76,70.44,69.37
77,83.35,69.34
78,83.35,69.38
79,65.48,69.34
80,69.07,69.34
81,83.35,69.34
82,70.97,69.37
83,83.35,69.37
84,66.48,69.36
85,70.33,69.36
86,66.72,69.35
87,67.66,69.35
88,83.35,69.36
89,83.35,69.37
90,67.66,69.37
91,83.36,69.36
92,83.35,69.34
93,68.09,69.34
94,71.48,69.34
95,67.64,69.38
96,72.45,69.33
97,71.74,69.37
98,73.24,69.33
99,72.59,69.3
100,71.31,69.36
101,70.66,69.33
102,71.52,69.34
103,69.75,69.38
104,71.46,69.34
105,71.39,69.31
106,71.0,69.34
107,66.38,69.34
108,71.19,69.3
109,66.95,69.38
110,66.6,69.39
111,71.02,69.41
112,66.74,69.3
113,71.14,69.41
114,67.45,69.4
115,70.31,69.4
116,71.14,69.35
117,66.13,69.35
118,70.35,69.42
119,66.12,69.33
120,65.51,69.4
121,69.58,69.37
122,71.26,69.37
123,66.68,69.35
124,71.86,69.35
125,70.42,69.36
126,72.22,69.29
127,69.85,69.37
128,67.19,69.31
129,67.63,69.33
130,71.21,69.31
131,66.94,69.35
132,66.63,69.34
133,69.43,69.35
134,65.93,69.34
135,68.63,69.34
136,70.53,69.35
137,70.69,69.35
138,65.17,69.31
139,70.89,69.33
140,71.07,69.35
141,71.04,69.33
142,69.09,69.37
143,69.63,69.33
144,66.69,69.36
145,70.65,69.35
146,66.5,69.36
147,70.18,69.36
148,66.2,69.37
149,64.61,69.39
150,72.17,69.38
151,70.35,69.33
152,70.72,69.35
153,69.87,69.41
154,74.52,69.39
155,68.9,69.38
156,68.87,69.35
157,67.58,69.31
158,65.05,69.34
159,69.22,69.36
160,70.81,69.38
161,65.92,69.37
162,69.42,69.33
163,69.82,69.38
164,68.67,69.34
165,69.48,69.38
166,69.91,69.31
167,69.64,69.4
168,69.56,69.35
169,69.35,69.37
170,69.4,69.35
171,69.03,69.37
172,68.75,69.39
173,68.81,69.36
174,69.92,69.35
175,68.15,69.35
176,76.4,69.35
177,72.03,69.31
178,71.01,69.34
179,70.85,69.33
180,71.26,69.35
181,67.85,69.37
182,66.12,69.35
183,65.87,69.39
184,69.75,69.4
