,real,pred
0,69.71,69.38
1,69.23,69.39
2,67.09,69.38
3,71.03,69.39
4,68.71,69.38
5,70.72,69.39
6,70.16,69.38
7,71.55,69.38
8,70.2,69.39
9,68.51,69.4
10,70.65,69.41
11,70.37,69.38
12,70.93,69.37
13,70.58,69.39
14,70.41,69.4
15,70.43,69.38
16,68.91,69.37
17,69.1,69.59
18,68.12,69.38
19,67.5,69.41
20,69.42,69.39
21,69.54,69.39
22,66.56,69.52
23,66.44,69.43
24,74.56,69.39
25,73.74,69.4
26,72.19,69.33
27,74.42,69.38
28,73.11,69.38
29,73.3,69.39
30,73.63,69.42
31,67.15,69.4
32,68.82,69.39
33,68.56,69.39
34,71.96,69.4
35,68.18,69.42
36,72.67,69.38
37,78.76,69.38
38,68.43,69.35
39,70.34,69.46
40,66.68,69.41
41,68.21,69.45
42,70.98,69.39
43,71.39,69.41
44,71.0,69.43
45,68.02,69.38
46,73.62,69.4
47,70.34,69.4
48,69.14,69.43
49,69.58,69.38
50,66.75,69.41
51,70.25,69.4
52,65.99,69.42
53,67.38,69.39
54,69.22,69.39
55,70.26,69.38
56,66.02,69.41
57,68.78,69.41
58,69.55,68.83
59,65.92,69.42
60,70.97,69.38
61,70.88,69.42
62,69.68,69.45
63,68.87,69.46
64,68.27,69.38
65,65.36,69.38
66,67.17,69.37
67,83.35,69.37
68,65.78,69.3
69,83.35,69.29
70,71.31,69.39
71,65.38,69.4
72,83.36,69.37
73,83.35,69.37
74,65.7,69.39
75,68.7,69.38
76,70.44,69.45
77,83.35,69.41
78,83.35,69.38
79,65.48,69.38
80,69.07,69.34
81,83.35,69.38
82,70.97,69.4
83,83.35,69.42
84,66.48,69.39
85,70.33,69.38
86,66.72,69.4
87,67.66,69.39
88,83.35,69.41
89,83.35,69.38
90,67.66,69.37
91,83.36,69.36
92,83.35,69.3
93,68.09,69.39
94,71.48,69.4
95,67.64,69.41
96,72.45,69.45
97,71.74,69.45
98,73.24,69.43
99,72.59,69.42
100,71.31,69.4
101,70.66,69.39
102,71.52,69.39
103,69.75,69.38
104,71.46,69.09
105,71.39,69.41
106,71.0,69.39
107,66.38,69.48
108,71.19,69.04
109,66.95,69.4
110,66.6,69.39
111,71.02,69.49
112,66.74,69.71
113,71.14,69.42
114,67.45,69.39
115,70.31,69.43
116,71.14,69.38
117,66.13,69.39
118,70.35,69.43
119,66.12,69.38
120,65.51,69.43
121,69.58,69.43
122,71.26,69.45
123,66.68,69.43
124,71.86,69.71
125,70.42,69.49
126,72.22,69.3
127,69.85,70.26
128,67.19,69.68
129,67.63,69.34
130,71.21,69.19
131,66.94,69.34
132,66.63,69.43
133,69.43,69.88
134,65.93,69.45
135,68.63,69.48
136,70.53,69.58
137,70.69,69.63
138,65.17,69.36
139,70.89,69.36
140,71.07,69.35
141,71.04,69.39
142,69.09,69.7
143,69.63,69.3
144,66.69,69.27
145,70.65,69.41
146,66.5,69.4
147,70.18,69.39
148,66.2,69.44
149,64.61,69.52
150,72.17,69.38
151,70.35,69.39
152,70.72,69.4
153,69.87,69.41
154,74.52,69.41
155,68.9,69.54
156,68.87,69.41
157,67.58,69.39
158,65.05,69.41
159,69.22,69.38
160,70.81,69.42
161,65.92,69.4
162,69.42,69.52
163,69.82,69.47
164,68.67,69.4
165,69.48,69.39
166,69.91,68.84
167,69.64,69.59
168,69.56,69.68
169,69.35,69.43
170,69.4,69.44
171,69.03,69.41
172,68.75,69.48
173,68.81,69.37
174,69.92,69.34
175,68.15,69.31
176,76.4,69.36
177,72.03,69.33
178,71.01,69.41
179,70.85,69.39
180,71.26,69.44
181,67.85,69.29
182,66.12,69.47
183,65.87,69.5
184,69.75,69.4
