,real,pred
0,69.71,69.37
1,69.23,69.36
2,67.09,69.34
3,71.03,69.33
4,68.71,69.38
5,70.72,69.37
6,70.16,69.36
7,71.55,69.44
8,70.2,69.42
9,68.51,69.42
10,70.65,69.33
11,70.37,68.76
12,70.93,69.4
13,70.58,69.4
14,70.41,69.44
15,70.43,69.38
16,68.91,69.43
17,69.1,69.39
18,68.12,69.32
19,67.5,69.39
20,69.42,69.46
21,69.54,69.6
22,66.56,69.22
23,66.44,69.58
24,74.56,69.4
25,73.74,69.52
26,72.19,69.48
27,74.42,69.81
28,73.11,69.58
29,73.3,70.01
30,73.63,70.07
31,67.15,69.38
32,68.82,69.49
33,68.56,69.38
34,71.96,69.37
35,68.18,69.44
36,72.67,69.51
37,78.76,69.46
38,68.43,69.5
39,70.34,69.44
40,66.68,69.42
41,68.21,69.39
42,70.98,69.34
43,71.39,69.35
44,71.0,69.39
45,68.02,69.37
46,73.62,69.45
47,70.34,69.44
48,69.14,69.4
49,69.58,69.38
50,66.75,69.38
51,70.25,69.33
52,65.99,69.32
53,67.38,69.3
54,69.22,69.31
55,70.26,69.37
56,66.02,69.35
57,68.78,69.33
58,69.55,69.26
59,65.92,69.17
60,70.97,69.12
61,70.88,69.24
62,69.68,69.25
63,68.87,69.33
64,68.27,69.32
65,65.36,69.25
66,67.17,69.27
67,83.35,69.33
68,65.78,69.3
69,83.35,69.32
70,71.31,69.33
71,65.38,69.29
72,83.36,69.29
73,83.35,69.24
74,65.7,69.31
75,68.7,69.28
76,70.44,69.27
77,83.35,69.3
78,83.35,69.29
79,65.48,69.31
80,69.07,69.28
81,83.35,69.28
82,70.97,69.27
83,83.35,69.28
84,66.48,69.29
85,70.33,69.27
86,66.72,69.27
87,67.66,69.3
88,83.35,69.29
89,83.35,69.3
90,67.66,69.28
91,83.36,69.4
92,83.35,69.47
93,68.09,69.83
94,71.48,69.7
95,67.64,69.89
96,72.45,69.63
97,71.74,69.54
98,73.24,69.45
99,72.59,69.53
100,71.31,69.14
101,70.66,68.88
102,71.52,69.36
103,69.75,69.39
104,71.46,69.99
105,71.39,70.43
106,71.0,70.8
107,66.38,69.46
108,71.19,69.45
109,66.95,69.41
110,66.6,69.5
111,71.02,69.4
112,66.74,69.23
113,71.14,69.29
114,67.45,69.47
115,70.31,69.48
116,71.14,69.45
117,66.13,69.59
118,70.35,69.45
119,66.12,69.37
120,65.51,69.32
121,69.58,69.42
122,71.26,69.35
123,66.68,69.43
124,71.86,69.21
125,70.42,69.36
126,72.22,69.53
127,69.85,69.5
128,67.19,69.49
129,67.63,69.5
130,71.21,69.42
131,66.94,70.7
132,66.63,69.41
133,69.43,69.69
134,65.93,69.82
135,68.63,69.45
136,70.53,69.35
137,70.69,69.6
138,65.17,69.31
139,70.89,69.37
140,71.07,69.32
141,71.04,69.42
142,69.09,69.46
143,69.63,69.43
144,66.69,69.5
145,70.65,69.35
146,66.5,69.39
147,70.18,69.28
148,66.2,69.34
149,64.61,69.29
150,72.17,69.35
151,70.35,69.34
152,70.72,69.39
153,69.87,69.32
154,74.52,69.42
155,68.9,69.4
156,68.87,69.41
157,67.58,69.43
158,65.05,69.48
159,69.22,69.81
160,70.81,69.38
161,65.92,69.42
162,69.42,69.42
163,69.82,69.4
164,68.67,69.57
165,69.48,69.5
166,69.91,69.41
167,69.64,69.37
168,69.56,69.35
169,69.35,69.27
170,69.4,69.4
171,69.03,69.39
172,68.75,69.29
173,68.81,69.34
174,69.92,68.51
175,68.15,68.81
176,76.4,69.22
177,72.03,69.36
178,71.01,69.29
179,70.85,69.25
180,71.26,69.37
181,67.85,69.33
182,66.12,69.35
183,65.87,69.26
184,69.75,69.32
