,real,pred
0,69.71,69.41
1,69.23,69.41
2,67.09,69.41
3,71.03,69.41
4,68.71,69.41
5,70.72,69.41
6,70.16,69.41
7,71.55,69.41
8,70.2,69.41
9,68.51,69.41
10,70.65,69.41
11,70.37,69.41
12,70.93,69.41
13,70.58,69.41
14,70.41,69.41
15,70.43,69.41
16,68.91,69.41
17,69.1,69.4
18,68.12,69.41
19,67.5,69.41
20,69.42,69.41
21,69.54,69.41
22,66.56,69.41
23,66.44,69.41
24,74.56,69.41
25,73.74,69.41
26,72.19,69.41
27,74.42,69.41
28,73.11,69.41
29,73.3,69.41
30,73.63,69.41
31,67.15,69.41
32,68.82,69.41
33,68.56,69.41
34,71.96,69.41
35,68.18,69.41
36,72.67,69.41
37,78.76,69.41
38,68.43,69.41
39,70.34,69.41
40,66.68,69.41
41,68.21,69.41
42,70.98,69.41
43,71.39,69.41
44,71.0,69.41
45,68.02,69.41
46,73.62,69.41
47,70.34,69.41
48,69.14,69.41
49,69.58,69.41
50,66.75,69.41
51,70.25,69.41
52,65.99,69.41
53,67.38,69.41
54,69.22,69.41
55,70.26,69.41
56,66.02,69.41
57,68.78,69.41
58,69.55,69.41
59,65.92,69.41
60,70.97,69.41
61,70.88,69.41
62,69.68,69.41
63,68.87,69.41
64,68.27,69.41
65,65.36,69.41
66,67.17,69.39
67,83.35,69.41
68,65.78,69.41
69,83.35,69.41
70,71.31,69.41
71,65.38,69.41
72,83.36,69.41
73,83.35,69.41
74,65.7,69.41
75,68.7,69.41
76,70.44,69.41
77,83.35,69.41
78,83.35,69.41
79,65.48,69.41
80,69.07,69.35
81,83.35,69.41
82,70.97,69.41
83,83.35,69.41
84,66.48,69.45
85,70.33,69.44
86,66.72,69.46
87,67.66,69.42
88,83.35,69.41
89,83.35,69.41
90,67.66,69.41
91,83.36,69.41
92,83.35,69.41
93,68.09,69.41
94,71.48,69.41
95,67.64,69.41
96,72.45,69.41
97,71.74,69.41
98,73.24,69.41
99,72.59,69.41
100,71.31,69.41
101,70.66,69.41
102,71.52,69.41
103,69.75,69.41
104,71.46,69.41
105,71.39,69.41
106,71.0,69.41
107,66.38,69.41
108,71.19,69.41
109,66.95,69.41
110,66.6,69.41
111,71.02,69.41
112,66.74,69.41
113,71.14,69.41
114,67.45,69.41
115,70.31,69.41
116,71.14,69.4
117,66.13,69.41
118,70.35,69.41
119,66.12,69.41
120,65.51,69.41
121,69.58,69.41
122,71.26,69.41
123,66.68,69.41
124,71.86,69.41
125,70.42,69.41
126,72.22,69.41
127,69.85,69.41
128,67.19,69.41
129,67.63,69.41
130,71.21,69.41
131,66.94,69.41
132,66.63,69.41
133,69.43,69.41
134,65.93,69.41
135,68.63,69.41
136,70.53,69.41
137,70.69,69.41
138,65.17,69.41
139,70.89,69.41
140,71.07,69.41
141,71.04,69.41
142,69.09,69.41
143,69.63,69.41
144,66.69,69.41
145,70.65,69.41
146,66.5,69.41
147,70.18,69.41
148,66.2,69.41
149,64.61,69.43
150,72.17,69.46
151,70.35,69.41
152,70.72,69.41
153,69.87,69.4
154,74.52,69.41
155,68.9,69.41
156,68.87,69.41
157,67.58,69.41
158,65.05,69.41
159,69.22,69.41
160,70.81,69.41
161,65.92,69.41
162,69.42,69.4
163,69.82,69.41
164,68.67,69.4
165,69.48,69.41
166,69.91,69.41
167,69.64,69.41
168,69.56,69.41
169,69.35,69.41
170,69.4,69.41
171,69.03,69.41
172,68.75,69.41
173,68.81,69.41
174,69.92,69.41
175,68.15,69.41
176,76.4,69.55
177,72.03,69.36
178,71.01,69.45
179,70.85,69.41
180,71.26,69.47
181,67.85,69.44
182,66.12,69.41
183,65.87,69.4
184,69.75,69.56
