,real,pred
0,69.71,69.36
1,69.23,69.38
2,67.09,69.34
3,71.03,69.37
4,68.71,69.35
5,70.72,69.42
6,70.16,69.53
7,71.55,69.42
8,70.2,69.25
9,68.51,69.35
10,70.65,69.34
11,70.37,69.15
12,70.93,68.45
13,70.58,69.15
14,70.41,69.55
15,70.43,69.42
16,68.91,69.5
17,69.1,69.69
18,68.12,69.45
19,67.5,69.47
20,69.42,69.35
21,69.54,69.55
22,66.56,69.59
23,66.44,69.52
24,74.56,69.55
25,73.74,69.45
26,72.19,69.67
27,74.42,69.55
28,73.11,69.52
29,73.3,69.4
30,73.63,69.52
31,67.15,69.42
32,68.82,69.38
33,68.56,69.44
34,71.96,69.38
35,68.18,69.43
36,72.67,69.48
37,78.76,69.39
38,68.43,69.46
39,70.34,69.32
40,66.68,69.34
41,68.21,69.35
42,70.98,69.36
43,71.39,69.35
44,71.0,69.37
45,68.02,69.38
46,73.62,69.43
47,70.34,69.4
48,69.14,69.45
49,69.58,69.35
50,66.75,69.38
51,70.25,69.35
52,65.99,69.35
53,67.38,69.32
54,69.22,69.36
55,70.26,69.36
56,66.02,69.39
57,68.78,69.37
58,69.55,69.36
59,65.92,69.31
60,70.97,69.34
61,70.88,69.34
62,69.68,69.38
63,68.87,69.36
64,68.27,69.38
65,65.36,69.36
66,67.17,69.36
67,83.35,69.33
68,65.78,69.37
69,83.35,69.38
70,71.31,69.37
71,65.38,69.35
72,83.36,69.35
73,83.35,69.36
74,65.7,69.36
75,68.7,69.37
76,70.44,69.37
77,83.35,69.37
78,83.35,69.37
79,65.48,69.38
80,69.07,69.37
81,83.35,69.34
82,70.97,69.35
83,83.35,69.35
84,66.48,69.39
85,70.33,69.37
86,66.72,69.36
87,67.66,69.37
88,83.35,69.39
89,83.35,69.4
90,67.66,69.34
91,83.36,69.38
92,83.35,70.07
93,68.09,69.37
94,71.48,69.48
95,67.64,69.96
96,72.45,70.41
97,71.74,70.39
98,73.24,69.61
99,72.59,69.64
100,71.31,69.52
101,70.66,69.36
102,71.52,69.58
103,69.75,69.44
104,71.46,69.86
105,71.39,69.84
106,71.0,69.51
107,66.38,69.41
108,71.19,69.34
109,66.95,69.26
110,66.6,69.52
111,71.02,69.43
112,66.74,69.35
113,71.14,69.16
114,67.45,69.37
115,70.31,69.46
116,71.14,69.4
117,66.13,69.35
118,70.35,69.4
119,66.12,69.41
120,65.51,69.37
121,69.58,69.35
122,71.26,69.42
123,66.68,69.34
124,71.86,69.37
125,70.42,69.29
126,72.22,69.34
127,69.85,69.35
128,67.19,69.35
129,67.63,69.39
130,71.21,69.36
131,66.94,69.37
132,66.63,69.35
133,69.43,69.33
134,65.93,69.35
135,68.63,69.38
136,70.53,69.34
137,70.69,69.33
138,65.17,69.3
139,70.89,69.39
140,71.07,69.4
141,71.04,69.59
142,69.09,69.39
143,69.63,69.39
144,66.69,69.38
145,70.65,69.38
146,66.5,69.4
147,70.18,69.36
148,66.2,69.36
149,64.61,69.36
150,72.17,69.37
151,70.35,69.39
152,70.72,69.46
153,69.87,69.34
154,74.52,69.46
155,68.9,69.35
156,68.87,69.42
157,67.58,69.33
158,65.05,69.43
159,69.22,69.63
160,70.81,69.49
161,65.92,69.37
162,69.42,69.36
163,69.82,69.35
164,68.67,69.31
165,69.48,69.29
166,69.91,69.32
167,69.64,69.43
168,69.56,69.39
169,69.35,69.38
170,69.4,69.69
171,69.03,69.3
172,68.75,69.32
173,68.81,69.37
174,69.92,69.36
175,68.15,69.38
176,76.4,69.38
177,72.03,69.36
178,71.01,69.35
179,70.85,69.42
180,71.26,69.38
181,67.85,69.4
182,66.12,69.39
183,65.87,69.38
184,69.75,69.37
