,real,pred
0,83.35,69.02
1,83.35,69.04
2,83.35,69.96
3,83.35,69.16
4,66.93,69.51
5,83.35,69.61
6,83.35,69.66
7,66.99,69.48
8,69.13,68.93
9,67.85,68.5
10,70.02,67.55
11,68.66,67.92
12,70.85,68.1
13,66.66,68.84
14,70.56,69.84
15,66.52,70.63
16,65.9,70.0
17,68.2,71.35
18,69.9,71.09
19,66.29,69.32
20,70.0,72.32
21,65.95,71.26
22,69.53,69.65
23,68.53,69.38
24,67.14,69.56
25,66.68,68.73
26,68.29,69.75
27,66.89,68.18
28,67.47,68.78
29,67.89,69.66
30,68.83,70.68
31,69.56,69.47
32,66.12,71.92
33,69.9,71.6
34,70.27,72.18
35,68.0,70.1
36,69.9,68.95
37,66.21,69.75
38,67.44,73.67
39,69.16,71.59
40,69.12,71.16
41,66.46,71.36
42,65.9,73.91
