,real,pred
0,83.35,68.96
1,83.35,68.18
2,83.35,68.51
3,83.35,68.25
4,66.93,67.99
5,83.35,68.24
6,83.35,69.05
7,66.99,68.97
8,69.13,69.05
9,67.85,69.41
10,70.02,69.81
11,68.66,68.95
12,70.85,68.6
13,66.66,69.15
14,70.56,70.0
15,66.52,69.77
16,65.9,70.29
17,68.2,70.32
18,69.9,69.92
19,66.29,70.49
20,70.0,70.35
21,65.95,70.22
22,69.53,68.85
23,68.53,68.96
24,67.14,69.3
25,66.68,68.9
26,68.29,68.62
27,66.89,69.15
28,67.47,69.11
29,67.89,69.05
30,68.83,68.96
31,69.56,68.65
32,66.12,69.61
33,69.9,69.46
34,70.27,69.74
35,68.0,69.0
36,69.9,69.45
37,66.21,69.77
38,67.44,70.04
39,69.16,69.75
40,69.12,70.56
41,66.46,69.51
42,65.9,69.34
