,real,pred
4,66.93,67.76
7,66.99,67.85
8,69.13,69.65
9,67.85,68.22
10,70.02,70.78
11,68.66,68.56
12,70.85,70.99
13,66.66,67.09
14,70.56,70.65
15,66.52,66.89
16,65.9,66.84
17,68.2,68.11
18,69.9,69.9
19,66.29,66.32
20,70,69.4
21,65.95,66.25
22,69.53,69.71
23,68.53,68.75
24,67.14,67.49
25,66.68,66.44
26,68.29,68.77
27,66.89,66.77
28,67.47,67.99
29,67.89,68.83
30,68.83,68.76
31,69.56,69.79
32,66.12,67.75
33,69.9,69.33
34,70.27,70.16
35,68,68.66
36,69.9,67.65
37,66.21,66.58
38,67.44,68.25
39,69.16,69.64
40,69.12,69.43
41,66.46,66.95
42,65.9,65.57
