,real,pred
0,83.35,68.07
1,83.35,68.02
2,83.35,67.91
3,83.35,68.07
4,66.93,68.34
5,83.35,68.18
6,83.35,68.23
7,66.99,68.79
8,69.13,69.58
9,67.85,68.29
10,70.02,69.87
11,68.66,69.11
12,70.85,69.96
13,66.66,69.69
14,70.56,68.98
15,66.52,68.93
16,65.9,68.25
17,68.2,68.41
18,69.9,68.67
19,66.29,68.27
20,70.0,68.31
21,65.95,68.11
22,69.53,68.01
23,68.53,68.05
24,67.14,68.35
25,66.68,68.3
26,68.29,68.17
27,66.89,68.32
28,67.47,68.44
29,67.89,68.48
30,68.83,68.53
31,69.56,69.23
32,66.12,69.39
33,69.9,68.9
34,70.27,68.86
35,68.0,68.02
36,69.9,67.93
37,66.21,68.84
38,67.44,69.63
39,69.16,68.85
40,69.12,68.33
41,66.46,68.48
42,65.9,68.68
