,real,pred
0,83.35,68.19
1,83.35,68.48
2,83.35,69.07
3,83.35,70.15
4,66.93,69.62
5,83.35,69.6
6,83.35,70.61
7,66.99,70.62
8,69.13,70.31
9,67.85,70.26
10,70.02,71.82
11,68.66,71.9
12,70.85,72.03
13,66.66,72.22
14,70.56,72.69
15,66.52,72.46
16,65.9,71.14
17,68.2,70.8
18,69.9,70.66
19,66.29,70.65
20,70.0,70.69
21,65.95,69.88
22,69.53,69.65
23,68.53,68.86
24,67.14,68.8
25,66.68,68.75
26,68.29,69.45
27,66.89,68.83
28,67.47,69.45
29,67.89,69.74
30,68.83,69.16
31,69.56,69.18
32,66.12,69.17
33,69.9,70.04
34,70.27,71.11
35,68.0,70.15
36,69.9,70.03
37,66.21,70.1
38,67.44,70.22
39,69.16,70.12
40,69.12,69.85
41,66.46,69.84
42,65.9,69.9
