,real,pred
0,83.35,69.86
1,83.35,69.43
2,83.35,69.3
3,83.35,69.16
4,66.93,68.93
5,83.35,70.91
6,83.35,70.61
7,66.99,68.97
8,69.13,68.42
9,67.85,68.92
10,70.02,70.05
11,68.66,69.03
12,70.85,69.79
13,66.66,69.34
14,70.56,69.22
15,66.52,68.63
16,65.9,68.33
17,68.2,68.48
18,69.9,68.91
19,66.29,67.39
20,70.0,68.6
21,65.95,67.5
22,69.53,68.16
23,68.53,68.56
24,67.14,68.42
25,66.68,68.07
26,68.29,67.66
27,66.89,68.99
28,67.47,69.73
29,67.89,69.83
30,68.83,69.28
31,69.56,69.58
32,66.12,70.5
33,69.9,70.46
34,70.27,69.44
35,68.0,70.02
36,69.9,69.31
37,66.21,69.05
38,67.44,69.46
39,69.16,68.64
40,69.12,68.82
41,66.46,68.83
42,65.9,68.83
