,real,pred
0,70.37,70.17
1,70.93,70.41
2,70.58,70.29
3,70.41,69.94
4,70.43,70.02
5,68.91,70.04
6,69.1,69.69
7,68.12,69.75
8,67.5,69.43
9,69.42,69.31
10,69.54,69.49
11,66.56,69.64
12,66.44,69.77
13,74.56,69.99
14,73.74,69.84
15,72.19,70.01
16,74.42,70.11
17,73.11,70.03
18,73.3,70.03
19,73.63,69.8
20,67.15,69.45
21,68.82,69.18
22,68.56,69.36
23,71.96,69.32
24,68.18,69.26
25,72.67,69.6
26,68.43,69.71
27,70.34,69.74
28,66.68,69.95
29,68.21,69.63
30,70.98,69.46
31,71.39,69.64
32,71.0,69.53
33,68.02,69.38
34,73.62,69.47
35,70.34,69.34
36,69.14,69.59
37,69.58,69.43
38,66.75,69.87
39,70.25,69.63
40,65.99,69.74
41,67.38,69.62
42,69.22,69.63
43,70.26,69.52
44,66.02,69.48
45,68.78,69.29
46,69.55,69.84
47,65.92,69.46
48,70.97,69.03
49,70.88,68.64
50,69.68,68.97
51,68.87,69.61
52,68.27,70.04
53,65.36,69.66
54,67.17,69.78
55,65.78,69.72
56,71.31,69.43
57,65.38,68.9
58,65.7,68.49
59,68.7,68.57
60,70.44,68.71
61,65.48,69.06
62,69.07,69.41
63,70.97,69.9
64,66.48,69.66
65,70.33,69.82
66,66.72,69.71
67,67.66,69.7
68,67.66,69.69
69,68.09,69.39
70,71.48,69.41
71,67.64,69.33
72,72.45,69.4
73,71.74,69.81
74,73.24,69.99
75,72.59,69.62
76,71.31,69.74
77,70.66,70.02
78,71.52,70.22
79,69.75,70.08
80,71.46,70.17
81,71.39,69.99
82,71.0,69.06
83,66.38,68.75
84,71.19,68.74
85,66.95,69.18
86,66.6,69.21
87,71.02,69.35
88,66.74,69.45
89,71.14,69.72
90,67.45,69.26
91,70.31,69.17
92,71.14,69.32
93,66.13,69.18
94,70.35,68.91
95,66.12,69.53
96,65.51,69.93
97,69.58,69.69
98,71.26,69.95
99,66.68,69.76
100,71.86,69.37
101,70.42,69.22
102,72.22,69.41
103,69.85,69.57
104,67.19,69.39
105,67.63,69.15
106,71.21,69.36
107,66.94,69.2
108,66.63,69.81
109,69.43,70.14
110,65.93,70.16
111,68.63,69.91
112,70.53,70.18
113,70.69,70.0
114,65.17,69.69
115,70.89,69.36
116,71.07,69.13
117,71.04,68.77
118,69.09,69.43
119,69.63,69.48
120,66.69,69.64
121,70.65,69.8
122,66.5,70.0
123,70.18,69.59
124,66.2,69.38
125,64.61,69.55
126,72.17,69.76
127,70.35,69.72
128,70.72,69.76
129,69.87,69.66
130,74.52,69.69
131,68.9,69.8
132,68.87,69.64
133,67.58,69.94
134,65.05,69.86
135,69.22,69.92
136,70.81,69.71
137,65.92,69.83
138,69.42,69.4
139,69.82,69.3
140,68.67,68.93
141,69.48,68.94
142,69.91,69.09
143,69.64,69.07
144,69.56,68.95
145,69.35,68.82
146,69.4,69.12
147,69.03,69.23
148,68.75,69.17
149,68.81,69.46
150,69.92,69.68
151,68.15,69.47
152,72.03,69.22
153,71.01,69.53
154,70.85,69.59
155,71.26,69.49
156,67.85,69.52
157,66.12,69.07
158,65.87,69.06
159,69.75,68.62
