real,pred
69.71,67.94
69.23,67.91
67.09,68.41
71.03,68.35
68.71,68.2
70.72,68.72
70.16,68.04
71.55,68.28
70.2,67.96
68.51,68.34
70.65,68.83
70.37,68.41
70.93,68.91
70.58,68.46
70.41,68.68
70.43,67.92
68.91,67.99
69.1,68.44
68.12,68.35
67.5,68.55
69.42,69.1
69.54,68.89
66.56,68.83
66.44,68.84
74.56,68.78
73.74,69.08
72.19,68.55
74.42,68.67
73.11,68.19
73.3,68.67
73.63,68.8
67.15,69.31
68.82,69.43
68.56,69.31
71.96,69.31
68.18,69.57
72.67,70.11
78.76,69.66
68.43,70.18
70.34,69.76
66.68,69.88
68.21,69.81
70.98,69.73
71.39,69.98
71.0,69.93
68.02,70.19
73.62,70.49
70.34,70.85
69.14,70.0
69.58,69.96
66.75,69.22
70.25,68.64
65.99,68.42
67.38,68.49
69.22,68.67
70.26,68.87
66.02,69.28
68.78,69.12
69.55,69.38
65.92,69.16
70.97,69.0
70.88,68.58
69.68,67.62
68.87,67.77
68.27,67.34
65.36,67.75
67.17,67.59
83.35,68.3
65.78,67.52
83.35,68.03
71.31,68.26
65.38,68.06
83.36,68.16
83.35,68.36
65.7,68.43
68.7,68.35
70.44,68.44
83.35,67.43
83.35,67.49
65.48,68.04
69.07,68.29
83.35,68.31
70.97,68.18
83.35,68.37
66.48,68.15
70.33,68.28
66.72,68.34
67.66,68.47
83.35,67.94
83.35,68.47
67.66,68.14
83.36,68.5
83.35,68.25
68.09,67.84
71.48,67.8
67.64,68.16
72.45,67.82
71.74,68.24
73.24,67.86
72.59,68.82
71.31,68.63
70.66,69.05
71.52,68.65
69.75,69.22
71.46,69.67
71.39,70.31
71.0,70.13
66.38,70.16
71.19,69.61
66.95,69.91
66.6,69.47
71.02,69.63
66.74,69.62
71.14,69.97
67.45,69.66
70.31,70.04
71.14,69.91
66.13,70.34
70.35,70.07
66.12,70.59
65.51,70.36
69.58,70.6
71.26,69.87
66.68,69.17
71.86,69.22
70.42,68.92
72.22,69.1
69.85,69.18
67.19,69.0
67.63,69.3
71.21,69.2
66.94,69.02
66.63,69.47
69.43,69.31
65.93,69.15
68.63,69.4
70.53,68.92
70.69,68.19
65.17,68.22
70.89,67.76
71.07,68.25
71.04,68.04
69.09,68.32
69.63,68.01
66.69,67.88
70.65,67.87
66.5,67.21
70.18,67.44
66.2,67.79
64.61,68.02
72.17,68.06
70.35,67.31
70.72,67.39
69.87,67.41
74.52,67.19
68.9,67.42
68.87,67.46
67.58,68.17
65.05,67.71
69.22,68.68
70.81,68.6
65.92,68.3
69.42,68.39
69.82,68.74
68.67,68.68
69.48,68.28
69.91,68.26
69.64,67.86
69.56,67.54
69.35,67.62
69.4,67.54
69.03,67.72
68.75,68.19
68.81,67.93
69.92,67.75
68.15,67.49
76.4,67.92
72.03,67.71
71.01,67.49
70.85,67.72
71.26,68.19
67.85,67.69
66.12,67.79
65.87,68.1
69.75,67.85
