real,pred
70.65,69.48
70.37,69.13
70.93,69.22
70.58,68.72
70.41,69.3
70.43,69.1
68.91,69.0
69.1,69.15
68.12,69.61
67.5,70.13
69.42,69.27
69.54,69.08
66.56,68.86
66.44,68.84
74.56,69.04
73.74,69.19
72.19,69.79
74.42,70.5
73.11,70.54
73.3,70.8
73.63,70.88
67.15,69.65
68.82,68.82
68.56,68.35
71.96,68.16
68.18,68.07
72.67,68.18
78.76,68.07
68.43,68.61
70.34,68.31
66.68,68.85
68.21,68.49
70.98,68.51
71.39,68.35
71.0,68.61
68.02,68.67
73.62,68.61
70.34,68.51
69.14,69.04
69.58,68.73
66.75,68.46
70.25,68.65
65.99,68.29
67.38,68.49
69.22,68.29
70.26,69.07
66.02,68.84
68.78,68.53
69.55,68.68
65.92,68.91
70.97,68.47
70.88,68.02
69.68,68.27
68.87,68.52
68.27,68.39
65.36,69.05
67.17,68.42
83.35,68.27
65.78,68.15
83.35,68.32
71.31,68.46
65.38,68.53
83.36,68.46
83.35,68.55
65.7,68.67
68.7,68.94
70.44,68.81
83.35,68.31
83.35,68.42
65.48,68.65
69.07,68.35
83.35,68.19
70.97,68.72
83.35,68.48
66.48,68.39
70.33,68.31
66.72,68.13
67.66,68.15
83.35,68.31
83.35,68.15
67.66,68.14
83.36,68.52
83.35,68.28
68.09,68.28
71.48,68.51
67.64,68.54
72.45,68.68
71.74,69.34
73.24,69.5
72.59,68.92
71.31,69.42
70.66,69.05
71.52,69.06
69.75,68.11
71.46,68.42
71.39,68.81
71.0,68.52
66.38,68.31
71.19,68.12
66.95,68.14
66.6,68.03
71.02,68.32
66.74,69.35
71.14,68.6
67.45,68.46
70.31,69.21
71.14,68.87
66.13,68.76
70.35,68.62
66.12,68.97
65.51,68.78
69.58,68.9
71.26,68.72
66.68,68.62
71.86,68.36
70.42,68.5
72.22,68.92
69.85,68.9
67.19,68.43
67.63,68.31
71.21,68.2
66.94,68.31
66.63,68.32
69.43,68.63
65.93,68.41
68.63,68.6
70.53,68.96
70.69,69.23
65.17,68.34
70.89,68.12
71.07,68.13
71.04,68.3
69.09,68.22
69.63,68.07
66.69,68.58
70.65,68.24
66.5,68.37
70.18,68.66
66.2,68.51
64.61,68.39
72.17,68.28
70.35,68.37
70.72,68.16
69.87,68.58
74.52,69.07
68.9,68.63
68.87,68.19
67.58,67.98
65.05,68.22
69.22,68.13
70.81,68.03
65.92,68.07
69.42,68.3
69.82,68.35
68.67,68.19
69.48,68.26
69.91,68.54
69.64,68.4
69.56,68.38
69.35,68.25
69.4,68.09
69.03,68.65
68.75,68.74
68.81,68.72
69.92,68.55
68.15,68.41
76.4,68.66
72.03,68.23
71.01,68.76
70.85,68.94
71.26,68.98
67.85,68.68
66.12,68.72
65.87,68.69
69.75,68.06
