real,pred
69.42,69.56
69.54,69.64
66.56,69.48
66.44,69.33
74.56,69.1
73.74,69.09
72.19,69.3
74.42,69.45
73.11,69.29
73.3,69.51
73.63,69.27
67.15,69.44
68.82,69.28
68.56,69.27
71.96,69.27
68.18,69.72
72.67,69.44
78.76,69.37
68.43,69.62
70.34,69.5
66.68,69.64
68.21,69.82
70.98,69.7
71.39,69.5
71.0,69.5
68.02,69.59
73.62,69.93
70.34,69.85
69.14,69.87
69.58,69.93
66.75,69.81
70.25,69.85
65.99,69.81
67.38,69.83
69.22,69.69
70.26,69.58
66.02,69.64
68.78,69.54
69.55,69.6
65.92,69.71
70.97,69.77
70.88,69.75
69.68,69.65
68.87,69.74
68.27,69.76
65.36,69.44
67.17,69.54
83.35,69.39
65.78,69.35
83.35,69.24
71.31,69.02
65.38,68.99
83.36,69.1
83.35,69.25
65.7,68.83
68.7,69.16
70.44,68.89
83.35,69.05
83.35,69.0
65.48,69.06
69.07,69.2
83.35,69.17
70.97,69.35
83.35,69.63
66.48,69.46
70.33,69.43
66.72,69.44
67.66,69.27
83.35,69.25
83.35,69.08
67.66,69.18
83.36,69.07
83.35,68.93
68.09,69.06
71.48,69.27
67.64,69.19
72.45,69.18
71.74,69.21
73.24,69.28
72.59,69.18
71.31,69.24
70.66,69.01
71.52,69.03
69.75,69.49
71.46,69.37
71.39,69.3
71.0,69.52
66.38,69.4
71.19,69.49
66.95,69.47
66.6,69.18
71.02,69.14
66.74,69.18
71.14,69.2
67.45,69.6
70.31,69.53
71.14,69.59
66.13,69.38
70.35,69.54
66.12,69.61
65.51,69.71
69.58,69.55
71.26,69.63
66.68,69.87
71.86,69.77
70.42,69.31
72.22,69.45
69.85,69.69
67.19,69.85
67.63,69.99
71.21,69.81
66.94,69.82
66.63,69.78
69.43,69.9
65.93,69.99
68.63,69.63
70.53,69.35
70.69,69.49
65.17,69.33
70.89,69.3
71.07,69.11
71.04,69.28
69.09,69.36
69.63,69.61
66.69,69.89
70.65,69.84
66.5,69.83
70.18,69.42
66.2,69.41
64.61,69.34
72.17,69.25
70.35,68.9
70.72,69.11
69.87,69.09
74.52,69.22
68.9,69.54
68.87,69.47
67.58,69.69
65.05,69.65
69.22,69.55
70.81,69.42
65.92,69.48
69.42,69.24
69.82,69.17
68.67,69.29
69.48,69.44
69.91,69.38
69.64,69.7
69.56,69.72
69.35,69.71
69.4,69.6
69.03,69.61
68.75,69.7
68.81,69.48
69.92,69.22
68.15,68.98
76.4,69.44
72.03,69.32
71.01,69.25
70.85,69.39
71.26,69.38
67.85,69.2
66.12,69.13
65.87,69.14
69.75,69.22
