real,pred
70.65,69.35
70.37,69.18
70.93,69.7
70.58,69.64
70.41,69.63
70.43,69.35
68.91,69.49
69.1,68.96
68.12,69.61
67.5,69.48
69.42,69.5
69.54,69.17
66.56,69.62
66.44,68.96
74.56,69.48
73.74,69.3
72.19,69.18
74.42,69.0
73.11,69.17
73.3,69.16
73.63,69.19
67.15,68.98
68.82,68.97
68.56,69.37
71.96,68.87
68.18,68.65
72.67,69.01
78.76,68.86
68.43,69.33
70.34,69.62
66.68,70.04
68.21,69.6
70.98,69.31
71.39,70.16
71.0,69.64
68.02,69.72
73.62,69.9
70.34,69.2
69.14,68.85
69.58,68.71
66.75,69.65
70.25,69.09
65.99,68.91
67.38,68.73
69.22,68.47
70.26,68.73
66.02,69.02
68.78,68.84
69.55,68.73
65.92,68.72
70.97,68.43
70.88,68.39
69.68,68.56
68.87,68.61
68.27,68.72
65.36,68.96
67.17,68.69
83.35,68.96
65.78,69.07
83.35,69.16
71.31,68.72
65.38,69.18
83.36,69.09
83.35,69.23
65.7,69.05
68.7,68.95
70.44,68.99
83.35,69.59
83.35,69.11
65.48,69.48
69.07,69.31
83.35,69.54
70.97,69.53
83.35,69.82
66.48,69.26
70.33,69.19
66.72,69.01
67.66,69.27
83.35,69.16
83.35,69.23
67.66,69.49
83.36,69.5
83.35,69.36
68.09,69.05
71.48,69.45
67.64,69.11
72.45,69.59
71.74,69.37
73.24,69.28
72.59,68.92
71.31,69.31
70.66,68.94
71.52,68.69
69.75,69.28
71.46,69.08
71.39,69.24
71.0,69.37
66.38,68.98
71.19,68.7
66.95,68.59
66.6,68.45
71.02,68.85
66.74,68.98
71.14,69.17
67.45,69.04
70.31,69.14
71.14,69.15
66.13,68.95
70.35,68.77
66.12,69.13
65.51,69.06
69.58,68.98
71.26,69.15
66.68,68.75
71.86,68.83
70.42,68.8
72.22,68.88
69.85,69.06
67.19,69.32
67.63,69.49
71.21,69.05
66.94,69.1
66.63,69.13
69.43,69.36
65.93,69.11
68.63,69.15
70.53,69.11
70.69,68.78
65.17,68.47
70.89,68.78
71.07,68.29
71.04,68.58
69.09,68.82
69.63,69.44
66.69,69.11
70.65,69.02
66.5,68.79
70.18,68.81
66.2,68.97
64.61,68.75
72.17,68.86
70.35,68.79
70.72,69.36
69.87,69.55
74.52,69.73
68.9,69.36
68.87,69.09
67.58,68.77
65.05,68.33
69.22,68.33
70.81,67.99
65.92,68.13
69.42,68.54
69.82,68.83
68.67,68.65
69.48,68.9
69.91,68.86
69.64,68.72
69.56,68.99
69.35,68.83
69.4,68.73
69.03,68.88
68.75,68.92
68.81,68.8
69.92,69.18
68.15,69.23
76.4,69.41
72.03,69.26
71.01,69.02
70.85,69.41
71.26,69.28
67.85,69.84
66.12,69.06
65.87,69.21
69.75,68.88
