real,pred
69.42,70.19
69.54,70.42
66.56,69.93
66.44,69.87
74.56,70.22
73.74,70.16
72.19,69.96
74.42,70.57
73.11,69.85
73.3,70.24
73.63,70.14
67.15,69.87
68.82,70.16
68.56,70.07
71.96,70.17
68.18,69.89
72.67,69.92
78.76,68.96
68.43,69.95
70.34,69.84
66.68,70.2
68.21,69.87
70.98,70.09
71.39,69.65
71.0,69.79
68.02,69.83
73.62,69.84
70.34,69.38
69.14,69.63
69.58,69.25
66.75,69.74
70.25,69.63
65.99,69.23
67.38,69.0
69.22,69.11
70.26,68.7
66.02,68.78
68.78,68.6
69.55,68.56
65.92,68.54
70.97,68.87
70.88,68.97
69.68,68.89
68.87,69.12
68.27,69.04
65.36,69.16
67.17,68.96
83.35,69.07
65.78,68.72
83.35,68.52
71.31,68.49
65.38,68.34
83.36,68.58
83.35,68.79
65.7,69.42
68.7,69.55
70.44,69.58
83.35,69.26
83.35,69.14
65.48,69.69
69.07,69.49
83.35,68.81
70.97,69.05
83.35,69.39
66.48,69.08
70.33,69.25
66.72,69.29
67.66,68.98
83.35,69.05
83.35,69.49
67.66,69.63
83.36,70.16
83.35,70.0
68.09,69.87
71.48,69.76
67.64,69.86
72.45,69.77
71.74,70.02
73.24,69.79
72.59,69.64
71.31,69.42
70.66,69.11
71.52,68.92
69.75,69.12
71.46,69.58
71.39,70.15
71.0,70.22
66.38,69.76
71.19,70.35
66.95,69.99
66.6,70.09
71.02,69.98
66.74,69.69
71.14,69.01
67.45,69.26
70.31,69.06
71.14,69.46
66.13,69.09
70.35,69.27
66.12,69.25
65.51,69.57
69.58,69.26
71.26,69.83
66.68,69.27
71.86,68.94
70.42,68.62
72.22,68.87
69.85,68.85
67.19,69.19
67.63,68.61
71.21,69.08
66.94,69.16
66.63,69.08
69.43,69.67
65.93,69.37
68.63,69.37
70.53,69.95
70.69,69.51
65.17,69.15
70.89,69.0
71.07,69.19
71.04,68.85
69.09,68.88
69.63,69.07
66.69,68.98
70.65,68.99
66.5,69.69
70.18,69.58
66.2,69.66
64.61,69.62
72.17,69.1
70.35,69.3
70.72,69.15
69.87,68.91
74.52,69.39
68.9,69.42
68.87,69.27
67.58,69.61
65.05,69.78
69.22,70.35
70.81,69.48
65.92,69.53
69.42,69.7
69.82,69.51
68.67,69.27
69.48,69.0
69.91,68.92
69.64,69.22
69.56,69.46
69.35,69.12
69.4,68.9
69.03,69.16
68.75,69.78
68.81,68.85
69.92,69.03
68.15,68.88
76.4,69.33
72.03,68.91
71.01,68.96
70.85,69.32
71.26,69.47
67.85,69.45
66.12,69.4
65.87,69.37
69.75,69.27
