,real,pred
0,67.5,70.46
1,69.42,70.21
2,69.54,69.07
3,66.56,71.44
4,66.44,70.53
5,74.56,69.1
6,73.74,69.89
7,72.19,69.46
8,74.42,70.76
9,73.11,69.82
10,73.3,69.42
11,73.63,70.26
12,67.15,71.13
13,68.82,68.78
14,68.56,70.22
15,71.96,69.86
16,68.18,69.35
17,72.67,69.28
18,78.76,69.31
19,68.43,68.97
20,70.34,71.05
21,66.68,70.9
22,68.21,69.61
23,70.98,68.92
24,71.39,70.77
25,71.0,70.68
26,68.02,70.68
27,73.62,70.14
28,70.34,69.36
29,69.14,69.25
30,69.58,68.97
31,66.75,68.77
32,70.25,70.14
33,65.99,69.24
34,67.38,69.71
35,69.22,70.41
36,70.26,71.58
37,66.02,69.4
38,68.78,69.47
39,69.55,69.43
40,65.92,68.98
41,70.97,71.13
42,70.88,72.88
43,69.68,70.26
44,68.87,71.33
45,68.27,70.68
46,65.36,69.64
47,67.17,69.37
48,83.35,69.39
49,65.78,69.11
50,83.35,68.66
51,71.31,70.91
52,65.38,70.68
53,83.36,71.56
54,61.82,68.71
55,83.35,68.29
56,65.7,68.49
57,68.7,69.67
58,70.44,69.98
59,83.35,69.7
60,83.35,69.02
61,65.48,70.02
62,69.07,68.78
63,83.35,69.41
64,70.97,68.5
65,83.35,68.35
66,66.48,69.15
67,70.33,69.68
68,66.72,68.89
69,67.66,68.88
70,83.35,70.22
71,83.35,70.01
72,67.66,68.54
73,83.36,68.99
74,83.35,69.68
75,68.09,69.62
76,71.48,69.76
77,67.64,72.04
78,72.45,70.46
79,71.74,70.47
80,73.24,70.38
81,72.59,69.37
82,71.31,68.62
83,70.66,68.64
84,71.52,69.48
85,69.75,69.0
86,71.46,69.63
87,71.39,70.04
88,71.0,69.55
89,66.38,68.77
90,71.19,68.3
91,66.95,68.61
92,66.6,68.37
93,71.02,68.8
94,66.74,69.92
95,71.14,69.51
96,67.45,70.56
97,70.31,70.19
98,71.14,70.68
99,66.13,68.88
100,70.35,68.98
101,66.12,69.41
102,65.51,70.14
103,69.58,68.92
104,71.26,70.1
105,66.68,68.79
106,71.86,68.91
107,70.42,68.92
108,72.22,70.1
109,69.85,69.58
110,67.19,68.36
111,67.63,68.41
112,71.21,68.78
113,66.94,68.41
114,66.63,72.07
115,69.43,71.73
116,65.93,70.94
117,68.63,70.78
118,70.53,71.13
119,70.69,70.22
120,65.17,69.3
121,70.89,69.09
122,71.07,71.0
123,71.04,71.45
124,69.09,69.93
125,69.63,69.85
126,66.69,71.21
127,70.65,69.77
128,66.5,69.19
129,70.18,69.14
130,66.2,69.74
131,64.61,71.71
132,72.17,69.25
133,70.35,69.08
134,70.72,69.81
135,69.87,69.76
136,60.98,69.12
137,74.52,69.39
138,68.9,70.23
139,68.87,70.36
140,67.58,69.2
141,65.05,69.7
142,60.93,68.64
143,69.22,68.96
144,70.81,69.8
145,65.92,68.61
146,69.42,69.43
147,69.82,70.81
148,68.67,69.44
149,69.48,68.4
150,69.91,69.39
151,69.64,69.42
152,69.56,69.58
153,69.35,69.14
154,69.4,69.33
155,69.03,69.46
156,68.75,70.97
157,68.81,69.87
158,69.92,69.4
159,68.15,69.11
160,76.4,69.13
161,72.03,68.99
162,71.01,70.53
163,73.21,70.6
164,70.85,70.18
165,58.36,70.54
166,71.26,70.99
167,67.85,69.72
168,66.12,68.99
169,65.87,69.05
170,69.75,69.0
