real,pred
69.42,68.69
69.54,68.54
66.56,68.7
66.44,68.54
74.56,68.78
73.74,68.67
72.19,68.77
74.42,68.8
73.11,68.93
73.3,68.99
73.63,68.69
67.15,68.53
68.82,68.54
68.56,68.52
71.96,68.63
68.18,68.7
72.67,68.47
78.76,68.57
68.43,68.88
70.34,68.79
66.68,68.88
68.21,68.91
70.98,68.61
71.39,69.07
71.0,69.18
68.02,69.26
73.62,69.11
70.34,69.2
69.14,69.0
69.58,69.31
66.75,69.48
70.25,69.53
65.99,69.76
67.38,69.74
69.22,69.68
70.26,69.58
66.02,69.4
68.78,69.3
69.55,68.91
65.92,69.12
70.97,69.28
70.88,69.33
69.68,69.45
68.87,69.5
68.27,69.55
65.36,69.54
67.17,69.96
83.35,69.83
65.78,69.75
83.35,69.86
71.31,69.73
65.38,69.54
83.36,69.51
83.35,69.66
65.7,69.57
68.7,69.39
70.44,69.51
83.35,69.0
83.35,69.01
65.48,68.8
69.07,68.54
83.35,68.47
70.97,68.73
83.35,68.95
66.48,68.75
70.33,68.79
66.72,68.53
67.66,68.5
83.35,68.22
83.35,68.24
67.66,68.3
83.36,68.48
83.35,68.31
68.09,68.61
71.48,68.18
67.64,68.46
72.45,68.56
71.74,68.75
73.24,68.72
72.59,68.69
71.31,68.7
70.66,68.72
71.52,68.63
69.75,68.82
71.46,69.06
71.39,69.07
71.0,69.17
66.38,68.81
71.19,68.86
66.95,69.05
66.6,69.11
71.02,69.21
66.74,69.22
71.14,69.25
67.45,69.34
70.31,69.17
71.14,69.51
66.13,69.33
70.35,69.12
66.12,69.06
65.51,69.07
69.58,69.26
71.26,69.58
66.68,69.6
71.86,69.72
70.42,69.82
72.22,70.11
69.85,70.03
67.19,70.13
67.63,69.87
71.21,69.94
66.94,69.92
66.63,70.08
69.43,69.79
65.93,70.04
68.63,69.89
70.53,69.77
70.69,69.53
65.17,69.62
70.89,69.38
71.07,69.05
71.04,69.16
69.09,69.42
69.63,69.51
66.69,69.43
70.65,69.46
66.5,69.54
70.18,69.4
66.2,69.12
64.61,69.45
72.17,69.32
70.35,69.36
70.72,69.27
69.87,69.23
74.52,69.28
68.9,69.07
68.87,69.14
67.58,69.36
65.05,69.51
69.22,69.48
70.81,69.67
65.92,69.52
69.42,69.21
69.82,69.48
68.67,69.38
69.48,69.17
69.91,69.58
69.64,69.66
69.56,69.58
69.35,69.73
69.4,69.67
69.03,69.53
68.75,69.58
68.81,69.3
69.92,69.02
68.15,69.01
76.4,69.24
72.03,69.16
71.01,69.3
70.85,69.17
71.26,69.46
67.85,69.43
66.12,69.54
65.87,69.08
69.75,69.46
