real,pred
70.65,69.19
70.37,69.12
70.93,69.16
70.58,68.73
70.41,68.76
70.43,68.54
68.91,68.78
69.1,68.79
68.12,68.88
67.5,69.06
69.42,68.86
69.54,68.59
66.56,68.48
66.44,68.6
74.56,68.57
73.74,69.02
72.19,69.38
74.42,69.55
73.11,69.48
73.3,69.86
73.63,69.63
67.15,69.43
68.82,69.23
68.56,69.35
71.96,69.51
68.18,69.68
72.67,69.87
78.76,69.57
68.43,69.47
70.34,69.88
66.68,69.71
68.21,70.01
70.98,69.56
71.39,69.45
71.0,70.21
68.02,70.12
73.62,70.16
70.34,69.57
69.14,69.35
69.58,69.3
66.75,69.11
70.25,69.69
65.99,69.2
67.38,69.15
69.22,69.27
70.26,69.16
66.02,69.21
68.78,68.99
69.55,68.68
65.92,68.81
70.97,68.71
70.88,68.92
69.68,68.9
68.87,68.91
68.27,68.71
65.36,69.13
67.17,69.27
83.35,69.23
65.78,69.28
83.35,69.21
71.31,68.94
65.38,68.84
83.36,68.98
83.35,69.01
65.7,69.1
68.7,69.09
70.44,69.03
83.35,68.7
83.35,68.66
65.48,68.74
69.07,68.8
83.35,68.66
70.97,68.61
83.35,68.84
66.48,68.73
70.33,68.92
66.72,68.77
67.66,68.31
83.35,68.23
83.35,68.35
67.66,68.38
83.36,68.44
83.35,68.4
68.09,68.48
71.48,68.48
67.64,68.54
72.45,68.72
71.74,68.8
73.24,68.84
72.59,68.67
71.31,69.0
70.66,69.01
71.52,68.72
69.75,68.84
71.46,69.2
71.39,69.37
71.0,69.26
66.38,69.21
71.19,69.27
66.95,69.0
66.6,69.2
71.02,69.5
66.74,70.31
71.14,70.11
67.45,69.81
70.31,69.8
71.14,69.59
66.13,69.18
70.35,69.37
66.12,69.37
65.51,69.42
69.58,69.86
71.26,69.87
66.68,69.55
71.86,69.38
70.42,69.24
72.22,69.32
69.85,69.54
67.19,69.26
67.63,69.17
71.21,69.08
66.94,69.17
66.63,69.43
69.43,69.41
65.93,69.41
68.63,69.02
70.53,68.96
70.69,68.93
65.17,68.73
70.89,68.56
71.07,68.3
71.04,68.16
69.09,68.62
69.63,68.74
66.69,68.89
70.65,68.93
66.5,69.04
70.18,68.91
66.2,68.82
64.61,68.83
72.17,68.71
70.35,69.02
70.72,69.13
69.87,69.1
74.52,68.8
68.9,68.82
68.87,68.94
67.58,68.89
65.05,69.11
69.22,68.95
70.81,68.75
65.92,68.73
69.42,68.66
69.82,68.8
68.67,68.71
69.48,68.63
69.91,68.81
69.64,68.8
69.56,68.81
69.35,68.92
69.4,69.24
69.03,69.44
68.75,69.37
68.81,68.99
69.92,68.75
68.15,69.08
76.4,69.18
72.03,69.23
71.01,69.09
70.85,69.17
71.26,68.91
67.85,69.01
66.12,68.74
65.87,68.49
69.75,68.43
