real,pred
69.42,69.31
69.54,69.58
66.56,69.24
66.44,69.41
74.56,69.71
73.74,69.61
72.19,69.56
74.42,69.48
73.11,69.58
73.3,69.75
73.63,69.5
67.15,69.54
68.82,69.0
68.56,69.62
71.96,69.62
68.18,69.84
72.67,69.51
78.76,69.36
68.43,68.88
70.34,68.97
66.68,69.24
68.21,69.39
70.98,69.08
71.39,69.45
71.0,69.73
68.02,69.66
73.62,69.24
70.34,69.4
69.14,69.9
69.58,69.47
66.75,69.33
70.25,69.24
65.99,69.16
67.38,69.28
69.22,69.71
70.26,69.21
66.02,69.28
68.78,69.01
69.55,68.95
65.92,68.5
70.97,68.81
70.88,68.86
69.68,68.88
68.87,68.81
68.27,69.35
65.36,69.09
67.17,68.9
83.35,68.33
65.78,68.2
83.35,68.05
71.31,68.34
65.38,68.64
83.36,68.92
83.35,69.27
65.7,68.89
68.7,68.61
70.44,68.57
83.35,67.98
83.35,68.15
65.48,68.21
69.07,68.56
83.35,68.64
70.97,68.87
83.35,69.5
66.48,69.25
70.33,69.38
66.72,68.84
67.66,68.68
83.35,67.96
83.35,68.33
67.66,68.66
83.36,68.57
83.35,68.88
68.09,68.92
71.48,69.12
67.64,69.27
72.45,68.83
71.74,69.22
73.24,68.84
72.59,68.66
71.31,68.52
70.66,68.34
71.52,68.41
69.75,68.65
71.46,68.76
71.39,69.21
71.0,69.87
66.38,70.01
71.19,69.95
66.95,69.71
66.6,69.31
71.02,69.15
66.74,69.37
71.14,68.85
67.45,69.43
70.31,69.38
71.14,69.25
66.13,69.54
70.35,69.79
66.12,69.76
65.51,69.74
69.58,69.53
71.26,69.31
66.68,69.69
71.86,69.56
70.42,69.81
72.22,69.55
69.85,69.67
67.19,69.6
67.63,69.13
71.21,69.23
66.94,69.05
66.63,68.77
69.43,69.01
65.93,68.68
68.63,69.31
70.53,69.32
70.69,69.29
65.17,69.15
70.89,68.41
71.07,68.02
71.04,68.49
69.09,68.52
69.63,68.69
66.69,69.27
70.65,69.93
66.5,69.65
70.18,69.22
66.2,68.96
64.61,68.63
72.17,68.3
70.35,68.46
70.72,68.69
69.87,68.36
74.52,68.43
68.9,68.44
68.87,68.64
67.58,68.91
65.05,69.33
69.22,69.8
70.81,69.03
65.92,68.77
69.42,68.4
69.82,68.06
68.67,67.86
69.48,68.16
69.91,68.67
69.64,68.88
69.56,68.8
69.35,69.39
69.4,69.42
69.03,69.25
68.75,68.84
68.81,68.9
69.92,68.63
68.15,68.63
76.4,68.98
72.03,69.0
71.01,69.38
70.85,69.11
71.26,68.99
67.85,68.89
66.12,68.76
65.87,68.29
69.75,68.24
