real,pred
70.65,68.73
70.37,68.93
70.93,68.79
70.58,68.96
70.41,69.63
70.43,69.65
68.91,70.06
69.1,69.84
68.12,69.55
67.5,69.17
69.42,68.85
69.54,68.64
66.56,68.22
66.44,68.35
74.56,69.2
73.74,69.41
72.19,70.03
74.42,69.83
73.11,69.74
73.3,69.65
73.63,69.11
67.15,68.94
68.82,68.89
68.56,69.04
71.96,69.38
68.18,69.88
72.67,69.81
78.76,69.14
68.43,69.23
70.34,68.87
66.68,68.4
68.21,68.81
70.98,68.52
71.39,69.17
71.0,69.24
68.02,69.54
73.62,69.39
70.34,69.05
69.14,68.74
69.58,68.85
66.75,69.1
70.25,69.08
65.99,69.46
67.38,69.26
69.22,69.22
70.26,68.98
66.02,69.15
68.78,68.93
69.55,68.41
65.92,68.5
70.97,68.45
70.88,68.56
69.68,68.33
68.87,68.58
68.27,68.91
65.36,69.4
67.17,69.57
83.35,68.99
65.78,68.21
83.35,68.55
71.31,67.86
65.38,68.19
83.36,68.17
83.35,68.25
65.7,67.75
68.7,68.52
70.44,67.94
83.35,67.52
83.35,67.69
65.48,68.01
69.07,67.98
83.35,68.33
70.97,68.35
83.35,68.39
66.48,68.92
70.33,68.57
66.72,68.8
67.66,68.17
83.35,68.22
83.35,68.21
67.66,68.13
83.36,68.17
83.35,68.25
68.09,68.67
71.48,68.77
67.64,69.08
72.45,69.32
71.74,69.23
73.24,69.91
72.59,70.09
71.31,69.63
70.66,69.63
71.52,69.24
69.75,69.03
71.46,68.84
71.39,68.97
71.0,69.2
66.38,69.22
71.19,69.44
66.95,69.76
66.6,69.7
71.02,69.2
66.74,69.2
71.14,69.18
67.45,68.85
70.31,69.52
71.14,69.18
66.13,69.07
70.35,68.89
66.12,68.65
65.51,68.76
69.58,68.84
71.26,69.01
66.68,68.55
71.86,69.01
70.42,68.83
72.22,69.28
69.85,69.79
67.19,69.66
67.63,69.44
71.21,69.42
66.94,69.23
66.63,69.37
69.43,68.83
65.93,68.34
68.63,69.01
70.53,69.14
70.69,69.02
65.17,68.47
70.89,68.1
71.07,68.81
71.04,68.39
69.09,69.19
69.63,69.37
66.69,69.47
70.65,68.71
66.5,68.07
70.18,67.8
66.2,67.87
64.61,68.1
72.17,67.99
70.35,68.55
70.72,67.96
69.87,68.08
74.52,68.3
68.9,68.89
68.87,68.58
67.58,69.12
65.05,69.16
69.22,69.22
70.81,69.26
65.92,68.96
69.42,68.62
69.82,68.38
68.67,68.59
69.48,68.92
69.91,68.81
69.64,69.65
69.56,69.07
69.35,69.71
69.4,69.51
69.03,69.69
68.75,68.91
68.81,69.05
69.92,68.41
68.15,68.42
76.4,68.29
72.03,68.04
71.01,68.85
70.85,69.28
71.26,68.59
67.85,68.64
66.12,69.03
65.87,68.81
69.75,68.0
