real,pred
69.71,69.95
69.23,69.86
67.09,70.2
71.03,70.2
68.71,70.12
70.72,69.26
70.16,69.35
71.55,69.3
70.2,69.75
68.51,69.65
70.65,70.2
70.37,69.89
70.93,69.84
70.58,69.57
70.41,69.88
70.43,69.27
68.91,69.51
69.1,69.17
68.12,69.24
67.5,69.88
69.42,70.07
69.54,69.93
66.56,69.87
66.44,69.16
74.56,69.17
73.74,69.38
72.19,69.96
74.42,69.54
73.11,69.56
73.3,69.6
73.63,70.02
67.15,69.57
68.82,69.49
68.56,69.17
71.96,69.05
68.18,69.3
72.67,69.48
78.76,69.55
68.43,69.43
70.34,69.32
66.68,70.31
68.21,69.92
70.98,69.52
71.39,69.56
71.0,69.82
68.02,69.53
73.62,69.34
70.34,69.31
69.14,70.01
69.58,70.07
66.75,69.71
70.25,70.02
65.99,69.96
67.38,69.74
69.22,69.46
70.26,68.72
66.02,68.67
68.78,68.92
69.55,69.12
65.92,69.2
70.97,69.61
70.88,69.44
69.68,69.41
68.87,69.41
68.27,69.83
65.36,69.54
67.17,69.64
83.35,69.25
65.78,68.89
83.35,68.86
71.31,68.82
65.38,69.05
83.36,68.71
83.35,68.86
65.7,68.77
68.7,69.17
70.44,69.38
83.35,69.39
83.35,68.81
65.48,69.03
69.07,69.06
83.35,69.29
70.97,68.82
83.35,69.21
66.48,69.37
70.33,69.66
66.72,69.55
67.66,69.46
83.35,69.31
83.35,68.9
67.66,68.63
83.36,69.05
83.35,69.45
68.09,69.63
71.48,70.23
67.64,69.77
72.45,69.89
71.74,70.29
73.24,70.04
72.59,69.63
71.31,69.52
70.66,69.86
71.52,69.89
69.75,69.36
71.46,69.25
71.39,69.59
71.0,68.86
66.38,69.13
71.19,69.75
66.95,69.8
66.6,69.59
71.02,69.06
66.74,69.24
71.14,69.52
67.45,69.47
70.31,69.3
71.14,68.97
66.13,69.31
70.35,69.31
66.12,69.58
65.51,69.36
69.58,69.46
71.26,70.23
66.68,70.05
71.86,70.02
70.42,69.4
72.22,69.48
69.85,69.12
67.19,69.27
67.63,69.64
71.21,69.69
66.94,69.44
66.63,69.81
69.43,69.73
65.93,69.62
68.63,70.06
70.53,69.8
70.69,69.72
65.17,69.62
70.89,69.66
71.07,69.11
71.04,69.53
69.09,69.53
69.63,69.46
66.69,69.49
70.65,69.56
66.5,69.05
70.18,69.64
66.2,69.66
64.61,69.34
72.17,69.31
70.35,69.38
70.72,68.95
69.87,69.54
74.52,69.35
68.9,68.99
68.87,69.07
67.58,68.96
65.05,69.02
69.22,68.95
70.81,69.07
65.92,69.26
69.42,69.75
69.82,69.28
68.67,68.99
69.48,69.42
69.91,69.59
69.64,69.12
69.56,69.09
69.35,69.52
69.4,69.79
69.03,69.44
68.75,69.76
68.81,69.48
69.92,69.6
68.15,68.9
76.4,69.32
72.03,69.57
71.01,69.42
70.85,69.54
71.26,69.15
67.85,69.19
66.12,69.62
65.87,69.09
69.75,68.99
