real,pred
69.42,69.72
69.54,68.96
66.56,68.88
66.44,69.18
74.56,69.17
73.74,68.6
72.19,70.17
74.42,69.93
73.11,70.56
73.3,70.71
73.63,69.86
67.15,68.82
68.82,68.75
68.56,69.52
71.96,69.19
68.18,70.36
72.67,69.86
78.76,69.88
68.43,69.74
70.34,70.65
66.68,69.21
68.21,69.21
70.98,69.58
71.39,69.89
71.0,70.33
68.02,72.13
73.62,71.34
70.34,71.6
69.14,70.92
69.58,69.05
66.75,69.78
70.25,69.55
65.99,68.94
67.38,69.13
69.22,69.25
70.26,69.71
66.02,70.08
68.78,69.77
69.55,67.65
65.92,68.07
70.97,68.05
70.88,68.21
69.68,68.65
68.87,68.67
68.27,68.66
65.36,68.66
67.17,69.15
83.35,69.81
65.78,68.77
83.35,68.66
71.31,68.85
65.38,69.76
83.36,68.92
83.35,69.8
65.7,68.91
68.7,69.32
70.44,69.02
83.35,69.13
83.35,69.86
65.48,70.76
69.07,69.82
83.35,68.59
70.97,69.4
83.35,70.2
66.48,70.69
70.33,69.72
66.72,68.98
67.66,68.41
83.35,68.97
83.35,71.27
67.66,69.83
83.36,71.49
83.35,71.54
68.09,70.95
71.48,70.39
67.64,72.31
72.45,70.31
71.74,69.22
73.24,69.04
72.59,69.73
71.31,71.06
70.66,71.09
71.52,69.57
69.75,68.71
71.46,69.54
71.39,69.62
71.0,69.97
66.38,69.49
71.19,70.84
66.95,70.33
66.6,70.37
71.02,71.76
66.74,71.34
71.14,70.52
67.45,69.19
70.31,69.04
71.14,69.39
66.13,68.79
70.35,69.31
66.12,70.35
65.51,70.41
69.58,69.57
71.26,70.59
66.68,69.14
71.86,69.77
70.42,69.11
72.22,69.24
69.85,70.81
67.19,69.54
67.63,68.92
71.21,68.97
66.94,69.1
66.63,70.42
69.43,70.39
65.93,70.22
68.63,71.62
70.53,70.13
70.69,70.19
65.17,70.1
70.89,68.48
71.07,68.3
71.04,68.44
69.09,69.42
69.63,69.83
66.69,70.37
70.65,69.66
66.5,68.29
70.18,68.52
66.2,69.69
64.61,70.87
72.17,69.28
70.35,71.39
70.72,69.13
69.87,69.29
74.52,69.2
68.9,68.97
68.87,67.85
67.58,70.26
65.05,69.61
69.22,69.52
70.81,69.32
65.92,69.08
69.42,68.77
69.82,69.03
68.67,68.39
69.48,68.95
69.91,69.78
69.64,69.32
69.56,69.58
69.35,68.38
69.4,68.19
69.03,70.34
68.75,69.91
68.81,69.99
69.92,69.81
68.15,69.37
76.4,69.49
72.03,69.41
71.01,70.14
70.85,69.83
71.26,69.46
67.85,69.56
66.12,68.12
65.87,68.66
69.75,67.56
