real,pred
69.42,69.28
69.54,69.33
66.56,68.87
66.44,68.99
74.56,69.18
73.74,69.32
72.19,69.26
74.42,69.45
73.11,69.48
73.3,69.53
73.63,69.36
67.15,69.1
68.82,69.06
68.56,69.19
71.96,69.23
68.18,69.39
72.67,69.56
78.76,69.96
68.43,69.82
70.34,69.73
66.68,69.88
68.21,69.69
70.98,69.57
71.39,69.22
71.0,69.32
68.02,69.3
73.62,69.62
70.34,69.76
69.14,69.89
69.58,69.9
66.75,69.99
70.25,70.12
65.99,69.88
67.38,69.75
69.22,69.85
70.26,69.49
66.02,69.75
68.78,69.76
69.55,69.88
65.92,69.83
70.97,70.03
70.88,70.09
69.68,69.99
68.87,69.95
68.27,69.71
65.36,69.61
67.17,69.61
83.35,69.33
65.78,69.43
83.35,69.78
71.31,69.38
65.38,69.46
83.36,69.43
83.35,69.48
65.7,69.25
68.7,69.19
70.44,68.76
83.35,68.75
83.35,68.69
65.48,68.79
69.07,68.97
83.35,69.47
70.97,69.46
83.35,69.61
66.48,69.48
70.33,69.45
66.72,69.41
67.66,69.04
83.35,68.68
83.35,68.79
67.66,69.08
83.36,69.2
83.35,69.37
68.09,69.12
71.48,69.09
67.64,69.15
72.45,69.15
71.74,69.05
73.24,69.09
72.59,68.84
71.31,68.79
70.66,68.74
71.52,68.59
69.75,68.95
71.46,69.2
71.39,69.45
71.0,69.77
66.38,69.71
71.19,69.72
66.95,69.69
66.6,69.58
71.02,69.07
66.74,69.11
71.14,69.1
67.45,69.21
70.31,69.48
71.14,69.65
66.13,69.85
70.35,70.08
66.12,70.17
65.51,70.14
69.58,70.09
71.26,70.08
66.68,69.84
71.86,69.57
70.42,69.41
72.22,69.36
69.85,69.62
67.19,70.05
67.63,69.87
71.21,70.26
66.94,70.26
66.63,70.2
69.43,70.32
65.93,70.24
68.63,70.05
70.53,69.98
70.69,69.58
65.17,69.08
70.89,68.91
71.07,68.64
71.04,68.77
69.09,69.18
69.63,69.73
66.69,70.19
70.65,70.25
66.5,69.99
70.18,69.7
66.2,69.65
64.61,69.21
72.17,68.73
70.35,68.49
70.72,68.27
69.87,68.65
74.52,68.99
68.9,69.2
68.87,69.26
67.58,69.41
65.05,69.16
69.22,69.2
70.81,69.28
65.92,69.28
69.42,69.01
69.82,69.08
68.67,69.0
69.48,68.81
69.91,69.18
69.64,69.4
69.56,69.87
69.35,69.68
69.4,69.87
69.03,69.9
68.75,69.93
68.81,69.74
69.92,69.33
68.15,69.36
76.4,68.84
72.03,68.64
71.01,68.86
70.85,68.97
71.26,68.85
67.85,69.03
66.12,69.13
65.87,69.34
69.75,69.39
