real,pred
69.71,69.43
69.23,69.22
67.09,69.56
71.03,70.2
68.71,69.87
70.72,69.34
70.16,69.45
71.55,69.43
70.2,69.09
68.51,69.67
70.65,69.81
70.37,70.47
70.93,69.73
70.58,69.95
70.41,69.95
70.43,69.59
68.91,69.98
69.1,69.84
68.12,69.36
67.5,69.36
69.42,69.21
69.54,69.26
66.56,69.77
66.44,70.1
74.56,69.52
73.74,69.5
72.19,69.33
74.42,69.46
73.11,68.81
73.3,69.93
73.63,70.17
67.15,70.24
68.82,69.78
68.56,69.54
71.96,69.9
68.18,70.38
72.67,69.97
78.76,70.22
68.43,70.17
70.34,70.44
66.68,70.52
68.21,70.12
70.98,69.73
71.39,69.78
71.0,70.64
68.02,70.71
73.62,70.35
70.34,70.0
69.14,70.09
69.58,69.92
66.75,69.8
70.25,70.21
65.99,69.68
67.38,69.49
69.22,69.78
70.26,69.29
66.02,69.44
68.78,69.21
69.55,69.27
65.92,68.32
70.97,68.91
70.88,69.07
69.68,68.37
68.87,68.98
68.27,68.84
65.36,69.46
67.17,69.36
83.35,68.97
65.78,68.84
83.35,68.37
71.31,68.51
65.38,68.88
83.36,68.21
83.35,68.72
65.7,69.35
68.7,69.31
70.44,69.23
83.35,68.74
83.35,68.66
65.48,68.14
69.07,68.28
83.35,68.06
70.97,68.13
83.35,68.36
66.48,69.13
70.33,69.06
66.72,68.75
67.66,68.36
83.35,68.08
83.35,68.29
67.66,68.58
83.36,69.43
83.35,69.1
68.09,69.21
71.48,69.35
67.64,69.47
72.45,69.27
71.74,69.88
73.24,69.04
72.59,68.82
71.31,68.97
70.66,69.65
71.52,69.37
69.75,69.28
71.46,69.45
71.39,70.05
71.0,69.75
66.38,70.49
71.19,70.51
66.95,69.93
66.6,70.42
71.02,70.67
66.74,70.95
71.14,70.45
67.45,70.21
70.31,70.9
71.14,70.9
66.13,70.46
70.35,70.21
66.12,70.11
65.51,69.49
69.58,69.67
71.26,70.03
66.68,69.76
71.86,69.2
70.42,69.34
72.22,69.71
69.85,69.44
67.19,68.86
67.63,68.61
71.21,68.23
66.94,68.56
66.63,69.02
69.43,69.48
65.93,68.11
68.63,68.68
70.53,69.11
70.69,69.06
65.17,68.69
70.89,68.05
71.07,68.35
71.04,68.57
69.09,69.26
69.63,68.26
66.69,68.11
70.65,67.91
66.5,68.4
70.18,68.21
66.2,68.39
64.61,68.4
72.17,68.23
70.35,68.41
70.72,68.65
69.87,68.89
74.52,68.78
68.9,68.76
68.87,69.59
67.58,69.28
65.05,69.66
69.22,69.01
70.81,69.5
65.92,69.44
69.42,69.57
69.82,69.5
68.67,69.88
69.48,70.1
69.91,70.08
69.64,69.66
69.56,69.47
69.35,69.65
69.4,69.2
69.03,69.82
68.75,69.45
68.81,69.11
69.92,68.82
68.15,68.62
76.4,68.85
72.03,68.88
71.01,68.62
70.85,68.38
71.26,69.14
67.85,69.09
66.12,69.11
65.87,68.97
69.75,68.31
