real,pred
69.71,69.03
69.23,68.92
67.09,68.9
71.03,68.97
68.71,68.95
70.72,69.01
70.16,68.73
71.55,69.19
70.2,69.18
68.51,69.4
70.65,69.41
70.37,69.15
70.93,68.91
70.58,68.76
70.41,68.83
70.43,69.01
68.91,69.03
69.1,69.02
68.12,69.29
67.5,69.25
69.42,69.04
69.54,69.14
66.56,68.85
66.44,68.69
74.56,68.73
73.74,68.79
72.19,68.94
74.42,68.89
73.11,69.09
73.3,69.28
73.63,69.58
67.15,69.6
68.82,69.76
68.56,69.83
71.96,70.08
68.18,70.1
72.67,70.09
78.76,69.74
68.43,69.9
70.34,70.11
66.68,70.06
68.21,69.88
70.98,69.6
71.39,69.55
71.0,69.96
68.02,70.15
73.62,69.82
70.34,69.73
69.14,69.6
69.58,69.34
66.75,68.97
70.25,69.05
65.99,68.95
67.38,68.86
69.22,68.7
70.26,68.66
66.02,68.71
68.78,68.72
69.55,68.75
65.92,68.79
70.97,68.66
70.88,68.75
69.68,68.76
68.87,68.8
68.27,68.75
65.36,68.84
67.17,68.66
83.35,68.47
65.78,68.45
83.35,68.44
71.31,68.77
65.38,68.67
83.36,68.77
83.35,68.71
65.7,68.78
68.7,68.48
70.44,68.51
83.35,68.25
83.35,68.56
65.48,68.41
69.07,68.59
83.35,68.41
70.97,68.48
83.35,68.48
66.48,68.42
70.33,68.38
66.72,68.25
67.66,68.32
83.35,68.08
83.35,68.15
67.66,68.14
83.36,68.16
83.35,68.08
68.09,68.09
71.48,68.21
67.64,68.49
72.45,68.28
71.74,68.4
73.24,68.49
72.59,68.34
71.31,68.51
70.66,68.77
71.52,69.05
69.75,69.33
71.46,69.7
71.39,70.02
71.0,69.87
66.38,69.96
71.19,69.8
66.95,69.46
66.6,69.47
71.02,69.62
66.74,69.54
71.14,69.53
67.45,69.45
70.31,69.27
71.14,69.0
66.13,69.22
70.35,69.32
66.12,69.2
65.51,69.1
69.58,69.19
71.26,69.3
66.68,69.28
71.86,69.15
70.42,69.01
72.22,69.2
69.85,69.16
67.19,68.85
67.63,68.82
71.21,68.95
66.94,68.98
66.63,69.06
69.43,69.07
65.93,68.99
68.63,68.92
70.53,68.73
70.69,68.65
65.17,68.69
70.89,68.71
71.07,68.7
71.04,68.89
69.09,69.05
69.63,68.86
66.69,68.75
70.65,68.73
66.5,68.76
70.18,68.7
66.2,68.63
64.61,68.44
72.17,68.29
70.35,68.16
70.72,67.95
69.87,68.02
74.52,68.27
68.9,68.25
68.87,68.39
67.58,68.52
65.05,68.88
69.22,68.93
70.81,68.88
65.92,69.07
69.42,69.07
69.82,69.16
68.67,69.09
69.48,68.91
69.91,68.9
69.64,68.8
69.56,68.87
69.35,68.68
69.4,68.58
69.03,68.46
68.75,68.55
68.81,68.64
69.92,68.44
68.15,68.27
76.4,68.27
72.03,68.15
71.01,68.19
70.85,68.27
71.26,68.26
67.85,68.38
66.12,68.45
65.87,68.63
69.75,68.58
