real,pred
69.71,68.47
69.23,68.36
67.09,68.9
71.03,69.22
68.71,68.58
70.72,68.78
70.16,69.17
71.55,69.4
70.2,68.67
68.51,69.73
70.65,70.52
70.37,69.92
70.93,68.72
70.58,68.86
70.41,69.37
70.43,68.88
68.91,69.48
69.1,69.57
68.12,69.16
67.5,69.68
69.42,69.82
69.54,69.05
66.56,69.06
66.44,68.67
74.56,69.31
73.74,69.53
72.19,69.71
74.42,68.84
73.11,69.92
73.3,69.55
73.63,70.59
67.15,70.01
68.82,70.78
68.56,69.75
71.96,69.79
68.18,70.38
72.67,69.02
78.76,69.91
68.43,69.57
70.34,69.03
66.68,68.64
68.21,69.93
70.98,68.27
71.39,68.21
71.0,69.51
68.02,69.11
73.62,68.46
70.34,68.66
69.14,70.22
69.58,69.24
66.75,68.95
70.25,69.18
65.99,68.38
67.38,68.55
69.22,67.97
70.26,68.02
66.02,67.84
68.78,68.04
69.55,67.32
65.92,68.19
70.97,68.06
70.88,68.18
69.68,68.1
68.87,68.26
68.27,69.03
65.36,69.01
67.17,68.32
83.35,68.07
65.78,67.48
83.35,67.84
71.31,68.17
65.38,68.52
83.36,68.25
83.35,68.22
65.7,68.4
68.7,68.38
70.44,68.29
83.35,67.87
83.35,67.67
65.48,68.26
69.07,68.44
83.35,68.41
70.97,68.63
83.35,68.7
66.48,68.87
70.33,68.67
66.72,68.13
67.66,67.67
83.35,66.98
83.35,67.94
67.66,67.89
83.36,68.12
83.35,67.83
68.09,68.49
71.48,68.64
67.64,68.96
72.45,68.22
71.74,69.01
73.24,69.21
72.59,69.72
71.31,68.43
70.66,68.22
71.52,68.0
69.75,68.09
71.46,68.27
71.39,70.96
71.0,69.47
66.38,68.56
71.19,68.65
66.95,69.27
66.6,68.92
71.02,68.5
66.74,69.1
71.14,70.14
67.45,68.05
70.31,68.4
71.14,68.47
66.13,67.89
70.35,67.98
66.12,68.51
65.51,68.49
69.58,68.76
71.26,68.5
66.68,69.21
71.86,68.88
70.42,68.42
72.22,70.68
69.85,69.03
67.19,67.24
67.63,67.54
71.21,67.29
66.94,67.69
66.63,68.61
69.43,68.74
65.93,68.68
68.63,68.42
70.53,68.85
70.69,68.19
65.17,68.09
70.89,67.62
71.07,67.88
71.04,68.02
69.09,68.18
69.63,68.0
66.69,68.19
70.65,68.24
66.5,68.0
70.18,68.3
66.2,68.37
64.61,68.38
72.17,67.62
70.35,67.99
70.72,68.32
69.87,67.84
74.52,67.61
68.9,67.79
68.87,68.02
67.58,68.49
65.05,68.55
69.22,68.69
70.81,67.71
65.92,68.31
69.42,68.14
69.82,68.52
68.67,68.68
69.48,68.36
69.91,68.35
69.64,68.43
69.56,67.9
69.35,68.12
69.4,68.02
69.03,68.46
68.75,68.32
68.81,68.1
69.92,68.03
68.15,68.03
76.4,68.06
72.03,67.69
71.01,67.45
70.85,68.05
71.26,67.72
67.85,68.65
66.12,69.49
65.87,68.87
69.75,67.69
