real,pred
70.65,69.77
70.37,69.46
70.93,69.13
70.58,68.89
70.41,69.04
70.43,69.57
68.91,70.07
69.1,69.96
68.12,70.37
67.5,70.32
69.42,70.01
69.54,69.4
66.56,69.31
66.44,69.3
74.56,69.96
73.74,70.16
72.19,70.48
74.42,70.67
73.11,70.5
73.3,70.48
73.63,70.03
67.15,69.8
68.82,70.07
68.56,69.96
71.96,70.44
68.18,70.55
72.67,70.68
78.76,70.8
68.43,70.37
70.34,70.34
66.68,70.3
68.21,70.44
70.98,70.24
71.39,69.91
71.0,70.04
68.02,70.06
73.62,70.01
70.34,70.01
69.14,69.69
69.58,69.22
66.75,69.39
70.25,69.75
65.99,69.49
67.38,69.12
69.22,69.57
70.26,69.48
66.02,70.02
68.78,69.55
69.55,68.81
65.92,69.2
70.97,69.01
70.88,69.68
69.68,69.5
68.87,69.41
68.27,69.94
65.36,70.14
67.17,69.66
83.35,69.17
65.78,68.36
83.35,68.72
71.31,68.79
65.38,69.21
83.36,68.63
83.35,68.87
65.7,68.78
68.7,68.44
70.44,68.63
83.35,68.49
83.35,68.3
65.48,68.68
69.07,68.95
83.35,69.33
70.97,69.02
83.35,69.35
66.48,69.4
70.33,69.14
66.72,69.36
67.66,69.45
83.35,69.23
83.35,69.2
67.66,69.17
83.36,69.05
83.35,69.09
68.09,69.25
71.48,69.47
67.64,69.51
72.45,69.65
71.74,69.57
73.24,69.67
72.59,69.66
71.31,69.55
70.66,69.6
71.52,69.86
69.75,69.86
71.46,70.18
71.39,70.16
71.0,70.17
66.38,70.63
71.19,70.68
66.95,70.14
66.6,70.28
71.02,70.2
66.74,70.2
71.14,70.51
67.45,70.3
70.31,70.07
71.14,70.32
66.13,70.09
70.35,70.1
66.12,70.01
65.51,69.27
69.58,69.41
71.26,69.16
66.68,69.69
71.86,69.71
70.42,69.77
72.22,69.79
69.85,70.26
67.19,69.86
67.63,69.57
71.21,69.64
66.94,69.51
66.63,69.82
69.43,69.83
65.93,70.05
68.63,69.76
70.53,69.13
70.69,68.93
65.17,69.14
70.89,69.13
71.07,69.06
71.04,69.33
69.09,69.3
69.63,69.66
66.69,69.44
70.65,69.34
66.5,69.33
70.18,69.4
66.2,69.6
64.61,69.94
72.17,69.57
70.35,69.75
70.72,69.98
69.87,69.74
74.52,68.91
68.9,68.97
68.87,69.04
67.58,68.82
65.05,69.37
69.22,69.7
70.81,69.38
65.92,69.09
69.42,68.8
69.82,68.69
68.67,69.09
69.48,69.29
69.91,69.79
69.64,69.79
69.56,69.39
69.35,69.55
69.4,69.63
69.03,70.07
68.75,70.11
68.81,69.84
69.92,69.3
68.15,69.17
76.4,68.96
72.03,69.16
71.01,69.15
70.85,69.06
71.26,69.0
67.85,69.18
66.12,69.51
65.87,69.1
69.75,69.11
