real,pred
69.71,69.34
69.23,69.08
67.09,69.29
71.03,69.12
68.71,69.06
70.72,68.9
70.16,69.01
71.55,69.06
70.2,69.35
68.51,69.8
70.65,69.78
70.37,69.62
70.93,69.47
70.58,69.42
70.41,69.14
70.43,69.12
68.91,69.08
69.1,69.2
68.12,69.48
67.5,69.69
69.42,69.61
69.54,69.65
66.56,69.95
66.44,69.64
74.56,69.11
73.74,69.35
72.19,69.92
74.42,70.07
73.11,69.96
73.3,70.07
73.63,70.24
67.15,69.86
68.82,69.57
68.56,69.94
71.96,69.52
68.18,69.44
72.67,69.63
78.76,69.72
68.43,69.59
70.34,69.62
66.68,69.38
68.21,69.43
70.98,69.43
71.39,69.13
71.0,69.42
68.02,69.45
73.62,69.06
70.34,69.22
69.14,69.44
69.58,69.12
66.75,69.12
70.25,68.77
65.99,68.62
67.38,68.46
69.22,68.53
70.26,68.63
66.02,68.83
68.78,68.98
69.55,68.65
65.92,68.76
70.97,68.53
70.88,68.93
69.68,68.8
68.87,68.69
68.27,68.9
65.36,68.88
67.17,68.57
83.35,68.73
65.78,68.86
83.35,68.81
71.31,68.38
65.38,68.45
83.36,68.62
83.35,68.7
65.7,68.84
68.7,68.7
70.44,68.81
83.35,68.35
83.35,68.01
65.48,68.53
69.07,68.85
83.35,68.77
70.97,68.88
83.35,68.96
66.48,69.05
70.33,68.72
66.72,68.69
67.66,68.64
83.35,68.54
83.35,67.75
67.66,68.44
83.36,68.61
83.35,68.77
68.09,69.74
71.48,69.67
67.64,69.53
72.45,69.18
71.74,69.53
73.24,69.81
72.59,69.58
71.31,69.24
70.66,69.51
71.52,69.21
69.75,69.05
71.46,68.99
71.39,69.55
71.0,69.07
66.38,69.49
71.19,70.0
66.95,69.82
66.6,69.24
71.02,69.25
66.74,69.06
71.14,69.02
67.45,69.22
70.31,69.0
71.14,68.79
66.13,68.5
70.35,68.67
66.12,69.02
65.51,68.9
69.58,68.64
71.26,68.67
66.68,69.26
71.86,69.27
70.42,68.9
72.22,68.92
69.85,69.17
67.19,68.81
67.63,68.67
71.21,68.71
66.94,69.04
66.63,69.38
69.43,69.16
65.93,68.64
68.63,69.47
70.53,69.04
70.69,68.79
65.17,68.33
70.89,68.25
71.07,68.4
71.04,68.51
69.09,68.44
69.63,68.45
66.69,68.95
70.65,68.56
66.5,68.28
70.18,68.32
66.2,68.34
64.61,68.51
72.17,68.32
70.35,68.47
70.72,68.58
69.87,68.43
74.52,68.81
68.9,68.75
68.87,68.59
67.58,69.12
65.05,68.86
69.22,69.28
70.81,68.88
65.92,69.31
69.42,69.3
69.82,69.14
68.67,69.22
69.48,68.95
69.91,69.22
69.64,68.65
69.56,68.62
69.35,68.68
69.4,68.76
69.03,69.03
68.75,69.01
68.81,68.75
69.92,68.17
68.15,68.29
76.4,68.57
72.03,68.77
71.01,67.84
70.85,67.77
71.26,68.47
67.85,69.22
66.12,69.22
65.87,69.11
69.75,68.49
