real,pred
69.71,69.01
69.23,68.95
67.09,69.38
71.03,68.97
68.71,68.95
70.72,68.48
70.16,68.81
71.55,68.68
70.2,69.05
68.51,69.71
70.65,69.76
70.37,69.97
70.93,69.1
70.58,68.79
70.41,68.73
70.43,68.64
68.91,68.69
69.1,68.56
68.12,68.92
67.5,69.5
69.42,69.48
69.54,69.81
66.56,69.62
66.44,68.78
74.56,68.87
73.74,69.46
72.19,69.68
74.42,69.4
73.11,69.62
73.3,69.71
73.63,69.82
67.15,69.52
68.82,69.18
68.56,69.03
71.96,68.81
68.18,69.37
72.67,69.05
78.76,69.01
68.43,68.93
70.34,69.42
66.68,69.5
68.21,69.33
70.98,69.13
71.39,69.18
71.0,69.52
68.02,69.89
73.62,69.63
70.34,69.66
69.14,70.02
69.58,69.34
66.75,69.35
70.25,69.38
65.99,69.1
67.38,69.13
69.22,69.22
70.26,69.25
66.02,69.07
68.78,69.09
69.55,69.37
65.92,69.21
70.97,69.34
70.88,68.78
69.68,68.64
68.87,68.73
68.27,68.74
65.36,69.06
67.17,68.9
83.35,68.83
65.78,69.22
83.35,69.09
71.31,69.24
65.38,68.93
83.36,68.81
83.35,68.95
65.7,68.92
68.7,68.82
70.44,68.86
83.35,68.46
83.35,68.33
65.48,68.55
69.07,68.82
83.35,68.55
70.97,68.6
83.35,68.72
66.48,68.8
70.33,68.66
66.72,68.59
67.66,68.5
83.35,67.96
83.35,67.75
67.66,67.7
83.36,67.91
83.35,68.02
68.09,68.01
71.48,68.08
67.64,68.58
72.45,68.85
71.74,69.64
73.24,69.77
72.59,69.4
71.31,69.35
70.66,69.17
71.52,68.98
69.75,68.95
71.46,69.35
71.39,69.42
71.0,69.56
66.38,69.3
71.19,69.37
66.95,69.22
66.6,69.37
71.02,69.49
66.74,69.23
71.14,69.33
67.45,69.38
70.31,69.45
71.14,69.07
66.13,69.04
70.35,68.98
66.12,69.2
65.51,68.81
69.58,69.04
71.26,69.56
66.68,69.65
71.86,69.7
70.42,69.67
72.22,69.85
69.85,69.44
67.19,68.88
67.63,68.35
71.21,68.25
66.94,68.48
66.63,68.77
69.43,69.71
65.93,69.56
68.63,69.76
70.53,69.67
70.69,69.18
65.17,68.83
70.89,68.37
71.07,68.2
71.04,68.59
69.09,68.72
69.63,69.11
66.69,69.08
70.65,68.59
66.5,68.43
70.18,68.98
66.2,68.71
64.61,68.56
72.17,68.22
70.35,68.72
70.72,68.77
69.87,68.92
74.52,69.4
68.9,69.11
68.87,68.67
67.58,68.29
65.05,68.44
69.22,68.73
70.81,68.58
65.92,68.53
69.42,68.58
69.82,68.96
68.67,68.89
69.48,68.86
69.91,68.89
69.64,68.78
69.56,68.67
69.35,68.99
69.4,69.29
69.03,69.64
68.75,68.98
68.81,69.12
69.92,68.53
68.15,68.46
76.4,68.83
72.03,68.83
71.01,68.79
70.85,68.62
71.26,69.02
67.85,69.62
66.12,69.76
65.87,69.06
69.75,68.55
