real,pred
70.65,68.93
70.37,69.13
70.93,69.27
70.58,69.23
70.41,69.01
70.43,68.69
68.91,68.51
69.1,68.77
68.12,68.74
67.5,69.13
69.42,69.17
69.54,68.98
66.56,68.91
66.44,68.76
74.56,68.81
73.74,69.03
72.19,69.25
74.42,69.14
73.11,69.39
73.3,69.13
73.63,69.01
67.15,68.98
68.82,68.9
68.56,69.03
71.96,69.02
68.18,68.96
72.67,68.84
78.76,68.82
68.43,69.05
70.34,69.31
66.68,69.42
68.21,69.37
70.98,68.87
71.39,69.11
71.0,69.45
68.02,69.63
73.62,69.33
70.34,69.53
69.14,69.48
69.58,69.38
66.75,69.63
70.25,69.73
65.99,69.24
67.38,69.23
69.22,69.6
70.26,69.48
66.02,69.64
68.78,69.52
69.55,69.45
65.92,69.37
70.97,69.47
70.88,69.6
69.68,69.47
68.87,69.63
68.27,69.83
65.36,70.64
67.17,70.4
83.35,70.54
65.78,70.04
83.35,69.83
71.31,69.27
65.38,69.42
83.36,69.34
83.35,69.76
65.7,69.84
68.7,69.88
70.44,69.73
83.35,69.73
83.35,69.39
65.48,69.37
69.07,69.43
83.35,69.36
70.97,69.65
83.35,69.93
66.48,69.67
70.33,69.29
66.72,68.97
67.66,68.94
83.35,68.69
83.35,68.66
67.66,68.66
83.36,68.8
83.35,68.96
68.09,69.12
71.48,69.36
67.64,69.31
72.45,69.37
71.74,69.23
73.24,69.24
72.59,69.15
71.31,68.77
70.66,68.69
71.52,68.4
69.75,68.4
71.46,68.45
71.39,68.76
71.0,69.06
66.38,69.26
71.19,69.26
66.95,69.34
66.6,69.27
71.02,69.53
66.74,69.35
71.14,69.24
67.45,69.36
70.31,69.46
71.14,69.34
66.13,69.26
70.35,69.13
66.12,69.24
65.51,69.39
69.58,69.34
71.26,69.67
66.68,69.68
71.86,69.74
70.42,69.84
72.22,70.34
69.85,70.45
67.19,69.9
67.63,69.46
71.21,69.43
66.94,69.62
66.63,69.79
69.43,69.97
65.93,70.0
68.63,69.96
70.53,69.99
70.69,69.36
65.17,69.18
70.89,69.05
71.07,68.91
71.04,69.06
69.09,69.24
69.63,69.39
66.69,69.28
70.65,69.11
66.5,68.86
70.18,69.02
66.2,69.17
64.61,69.13
72.17,69.21
70.35,69.21
70.72,69.07
69.87,68.96
74.52,68.76
68.9,68.7
68.87,68.81
67.58,68.85
65.05,68.99
69.22,69.17
70.81,69.24
65.92,69.36
69.42,69.33
69.82,69.37
68.67,69.54
69.48,69.38
69.91,69.47
69.64,69.8
69.56,69.53
69.35,69.68
69.4,69.86
69.03,70.03
68.75,69.88
68.81,69.77
69.92,69.69
68.15,69.67
76.4,69.71
72.03,69.77
71.01,69.67
70.85,69.52
71.26,69.48
67.85,69.51
66.12,69.65
65.87,69.43
69.75,69.62
