real,pred
69.71,68.79
69.23,68.74
67.09,69.22
71.03,69.07
68.71,69.12
70.72,68.64
70.16,69.53
71.55,69.47
70.2,70.5
68.51,70.84
70.65,71.03
70.37,70.34
70.93,69.15
70.58,68.88
70.41,69.64
70.43,69.58
68.91,70.81
69.1,69.97
68.12,70.62
67.5,70.1
69.42,69.41
69.54,69.46
66.56,69.16
66.44,68.77
74.56,69.35
73.74,70.27
72.19,70.8
74.42,70.73
73.11,70.6
73.3,69.44
73.63,69.95
67.15,69.97
68.82,69.55
68.56,69.71
71.96,69.75
68.18,70.2
72.67,70.05
78.76,69.58
68.43,69.49
70.34,69.5
66.68,69.14
68.21,69.02
70.98,68.58
71.39,68.69
71.0,69.21
68.02,69.18
73.62,69.55
70.34,69.48
69.14,69.93
69.58,68.26
66.75,68.22
70.25,67.9
65.99,68.09
67.38,67.77
69.22,67.74
70.26,67.52
66.02,68.38
68.78,67.78
69.55,67.9
65.92,67.9
70.97,67.83
70.88,67.61
69.68,67.45
68.87,67.39
68.27,68.06
65.36,68.09
67.17,68.03
83.35,67.85
65.78,67.32
83.35,67.54
71.31,68.25
65.38,67.59
83.36,67.9
83.35,67.72
65.7,67.93
68.7,67.99
70.44,68.13
83.35,67.76
83.35,67.83
65.48,68.05
69.07,68.07
83.35,67.66
70.97,67.74
83.35,68.61
66.48,68.57
70.33,68.0
66.72,68.05
67.66,68.37
83.35,68.09
83.35,68.22
67.66,68.23
83.36,68.37
83.35,68.35
68.09,68.74
71.48,68.9
67.64,69.14
72.45,69.01
71.74,69.36
73.24,69.47
72.59,69.52
71.31,68.94
70.66,69.46
71.52,69.54
69.75,68.79
71.46,69.74
71.39,69.74
71.0,69.6
66.38,69.78
71.19,69.48
66.95,68.39
66.6,67.93
71.02,68.32
66.74,68.4
71.14,68.5
67.45,67.62
70.31,68.29
71.14,68.1
66.13,67.83
70.35,67.94
66.12,68.72
65.51,68.79
69.58,68.47
71.26,68.46
66.68,68.77
71.86,68.46
70.42,68.13
72.22,68.0
69.85,67.89
67.19,67.66
67.63,68.12
71.21,68.09
66.94,68.22
66.63,69.64
69.43,69.61
65.93,68.91
68.63,69.06
70.53,68.83
70.69,68.17
65.17,68.08
70.89,68.07
71.07,68.31
71.04,68.42
69.09,68.04
69.63,68.07
66.69,68.21
70.65,68.0
66.5,68.2
70.18,68.19
66.2,68.49
64.61,68.24
72.17,68.12
70.35,68.76
70.72,68.57
69.87,68.39
74.52,69.48
68.9,68.5
68.87,68.4
67.58,68.08
65.05,68.7
69.22,68.71
70.81,68.57
65.92,68.24
69.42,67.44
69.82,68.3
68.67,67.75
69.48,67.92
69.91,67.84
69.64,67.87
69.56,68.11
69.35,68.34
69.4,68.57
69.03,68.87
68.75,68.38
68.81,68.4
69.92,68.23
68.15,68.31
76.4,68.68
72.03,68.37
71.01,68.22
70.85,68.47
71.26,68.68
67.85,68.61
66.12,68.51
65.87,68.35
69.75,67.94
