real,pred
69.71,69.06
69.23,69.17
67.09,69.71
71.03,69.72
68.71,69.12
70.72,68.95
70.16,69.03
71.55,68.23
70.2,69.01
68.51,68.83
70.65,69.33
70.37,70.31
70.93,69.57
70.58,69.05
70.41,68.97
70.43,69.11
68.91,68.98
69.1,68.81
68.12,69.06
67.5,69.45
69.42,69.61
69.54,69.26
66.56,69.41
66.44,69.28
74.56,69.37
73.74,69.66
72.19,69.32
74.42,69.41
73.11,69.19
73.3,69.47
73.63,69.25
67.15,70.02
68.82,69.73
68.56,69.81
71.96,69.89
68.18,69.33
72.67,69.77
78.76,69.6
68.43,70.3
70.34,70.27
66.68,69.72
68.21,69.6
70.98,69.28
71.39,68.85
71.0,69.6
68.02,69.06
73.62,68.87
70.34,69.42
69.14,69.89
69.58,69.41
66.75,69.7
70.25,69.1
65.99,69.07
67.38,69.03
69.22,68.42
70.26,67.86
66.02,68.36
68.78,68.43
69.55,68.35
65.92,69.02
70.97,68.53
70.88,69.16
69.68,69.09
68.87,69.36
68.27,69.56
65.36,69.48
67.17,69.48
83.35,68.29
65.78,67.66
83.35,68.31
71.31,69.25
65.38,68.6
83.36,68.47
83.35,68.76
65.7,68.86
68.7,68.64
70.44,68.58
83.35,68.33
83.35,68.59
65.48,68.59
69.07,68.58
83.35,68.7
70.97,68.92
83.35,69.25
66.48,69.67
70.33,69.09
66.72,68.81
67.66,68.41
83.35,68.17
83.35,68.37
67.66,68.44
83.36,68.38
83.35,69.32
68.09,69.1
71.48,69.72
67.64,69.35
72.45,68.96
71.74,69.74
73.24,69.58
72.59,69.1
71.31,68.76
70.66,68.48
71.52,68.81
69.75,68.79
71.46,68.29
71.39,69.43
71.0,69.21
66.38,69.41
71.19,70.06
66.95,69.4
66.6,69.8
71.02,69.82
66.74,70.15
71.14,70.01
67.45,69.29
70.31,70.03
71.14,68.73
66.13,68.83
70.35,69.25
66.12,69.12
65.51,69.38
69.58,68.71
71.26,69.01
66.68,69.08
71.86,69.39
70.42,69.09
72.22,69.29
69.85,69.14
67.19,68.88
67.63,68.89
71.21,68.24
66.94,68.85
66.63,69.09
69.43,69.74
65.93,69.5
68.63,69.12
70.53,69.01
70.69,69.09
65.17,68.62
70.89,68.76
71.07,68.7
71.04,68.73
69.09,68.7
69.63,68.45
66.69,68.62
70.65,68.5
66.5,69.02
70.18,69.09
66.2,69.3
64.61,68.88
72.17,68.61
70.35,68.81
70.72,68.15
69.87,68.58
74.52,68.87
68.9,69.1
68.87,68.67
67.58,68.88
65.05,67.94
69.22,67.73
70.81,68.37
65.92,68.14
69.42,68.36
69.82,67.97
68.67,68.05
69.48,68.72
69.91,68.4
69.64,68.25
69.56,68.13
69.35,67.72
69.4,67.74
69.03,68.85
68.75,68.51
68.81,68.26
69.92,68.32
68.15,68.19
76.4,68.26
72.03,67.99
71.01,69.22
70.85,69.02
71.26,68.43
67.85,68.13
66.12,69.13
65.87,68.5
69.75,68.46
