real,pred
69.71,69.49
69.23,68.98
67.09,68.99
71.03,69.68
68.71,69.46
70.72,69.4
70.16,69.5
71.55,69.44
70.2,69.45
68.51,70.65
70.65,69.98
70.37,69.79
70.93,69.58
70.58,69.22
70.41,68.81
70.43,69.14
68.91,69.6
69.1,70.11
68.12,69.75
67.5,70.61
69.42,69.98
69.54,68.58
66.56,68.77
66.44,68.78
74.56,69.58
73.74,69.46
72.19,70.2
74.42,70.63
73.11,70.24
73.3,70.68
73.63,70.88
67.15,70.02
68.82,70.63
68.56,69.65
71.96,70.45
68.18,72.6
72.67,72.03
78.76,70.34
68.43,70.25
70.34,70.35
66.68,70.88
68.21,71.04
70.98,71.56
71.39,69.4
71.0,72.27
68.02,71.42
73.62,70.48
70.34,69.83
69.14,70.22
69.58,70.22
66.75,69.11
70.25,69.64
65.99,68.22
67.38,68.32
69.22,68.28
70.26,69.81
66.02,69.36
68.78,68.92
69.55,68.99
65.92,68.68
70.97,68.64
70.88,67.89
69.68,68.76
68.87,68.03
68.27,68.37
65.36,69.07
67.17,69.48
83.35,69.66
65.78,70.06
83.35,68.91
71.31,68.89
65.38,68.25
83.36,68.36
83.35,68.01
65.7,68.28
68.7,67.97
70.44,68.62
83.35,68.33
83.35,68.26
65.48,68.15
69.07,68.13
83.35,68.18
70.97,68.51
83.35,69.21
66.48,67.94
70.33,68.4
66.72,68.3
67.66,68.37
83.35,68.34
83.35,68.49
67.66,68.64
83.36,69.38
83.35,70.08
68.09,70.06
71.48,69.19
67.64,69.14
72.45,69.24
71.74,69.9
73.24,70.28
72.59,69.39
71.31,69.77
70.66,69.31
71.52,69.38
69.75,69.48
71.46,69.44
71.39,70.92
71.0,71.64
66.38,71.31
71.19,71.06
66.95,71.39
66.6,70.5
71.02,71.23
66.74,72.11
71.14,71.49
67.45,69.64
70.31,70.0
71.14,68.46
66.13,68.94
70.35,68.19
66.12,69.58
65.51,69.63
69.58,69.75
71.26,68.62
66.68,68.48
71.86,69.49
70.42,69.46
72.22,69.76
69.85,70.11
67.19,69.35
67.63,68.24
71.21,68.75
66.94,69.13
66.63,69.22
69.43,69.43
65.93,68.24
68.63,69.02
70.53,68.49
70.69,68.34
65.17,68.65
70.89,69.79
71.07,68.97
71.04,69.19
69.09,67.6
69.63,68.3
66.69,69.18
70.65,68.7
66.5,67.88
70.18,68.16
66.2,68.91
64.61,68.87
72.17,69.89
70.35,69.69
70.72,70.93
69.87,69.13
74.52,68.2
68.9,69.44
68.87,67.85
67.58,68.38
65.05,69.13
69.22,69.08
70.81,69.46
65.92,68.78
69.42,68.64
69.82,70.48
68.67,70.31
69.48,69.9
69.91,68.97
69.64,70.06
69.56,68.98
69.35,69.61
69.4,67.97
69.03,68.43
68.75,67.71
68.81,69.05
69.92,68.37
68.15,69.15
76.4,69.79
72.03,69.45
71.01,70.29
70.85,69.73
71.26,69.94
67.85,70.51
66.12,69.35
65.87,69.65
69.75,69.01
