real,pred
69.71,69.38
69.23,69.79
67.09,69.64
71.03,69.92
68.71,69.4
70.72,69.61
70.16,69.36
71.55,69.44
70.2,69.36
68.51,69.49
70.65,69.78
70.37,69.71
70.93,69.42
70.58,69.14
70.41,69.48
70.43,69.43
68.91,69.51
69.1,70.01
68.12,70.0
67.5,70.08
69.42,69.73
69.54,69.65
66.56,69.75
66.44,69.48
74.56,69.7
73.74,69.76
72.19,70.02
74.42,69.66
73.11,69.94
73.3,69.86
73.63,69.55
67.15,69.45
68.82,69.49
68.56,69.56
71.96,69.54
68.18,69.26
72.67,69.48
78.76,69.5
68.43,69.75
70.34,69.77
66.68,69.68
68.21,69.18
70.98,69.34
71.39,69.47
71.0,69.68
68.02,69.54
73.62,69.27
70.34,68.93
69.14,69.23
69.58,69.56
66.75,69.53
70.25,69.49
65.99,69.58
67.38,69.67
69.22,69.69
70.26,69.47
66.02,69.27
68.78,69.28
69.55,69.39
65.92,69.31
70.97,68.94
70.88,69.04
69.68,69.05
68.87,69.0
68.27,69.05
65.36,69.54
67.17,69.04
83.35,69.33
65.78,69.3
83.35,68.95
71.31,69.15
65.38,69.26
83.36,69.01
83.35,69.38
65.7,69.21
68.7,69.2
70.44,69.02
83.35,68.87
83.35,68.99
65.48,68.8
69.07,68.92
83.35,68.86
70.97,69.12
83.35,69.34
66.48,69.48
70.33,69.02
66.72,69.19
67.66,68.99
83.35,68.98
83.35,69.01
67.66,69.18
83.36,69.21
83.35,69.24
68.09,69.45
71.48,68.96
67.64,69.19
72.45,69.12
71.74,69.19
73.24,68.74
72.59,68.93
71.31,69.35
70.66,69.15
71.52,69.41
69.75,69.15
71.46,69.3
71.39,69.42
71.0,69.2
66.38,68.9
71.19,69.07
66.95,69.19
66.6,69.45
71.02,69.61
66.74,69.92
71.14,69.56
67.45,69.42
70.31,69.15
71.14,69.55
66.13,69.18
70.35,69.07
66.12,69.14
65.51,69.67
69.58,69.51
71.26,69.8
66.68,68.76
71.86,69.32
70.42,69.31
72.22,69.27
69.85,69.38
67.19,69.44
67.63,69.19
71.21,69.3
66.94,68.76
66.63,68.87
69.43,69.0
65.93,68.93
68.63,68.94
70.53,69.48
70.69,69.3
65.17,69.11
70.89,69.08
71.07,69.01
71.04,69.37
69.09,69.17
69.63,68.9
66.69,69.06
70.65,69.23
66.5,68.79
70.18,68.88
66.2,68.83
64.61,69.18
72.17,68.94
70.35,69.66
70.72,69.64
69.87,70.09
74.52,69.63
68.9,69.91
68.87,69.58
67.58,69.4
65.05,69.26
69.22,69.43
70.81,69.38
65.92,69.63
69.42,69.52
69.82,69.81
68.67,69.77
69.48,69.89
69.91,69.86
69.64,69.96
69.56,69.81
69.35,69.51
69.4,69.28
69.03,69.2
68.75,69.45
68.81,69.42
69.92,69.47
68.15,69.92
76.4,69.71
72.03,69.71
71.01,70.03
70.85,69.43
71.26,69.78
67.85,69.49
66.12,69.47
65.87,69.51
69.75,69.67
