real,pred
70.65,69.18
70.37,68.66
70.93,68.35
70.58,68.54
70.41,69.1
70.43,69.21
68.91,68.71
69.1,68.79
68.12,68.4
67.5,69.07
69.42,68.99
69.54,68.67
66.56,68.54
66.44,68.57
74.56,68.67
73.74,68.79
72.19,68.56
74.42,68.38
73.11,68.62
73.3,69.23
73.63,69.26
67.15,69.23
68.82,70.08
68.56,69.37
71.96,69.99
68.18,69.42
72.67,70.05
78.76,69.16
68.43,69.98
70.34,70.0
66.68,70.57
68.21,70.77
70.98,70.2
71.39,69.68
71.0,69.83
68.02,70.18
73.62,69.89
70.34,70.19
69.14,70.58
69.58,70.18
66.75,70.63
70.25,70.8
65.99,70.51
67.38,70.41
69.22,69.94
70.26,70.17
66.02,69.67
68.78,69.83
69.55,69.32
65.92,69.27
70.97,69.11
70.88,68.67
69.68,69.85
68.87,69.8
68.27,70.07
65.36,70.17
67.17,70.61
83.35,70.37
65.78,70.38
83.35,69.76
71.31,69.91
65.38,69.44
83.36,69.24
83.35,69.29
65.7,70.16
68.7,69.46
70.44,69.1
83.35,68.6
83.35,68.57
65.48,68.14
69.07,68.66
83.35,68.19
70.97,69.06
83.35,68.84
66.48,69.25
70.33,68.26
66.72,68.17
67.66,67.97
83.35,68.17
83.35,67.63
67.66,67.88
83.36,68.0
83.35,68.42
68.09,68.29
71.48,68.68
67.64,68.5
72.45,69.1
71.74,68.34
73.24,68.36
72.59,68.05
71.31,68.46
70.66,68.15
71.52,68.08
69.75,67.83
71.46,68.18
71.39,68.52
71.0,68.66
66.38,68.87
71.19,69.71
66.95,69.4
66.6,69.61
71.02,69.64
66.74,70.04
71.14,70.19
67.45,70.12
70.31,69.3
71.14,69.58
66.13,69.99
70.35,69.71
66.12,69.49
65.51,69.54
69.58,70.27
71.26,70.78
66.68,70.52
71.86,70.54
70.42,69.99
72.22,70.09
69.85,70.81
67.19,70.39
67.63,69.38
71.21,69.68
66.94,69.42
66.63,69.62
69.43,69.66
65.93,70.57
68.63,69.84
70.53,69.74
70.69,69.61
65.17,69.42
70.89,67.79
71.07,68.67
71.04,68.0
69.09,68.16
69.63,68.39
66.69,68.22
70.65,68.07
66.5,67.86
70.18,68.41
66.2,68.21
64.61,68.3
72.17,68.29
70.35,68.13
70.72,68.12
69.87,68.01
74.52,67.99
68.9,68.84
68.87,68.46
67.58,68.46
65.05,68.25
69.22,69.36
70.81,68.34
65.92,68.26
69.42,68.63
69.82,68.87
68.67,68.75
69.48,69.29
69.91,69.57
69.64,69.87
69.56,69.89
69.35,69.49
69.4,70.67
69.03,70.15
68.75,71.37
68.81,70.4
69.92,70.76
68.15,70.39
76.4,71.2
72.03,70.83
71.01,70.55
70.85,69.05
71.26,68.92
67.85,69.46
66.12,69.26
65.87,69.27
69.75,68.69
