real,pred
69.71,68.76
69.23,68.44
67.09,69.55
71.03,69.18
68.71,68.62
70.72,68.66
70.16,69.03
71.55,69.1
70.2,69.68
68.51,69.63
70.65,69.58
70.37,69.62
70.93,68.99
70.58,68.98
70.41,69.23
70.43,68.59
68.91,69.24
69.1,68.92
68.12,69.1
67.5,69.64
69.42,69.74
69.54,69.83
66.56,69.71
66.44,69.84
74.56,69.95
73.74,70.26
72.19,70.16
74.42,70.35
73.11,70.31
73.3,71.07
73.63,71.49
67.15,70.81
68.82,69.74
68.56,68.59
71.96,69.81
68.18,70.27
72.67,71.28
78.76,69.53
68.43,70.79
70.34,71.13
66.68,70.92
68.21,70.29
70.98,68.98
71.39,68.93
71.0,69.77
68.02,69.87
73.62,69.89
70.34,70.06
69.14,70.84
69.58,69.89
66.75,70.15
70.25,70.46
65.99,70.58
67.38,69.74
69.22,69.24
70.26,68.76
66.02,69.33
68.78,68.76
69.55,68.4
65.92,68.71
70.97,68.06
70.88,68.21
69.68,68.13
68.87,68.38
68.27,68.35
65.36,69.08
67.17,68.8
83.35,69.07
65.78,68.37
83.35,68.93
71.31,68.46
65.38,69.06
83.36,69.02
83.35,68.97
65.7,68.93
68.7,68.81
70.44,69.54
83.35,69.0
83.35,68.37
65.48,68.99
69.07,69.21
83.35,69.19
70.97,69.32
83.35,69.28
66.48,69.1
70.33,68.59
66.72,68.5
67.66,68.86
83.35,68.28
83.35,68.35
67.66,68.93
83.36,69.94
83.35,69.59
68.09,69.22
71.48,69.39
67.64,69.9
72.45,70.23
71.74,69.93
73.24,69.42
72.59,70.28
71.31,70.33
70.66,69.65
71.52,69.64
69.75,69.09
71.46,69.55
71.39,69.55
71.0,69.47
66.38,68.86
71.19,68.92
66.95,69.58
66.6,69.43
71.02,69.12
66.74,69.74
71.14,70.6
67.45,68.78
70.31,69.45
71.14,69.47
66.13,68.54
70.35,69.98
66.12,69.25
65.51,68.83
69.58,69.21
71.26,69.54
66.68,69.53
71.86,69.55
70.42,69.32
72.22,70.68
69.85,69.83
67.19,69.89
67.63,69.15
71.21,69.09
66.94,69.54
66.63,70.54
69.43,69.98
65.93,69.59
68.63,68.39
70.53,68.72
70.69,68.07
65.17,68.37
70.89,68.46
71.07,68.23
71.04,68.57
69.09,68.31
69.63,68.51
66.69,68.99
70.65,68.61
66.5,67.98
70.18,68.24
66.2,69.12
64.61,68.89
72.17,68.45
70.35,68.96
70.72,69.64
69.87,70.06
74.52,70.32
68.9,70.81
68.87,70.12
67.58,70.0
65.05,69.61
69.22,69.88
70.81,68.22
65.92,68.32
69.42,68.38
69.82,68.98
68.67,69.34
69.48,68.5
69.91,68.51
69.64,68.36
69.56,68.93
69.35,69.6
69.4,69.55
69.03,69.69
68.75,69.98
68.81,69.57
69.92,69.05
68.15,69.2
76.4,70.4
72.03,70.17
71.01,69.93
70.85,71.12
71.26,70.87
67.85,70.58
66.12,70.36
65.87,69.97
69.75,68.48
