real,pred
69.71,68.47
69.23,68.56
67.09,68.55
71.03,68.75
68.71,68.32
70.72,68.59
70.16,67.89
71.55,68.28
70.2,68.45
68.51,68.53
70.65,67.9
70.37,68.99
70.93,68.01
70.58,68.34
70.41,68.06
70.43,68.28
68.91,68.27
69.1,68.57
68.12,67.84
67.5,69.14
69.42,68.84
69.54,68.03
66.56,68.02
66.44,68.24
74.56,68.1
73.74,68.2
72.19,68.06
74.42,68.39
73.11,68.71
73.3,68.31
73.63,68.89
67.15,68.82
68.82,68.64
68.56,69.04
71.96,69.02
68.18,69.39
72.67,69.16
78.76,69.3
68.43,70.1
70.34,69.65
66.68,69.41
68.21,69.31
70.98,69.04
71.39,68.91
71.0,69.65
68.02,69.6
73.62,69.09
70.34,69.62
69.14,70.06
69.58,70.09
66.75,68.96
70.25,68.95
65.99,68.87
67.38,68.88
69.22,69.15
70.26,68.45
66.02,68.57
68.78,68.33
69.55,68.47
65.92,68.53
70.97,68.57
70.88,68.35
69.68,68.41
68.87,69.07
68.27,68.78
65.36,68.79
67.17,68.35
83.35,68.21
65.78,68.13
83.35,68.55
71.31,68.74
65.38,69.14
83.36,68.48
83.35,68.3
65.7,68.62
68.7,68.07
70.44,67.86
83.35,67.82
83.35,67.57
65.48,67.61
69.07,68.3
83.35,67.7
70.97,68.2
83.35,67.71
66.48,67.49
70.33,67.9
66.72,67.38
67.66,67.6
83.35,67.44
83.35,67.26
67.66,67.45
83.36,66.71
83.35,66.93
68.09,68.02
71.48,67.98
67.64,67.77
72.45,67.58
71.74,68.11
73.24,68.25
72.59,68.05
71.31,68.43
70.66,68.32
71.52,68.7
69.75,68.52
71.46,68.93
71.39,69.01
71.0,69.07
66.38,68.72
71.19,69.2
66.95,69.14
66.6,69.15
71.02,69.25
66.74,69.43
71.14,69.74
67.45,69.53
70.31,69.31
71.14,69.15
66.13,69.23
70.35,69.07
66.12,68.96
65.51,69.28
69.58,69.15
71.26,69.48
66.68,69.43
71.86,69.71
70.42,69.33
72.22,69.7
69.85,69.49
67.19,69.01
67.63,68.57
71.21,68.56
66.94,68.53
66.63,68.67
69.43,68.95
65.93,68.95
68.63,68.25
70.53,68.71
70.69,68.14
65.17,67.69
70.89,67.97
71.07,67.42
71.04,67.83
69.09,68.77
69.63,67.97
66.69,67.89
70.65,67.65
66.5,67.88
70.18,67.96
66.2,68.3
64.61,67.95
72.17,67.83
70.35,67.51
70.72,68.33
69.87,68.35
74.52,68.31
68.9,67.9
68.87,67.51
67.58,67.84
65.05,67.87
69.22,67.44
70.81,67.46
65.92,67.96
69.42,68.1
69.82,68.11
68.67,68.34
69.48,69.19
69.91,68.32
69.64,68.56
69.56,68.42
69.35,68.83
69.4,69.07
69.03,69.09
68.75,68.59
68.81,68.65
69.92,68.4
68.15,68.37
76.4,68.18
72.03,68.22
71.01,68.08
70.85,68.49
71.26,68.26
67.85,68.08
66.12,68.18
65.87,67.71
69.75,66.74
