real,pred
70.65,70.03
70.37,70.01
70.93,69.83
70.58,69.31
70.41,69.95
70.43,69.74
68.91,70.32
69.1,69.81
68.12,70.15
67.5,70.19
69.42,70.06
69.54,69.71
66.56,69.98
66.44,69.84
74.56,69.91
73.74,70.08
72.19,70.35
74.42,70.36
73.11,70.3
73.3,69.83
73.63,70.17
67.15,70.09
68.82,70.05
68.56,70.05
71.96,70.27
68.18,69.86
72.67,69.82
78.76,69.94
68.43,70.12
70.34,69.96
66.68,69.83
68.21,70.19
70.98,70.03
71.39,69.88
71.0,69.99
68.02,70.06
73.62,69.99
70.34,69.94
69.14,69.49
69.58,69.35
66.75,69.11
70.25,69.4
65.99,69.1
67.38,69.36
69.22,69.46
70.26,69.54
66.02,69.87
68.78,69.8
69.55,69.85
65.92,69.79
70.97,69.65
70.88,69.96
69.68,69.73
68.87,69.8
68.27,69.24
65.36,69.56
67.17,69.89
83.35,69.4
65.78,69.64
83.35,69.73
71.31,69.72
65.38,69.78
83.36,69.46
83.35,69.78
65.7,69.51
68.7,69.53
70.44,69.44
83.35,69.71
83.35,69.49
65.48,69.66
69.07,69.27
83.35,69.37
70.97,69.23
83.35,69.73
66.48,69.35
70.33,69.41
66.72,69.19
67.66,69.95
83.35,69.67
83.35,70.08
67.66,69.94
83.36,70.02
83.35,70.07
68.09,70.55
71.48,70.08
67.64,69.87
72.45,69.57
71.74,69.36
73.24,69.22
72.59,69.26
71.31,69.2
70.66,69.22
71.52,69.03
69.75,69.28
71.46,69.47
71.39,69.65
71.0,69.68
66.38,69.4
71.19,69.66
66.95,69.44
66.6,69.81
71.02,69.4
66.74,69.9
71.14,69.7
67.45,70.16
70.31,69.53
71.14,69.85
66.13,70.03
70.35,70.03
66.12,69.88
65.51,69.95
69.58,69.93
71.26,70.26
66.68,69.96
71.86,70.27
70.42,70.47
72.22,70.33
69.85,69.63
67.19,69.91
67.63,69.86
71.21,69.89
66.94,69.63
66.63,70.07
69.43,69.98
65.93,70.07
68.63,70.22
70.53,69.9
70.69,69.37
65.17,69.34
70.89,69.26
71.07,69.26
71.04,69.14
69.09,69.48
69.63,69.53
66.69,69.98
70.65,69.85
66.5,69.78
70.18,69.17
66.2,69.57
64.61,69.11
72.17,69.2
70.35,69.04
70.72,69.67
69.87,69.43
74.52,69.37
68.9,69.54
68.87,69.14
67.58,69.34
65.05,69.14
69.22,69.42
70.81,69.42
65.92,69.5
69.42,69.62
69.82,69.45
68.67,69.49
69.48,69.56
69.91,69.47
69.64,69.22
69.56,69.32
69.35,69.16
69.4,69.09
69.03,69.01
68.75,68.64
68.81,68.65
69.92,68.74
68.15,69.33
76.4,69.07
72.03,69.36
71.01,69.24
70.85,69.54
71.26,69.71
67.85,69.83
66.12,69.73
65.87,69.87
69.75,69.71
