real,pred
70.65,68.35
70.37,68.86
70.93,68.87
70.58,68.93
70.41,68.93
70.43,68.77
68.91,68.68
69.1,68.72
68.12,68.82
67.5,69.0
69.42,69.07
69.54,68.87
66.56,68.62
66.44,68.78
74.56,68.57
73.74,69.09
72.19,69.48
74.42,69.41
73.11,69.43
73.3,69.25
73.63,69.06
67.15,68.98
68.82,69.17
68.56,69.02
71.96,68.94
68.18,69.23
72.67,69.28
78.76,68.87
68.43,68.96
70.34,69.6
66.68,69.73
68.21,69.95
70.98,69.16
71.39,69.03
71.0,69.42
68.02,69.88
73.62,69.67
70.34,69.26
69.14,69.84
69.58,69.35
66.75,69.1
70.25,69.33
65.99,69.29
67.38,69.16
69.22,68.74
70.26,68.3
66.02,68.23
68.78,68.21
69.55,68.4
65.92,68.37
70.97,68.49
70.88,68.46
69.68,68.38
68.87,68.33
68.27,68.64
65.36,69.12
67.17,68.8
83.35,68.39
65.78,68.21
83.35,68.29
71.31,68.27
65.38,68.35
83.36,68.19
83.35,68.94
65.7,68.62
68.7,68.83
70.44,68.92
83.35,68.83
83.35,68.56
65.48,68.59
69.07,68.48
83.35,68.81
70.97,69.07
83.35,69.31
66.48,69.16
70.33,68.72
66.72,68.62
67.66,68.34
83.35,68.08
83.35,68.27
67.66,68.44
83.36,68.44
83.35,68.55
68.09,68.75
71.48,69.02
67.64,68.99
72.45,69.08
71.74,68.92
73.24,69.15
72.59,69.11
71.31,69.32
70.66,68.7
71.52,68.76
69.75,68.49
71.46,68.69
71.39,69.21
71.0,69.41
66.38,69.65
71.19,69.9
66.95,69.58
66.6,69.26
71.02,69.22
66.74,69.28
71.14,68.9
67.45,68.78
70.31,68.81
71.14,68.56
66.13,68.58
70.35,68.71
66.12,69.14
65.51,69.01
69.58,69.29
71.26,69.28
66.68,69.75
71.86,69.72
70.42,69.56
72.22,69.36
69.85,68.83
67.19,68.25
67.63,67.87
71.21,68.09
66.94,68.4
66.63,68.53
69.43,69.11
65.93,69.65
68.63,69.68
70.53,69.69
70.69,69.05
65.17,68.4
70.89,68.24
71.07,68.03
71.04,68.15
69.09,68.27
69.63,68.4
66.69,68.54
70.65,68.79
66.5,68.98
70.18,69.05
66.2,69.05
64.61,68.92
72.17,68.44
70.35,68.52
70.72,69.03
69.87,68.54
74.52,68.73
68.9,68.49
68.87,68.54
67.58,68.41
65.05,68.75
69.22,69.03
70.81,69.01
65.92,68.98
69.42,68.98
69.82,68.76
68.67,68.66
69.48,68.41
69.91,68.61
69.64,68.71
69.56,68.36
69.35,68.28
69.4,68.67
69.03,69.18
68.75,69.19
68.81,69.16
69.92,69.05
68.15,69.37
76.4,69.7
72.03,69.72
71.01,69.55
70.85,69.6
71.26,69.11
67.85,69.46
66.12,69.49
65.87,68.96
69.75,68.59
