real,pred
69.42,70.12
69.54,69.8
66.56,69.7
66.44,70.1
74.56,70.16
73.74,70.11
72.19,70.19
74.42,70.15
73.11,70.05
73.3,70.0
73.63,69.33
67.15,69.98
68.82,70.21
68.56,70.39
71.96,69.83
68.18,69.57
72.67,70.01
78.76,69.22
68.43,69.02
70.34,69.49
66.68,69.4
68.21,70.25
70.98,70.41
71.39,70.0
71.0,70.52
68.02,70.01
73.62,69.38
70.34,69.73
69.14,70.36
69.58,70.02
66.75,70.13
70.25,69.64
65.99,69.59
67.38,68.92
69.22,69.04
70.26,69.08
66.02,68.74
68.78,69.41
69.55,68.98
65.92,68.92
70.97,68.83
70.88,68.97
69.68,69.52
68.87,69.42
68.27,69.61
65.36,68.94
67.17,69.59
83.35,68.7
65.78,69.01
83.35,68.67
71.31,68.9
65.38,69.07
83.36,69.1
83.35,69.33
65.7,69.19
68.7,68.98
70.44,68.94
83.35,68.78
83.35,68.48
65.48,68.92
69.07,68.78
83.35,69.55
70.97,69.41
83.35,69.98
66.48,69.3
70.33,69.46
66.72,68.89
67.66,69.25
83.35,69.02
83.35,69.22
67.66,69.5
83.36,69.18
83.35,69.32
68.09,69.82
71.48,70.14
67.64,70.27
72.45,70.32
71.74,70.21
73.24,69.48
72.59,69.53
71.31,69.76
70.66,69.53
71.52,69.51
69.75,70.0
71.46,69.77
71.39,70.55
71.0,70.0
66.38,70.3
71.19,69.76
66.95,69.99
66.6,69.41
71.02,69.45
66.74,69.36
71.14,69.56
67.45,69.41
70.31,69.23
71.14,69.51
66.13,69.95
70.35,69.7
66.12,70.28
65.51,70.36
69.58,70.44
71.26,69.96
66.68,69.61
71.86,69.0
70.42,69.09
72.22,68.97
69.85,68.9
67.19,68.76
67.63,69.1
71.21,68.88
66.94,68.95
66.63,68.42
69.43,69.74
65.93,69.43
68.63,69.67
70.53,69.33
70.69,68.96
65.17,68.57
70.89,68.79
71.07,68.25
71.04,68.59
69.09,68.52
69.63,69.15
66.69,68.91
70.65,69.27
66.5,69.33
70.18,69.22
66.2,69.46
64.61,69.18
72.17,68.97
70.35,68.78
70.72,69.45
69.87,69.03
74.52,69.38
68.9,69.93
68.87,70.0
67.58,70.5
65.05,70.4
69.22,70.72
70.81,70.14
65.92,70.25
69.42,69.82
69.82,69.24
68.67,69.39
69.48,69.75
69.91,69.55
69.64,69.37
69.56,69.5
69.35,69.49
69.4,69.13
69.03,69.21
68.75,69.48
68.81,69.71
69.92,69.67
68.15,69.39
76.4,69.7
72.03,70.11
71.01,69.99
70.85,70.3
71.26,70.11
67.85,69.49
66.12,69.08
65.87,69.28
69.75,69.83
