real,pred
69.42,69.83
69.54,69.9
66.56,69.68
66.44,69.66
74.56,69.76
73.74,69.7
72.19,69.62
74.42,69.66
73.11,69.7
73.3,69.81
73.63,69.66
67.15,69.21
68.82,69.4
68.56,69.64
71.96,70.04
68.18,70.14
72.67,70.39
78.76,70.14
68.43,70.05
70.34,69.75
66.68,69.75
68.21,69.34
70.98,69.18
71.39,69.3
71.0,69.48
68.02,69.64
73.62,69.51
70.34,69.33
69.14,69.43
69.58,69.64
66.75,69.53
70.25,69.63
65.99,69.64
67.38,69.45
69.22,69.4
70.26,69.17
66.02,68.79
68.78,68.68
69.55,68.3
65.92,68.33
70.97,68.56
70.88,69.32
69.68,68.94
68.87,69.2
68.27,68.97
65.36,68.76
67.17,68.62
83.35,68.91
65.78,68.82
83.35,68.93
71.31,68.69
65.38,68.78
83.36,68.9
83.35,68.88
65.7,68.52
68.7,68.42
70.44,68.42
83.35,68.31
83.35,68.93
65.48,68.97
69.07,69.06
83.35,69.23
70.97,69.95
83.35,69.35
66.48,69.48
70.33,69.14
66.72,68.85
67.66,68.96
83.35,68.87
83.35,68.79
67.66,68.74
83.36,68.92
83.35,68.95
68.09,69.08
71.48,69.44
67.64,69.61
72.45,69.49
71.74,69.89
73.24,69.7
72.59,69.79
71.31,69.81
70.66,70.1
71.52,69.63
69.75,69.87
71.46,69.85
71.39,69.7
71.0,69.54
66.38,69.59
71.19,69.96
66.95,70.1
66.6,69.92
71.02,69.91
66.74,69.92
71.14,69.73
67.45,69.32
70.31,69.34
71.14,69.31
66.13,69.07
70.35,69.22
66.12,69.2
65.51,69.39
69.58,68.94
71.26,69.11
66.68,69.19
71.86,69.16
70.42,68.73
72.22,69.22
69.85,69.28
67.19,68.98
67.63,69.17
71.21,68.85
66.94,69.06
66.63,69.68
69.43,69.73
65.93,69.44
68.63,69.16
70.53,68.32
70.69,68.82
65.17,68.44
70.89,68.73
71.07,68.58
71.04,68.84
69.09,68.65
69.63,69.12
66.69,69.13
70.65,69.32
66.5,69.36
70.18,69.25
66.2,68.64
64.61,68.56
72.17,68.92
70.35,68.65
70.72,68.84
69.87,68.62
74.52,68.86
68.9,68.69
68.87,68.91
67.58,69.28
65.05,69.84
69.22,69.63
70.81,69.51
65.92,69.8
69.42,69.04
69.82,69.14
68.67,68.81
69.48,69.55
69.91,69.23
69.64,69.18
69.56,69.16
69.35,69.33
69.4,69.14
69.03,69.71
68.75,69.45
68.81,69.79
69.92,69.29
68.15,68.95
76.4,69.41
72.03,68.9
71.01,68.81
70.85,68.89
71.26,68.87
67.85,68.74
66.12,69.32
65.87,69.23
69.75,69.19
