real,pred
69.42,69.92
69.54,69.83
66.56,69.5
66.44,69.33
74.56,69.4
73.74,69.7
72.19,69.62
74.42,69.71
73.11,69.76
73.3,69.67
73.63,69.45
67.15,69.19
68.82,69.28
68.56,69.27
71.96,69.41
68.18,69.36
72.67,69.43
78.76,69.4
68.43,69.55
70.34,69.4
66.68,69.54
68.21,69.39
70.98,69.14
71.39,69.36
71.0,69.6
68.02,69.67
73.62,69.45
70.34,69.62
69.14,69.45
69.58,69.25
66.75,69.18
70.25,69.41
65.99,69.42
67.38,69.67
69.22,69.53
70.26,69.51
66.02,69.13
68.78,69.13
69.55,68.76
65.92,69.21
70.97,68.8
70.88,68.99
69.68,68.72
68.87,68.94
68.27,68.79
65.36,68.82
67.17,68.78
83.35,68.71
65.78,68.38
83.35,68.26
71.31,68.61
65.38,68.96
83.36,68.86
83.35,68.71
65.7,68.64
68.7,68.5
70.44,68.52
83.35,68.34
83.35,68.18
65.48,68.28
69.07,68.19
83.35,68.47
70.97,68.49
83.35,68.85
66.48,68.92
70.33,68.97
66.72,68.75
67.66,68.71
83.35,68.26
83.35,68.62
67.66,68.53
83.36,68.78
83.35,68.93
68.09,68.82
71.48,69.19
67.64,69.06
72.45,69.15
71.74,69.45
73.24,69.45
72.59,69.28
71.31,69.77
70.66,69.92
71.52,69.84
69.75,69.78
71.46,69.97
71.39,70.23
71.0,70.25
66.38,70.01
71.19,70.21
66.95,70.08
66.6,69.89
71.02,69.68
66.74,69.88
71.14,69.78
67.45,69.77
70.31,69.65
71.14,69.73
66.13,69.49
70.35,69.69
66.12,69.91
65.51,69.86
69.58,69.76
71.26,69.35
66.68,69.26
71.86,69.32
70.42,69.23
72.22,69.26
69.85,69.33
67.19,69.28
67.63,69.21
71.21,69.02
66.94,69.07
66.63,68.8
69.43,68.97
65.93,68.87
68.63,69.28
70.53,69.13
70.69,68.77
65.17,68.87
70.89,69.02
71.07,68.89
71.04,68.98
69.09,69.27
69.63,69.74
66.69,69.89
70.65,69.73
66.5,69.34
70.18,69.1
66.2,69.09
64.61,69.02
72.17,68.78
70.35,69.08
70.72,69.11
69.87,69.13
74.52,69.19
68.9,69.0
68.87,68.95
67.58,68.83
65.05,69.17
69.22,69.54
70.81,69.39
65.92,69.4
69.42,69.09
69.82,69.06
68.67,69.07
69.48,68.78
69.91,69.05
69.64,69.62
69.56,69.47
69.35,69.55
69.4,69.55
69.03,69.62
68.75,69.1
68.81,68.94
69.92,68.85
68.15,69.01
76.4,68.7
72.03,68.97
71.01,69.14
70.85,69.57
71.26,69.33
67.85,69.24
66.12,69.34
65.87,69.19
69.75,69.1
