real,pred
69.71,69.45
69.23,69.33
67.09,69.35
71.03,69.21
68.71,68.86
70.72,69.09
70.16,69.22
71.55,69.58
70.2,69.53
68.51,69.82
70.65,70.21
70.37,70.12
70.93,70.04
70.58,69.36
70.41,69.1
70.43,69.54
68.91,69.88
69.1,69.65
68.12,69.61
67.5,70.12
69.42,69.79
69.54,69.35
66.56,69.55
66.44,68.99
74.56,69.08
73.74,69.25
72.19,69.43
74.42,69.36
73.11,69.1
73.3,69.59
73.63,69.88
67.15,69.24
68.82,69.11
68.56,69.04
71.96,70.05
68.18,70.02
72.67,69.77
78.76,69.74
68.43,69.89
70.34,70.1
66.68,70.35
68.21,69.97
70.98,68.96
71.39,69.03
71.0,70.36
68.02,71.0
73.62,70.25
70.34,69.98
69.14,70.41
69.58,69.88
66.75,69.24
70.25,68.63
65.99,68.53
67.38,68.45
69.22,68.81
70.26,68.99
66.02,69.1
68.78,69.14
69.55,68.25
65.92,68.93
70.97,69.14
70.88,68.57
69.68,67.93
68.87,68.36
68.27,68.78
65.36,68.95
67.17,68.71
83.35,68.36
65.78,67.81
83.35,68.06
71.31,68.34
65.38,68.59
83.36,68.32
83.35,68.25
65.7,68.22
68.7,68.22
70.44,68.56
83.35,68.07
83.35,67.38
65.48,68.01
69.07,68.53
83.35,68.17
70.97,68.23
83.35,68.57
66.48,68.43
70.33,67.97
66.72,67.99
67.66,67.69
83.35,67.58
83.35,67.74
67.66,67.95
83.36,68.74
83.35,68.52
68.09,68.62
71.48,68.81
67.64,68.74
72.45,68.49
71.74,68.8
73.24,69.03
72.59,68.79
71.31,68.82
70.66,69.39
71.52,69.15
69.75,68.84
71.46,69.92
71.39,70.46
71.0,70.44
66.38,69.58
71.19,69.22
66.95,69.47
66.6,69.26
71.02,69.3
66.74,69.79
71.14,69.47
67.45,69.05
70.31,69.77
71.14,68.99
66.13,68.65
70.35,69.02
66.12,69.71
65.51,69.31
69.58,69.39
71.26,69.64
66.68,69.66
71.86,69.02
70.42,69.02
72.22,69.9
69.85,69.28
67.19,68.21
67.63,68.28
71.21,68.51
66.94,68.81
66.63,69.47
69.43,69.29
65.93,68.5
68.63,68.44
70.53,68.46
70.69,68.23
65.17,68.27
70.89,68.22
71.07,67.96
71.04,68.33
69.09,68.6
69.63,68.36
66.69,68.52
70.65,68.07
66.5,67.7
70.18,68.06
66.2,68.3
64.61,67.49
72.17,67.92
70.35,68.06
70.72,67.93
69.87,67.4
74.52,68.09
68.9,68.08
68.87,68.0
67.58,68.14
65.05,68.45
69.22,68.72
70.81,68.31
65.92,68.5
69.42,68.1
69.82,68.5
68.67,68.27
69.48,68.15
69.91,68.72
69.64,68.16
69.56,68.65
69.35,68.9
69.4,68.94
69.03,68.84
68.75,68.05
68.81,67.63
69.92,67.96
68.15,68.09
76.4,68.08
72.03,67.72
71.01,67.39
70.85,68.56
71.26,68.46
67.85,68.39
66.12,68.58
65.87,68.43
69.75,68.51
