real,pred
69.42,70.08
69.54,70.24
66.56,69.89
66.44,70.18
74.56,69.64
73.74,70.06
72.19,69.87
74.42,70.0
73.11,70.17
73.3,70.43
73.63,70.18
67.15,70.08
68.82,70.07
68.56,70.17
71.96,69.84
68.18,70.38
72.67,70.43
78.76,70.25
68.43,70.07
70.34,69.93
66.68,70.26
68.21,70.01
70.98,70.25
71.39,69.86
71.0,70.03
68.02,70.23
73.62,70.0
70.34,69.54
69.14,69.32
69.58,69.67
66.75,69.42
70.25,69.83
65.99,69.37
67.38,69.33
69.22,69.04
70.26,68.65
66.02,68.71
68.78,69.06
69.55,68.81
65.92,68.82
70.97,68.92
70.88,68.99
69.68,69.43
68.87,69.46
68.27,69.11
65.36,69.15
67.17,69.19
83.35,69.05
65.78,68.87
83.35,68.76
71.31,68.91
65.38,68.69
83.36,68.62
83.35,69.08
65.7,68.6
68.7,68.64
70.44,68.86
83.35,68.8
83.35,68.77
65.48,68.68
69.07,68.95
83.35,68.96
70.97,69.12
83.35,69.05
66.48,69.29
70.33,69.02
66.72,68.95
67.66,68.94
83.35,68.64
83.35,69.04
67.66,68.94
83.36,68.92
83.35,68.73
68.09,69.13
71.48,69.07
67.64,69.0
72.45,69.06
71.74,69.6
73.24,69.85
72.59,69.63
71.31,69.45
70.66,69.96
71.52,69.91
69.75,69.7
71.46,69.49
71.39,69.88
71.0,69.73
66.38,69.7
71.19,69.27
66.95,69.87
66.6,69.64
71.02,69.8
66.74,70.16
71.14,70.12
67.45,70.25
70.31,70.08
71.14,70.39
66.13,70.8
70.35,70.66
66.12,70.09
65.51,70.23
69.58,70.07
71.26,69.87
66.68,69.62
71.86,69.16
70.42,69.15
72.22,68.95
69.85,69.35
67.19,69.44
67.63,69.41
71.21,69.18
66.94,69.0
66.63,69.06
69.43,69.59
65.93,69.52
68.63,69.36
70.53,69.38
70.69,69.35
65.17,69.25
70.89,69.32
71.07,68.76
71.04,68.5
69.09,68.57
69.63,68.73
66.69,68.85
70.65,68.91
66.5,69.28
70.18,69.16
66.2,69.28
64.61,69.14
72.17,68.94
70.35,69.12
70.72,68.86
69.87,68.91
74.52,68.59
68.9,69.14
68.87,69.3
67.58,68.87
65.05,68.96
69.22,69.43
70.81,69.92
65.92,69.18
69.42,69.11
69.82,68.96
68.67,69.57
69.48,69.67
69.91,69.38
69.64,69.27
69.56,69.51
69.35,69.03
69.4,69.21
69.03,69.18
68.75,70.01
68.81,68.85
69.92,69.49
68.15,69.02
76.4,69.13
72.03,68.87
71.01,68.97
70.85,68.7
71.26,68.61
67.85,69.25
66.12,69.09
65.87,69.03
69.75,69.31
