real,pred
69.42,69.85
69.54,69.6
66.56,69.96
66.44,70.09
74.56,70.05
73.74,70.16
72.19,70.28
74.42,70.51
73.11,70.61
73.3,70.41
73.63,70.02
67.15,69.6
68.82,69.58
68.56,69.86
71.96,69.91
68.18,70.51
72.67,70.12
78.76,70.11
68.43,69.95
70.34,69.89
66.68,69.86
68.21,70.02
70.98,70.11
71.39,70.11
71.0,70.42
68.02,71.05
73.62,70.85
70.34,70.69
69.14,70.52
69.58,70.1
66.75,70.01
70.25,70.52
65.99,70.02
67.38,69.63
69.22,69.51
70.26,69.72
66.02,69.79
68.78,69.68
69.55,69.09
65.92,69.13
70.97,69.2
70.88,69.35
69.68,69.17
68.87,69.15
68.27,69.3
65.36,69.57
67.17,69.58
83.35,69.28
65.78,68.86
83.35,68.71
71.31,68.56
65.38,68.87
83.36,69.05
83.35,69.36
65.7,69.4
68.7,69.28
70.44,69.08
83.35,68.72
83.35,68.66
65.48,68.81
69.07,68.7
83.35,68.86
70.97,68.98
83.35,69.09
66.48,69.18
70.33,69.0
66.72,68.81
67.66,68.64
83.35,68.44
83.35,68.74
67.66,68.88
83.36,69.17
83.35,68.91
68.09,68.48
71.48,68.59
67.64,68.95
72.45,69.03
71.74,69.13
73.24,69.41
72.59,69.03
71.31,69.13
70.66,69.04
71.52,68.86
69.75,68.74
71.46,68.87
71.39,69.32
71.0,69.59
66.38,69.4
71.19,69.36
66.95,69.35
66.6,69.33
71.02,69.28
66.74,69.5
71.14,69.12
67.45,68.94
70.31,69.23
71.14,69.28
66.13,69.65
70.35,69.49
66.12,69.5
65.51,69.67
69.58,69.57
71.26,69.92
66.68,69.83
71.86,69.62
70.42,70.05
72.22,70.33
69.85,70.43
67.19,70.35
67.63,69.59
71.21,69.09
66.94,69.22
66.63,69.66
69.43,70.1
65.93,69.76
68.63,69.77
70.53,69.55
70.69,69.34
65.17,69.15
70.89,69.05
71.07,68.76
71.04,68.93
69.09,68.91
69.63,69.27
66.69,69.33
70.65,69.47
66.5,69.14
70.18,69.38
66.2,69.31
64.61,69.29
72.17,69.06
70.35,69.12
70.72,69.03
69.87,69.11
74.52,69.28
68.9,69.54
68.87,69.6
67.58,69.54
65.05,69.54
69.22,69.18
70.81,69.15
65.92,68.95
69.42,68.57
69.82,68.71
68.67,68.44
69.48,68.39
69.91,68.34
69.64,68.75
69.56,68.89
69.35,69.09
69.4,69.06
69.03,69.02
68.75,69.06
68.81,69.17
69.92,69.04
68.15,68.65
76.4,68.9
72.03,68.75
71.01,69.01
70.85,69.12
71.26,68.96
67.85,68.92
66.12,68.73
65.87,68.74
69.75,68.7
