real,pred
70.65,69.59
70.37,69.88
70.93,69.55
70.58,69.75
70.41,69.35
70.43,69.6
68.91,69.45
69.1,69.96
68.12,69.59
67.5,69.47
69.42,69.68
69.54,69.62
66.56,69.68
66.44,69.87
74.56,69.8
73.74,69.54
72.19,70.15
74.42,70.03
73.11,70.14
73.3,69.75
73.63,69.93
67.15,69.62
68.82,69.81
68.56,69.78
71.96,69.64
68.18,69.95
72.67,70.1
78.76,70.04
68.43,70.35
70.34,70.36
66.68,70.33
68.21,69.97
70.98,70.09
71.39,69.96
71.0,70.22
68.02,70.32
73.62,70.24
70.34,70.12
69.14,70.16
69.58,70.15
66.75,70.24
70.25,69.74
65.99,69.61
67.38,69.93
69.22,70.18
70.26,70.03
66.02,70.18
68.78,69.79
69.55,69.5
65.92,69.33
70.97,69.49
70.88,69.4
69.68,69.64
68.87,69.51
68.27,69.35
65.36,69.24
67.17,69.6
83.35,69.53
65.78,69.23
83.35,69.07
71.31,69.31
65.38,69.09
83.36,69.09
83.35,69.39
65.7,69.44
68.7,69.21
70.44,69.4
83.35,69.79
83.35,69.69
65.48,69.41
69.07,69.4
83.35,69.43
70.97,69.43
83.35,69.44
66.48,69.39
70.33,69.57
66.72,69.29
67.66,68.95
83.35,69.31
83.35,69.77
67.66,69.47
83.36,69.31
83.35,69.1
68.09,69.43
71.48,69.35
67.64,69.09
72.45,69.27
71.74,69.45
73.24,69.47
72.59,69.99
71.31,69.74
70.66,69.84
71.52,69.64
69.75,69.18
71.46,69.13
71.39,69.54
71.0,69.22
66.38,69.54
71.19,69.61
66.95,69.77
66.6,69.52
71.02,69.72
66.74,69.9
71.14,70.41
67.45,69.81
70.31,70.08
71.14,69.86
66.13,70.03
70.35,69.64
66.12,70.24
65.51,69.96
69.58,70.46
71.26,70.02
66.68,69.85
71.86,69.75
70.42,70.05
72.22,70.24
69.85,70.39
67.19,70.36
67.63,70.57
71.21,70.35
66.94,69.91
66.63,69.97
69.43,69.89
65.93,69.93
68.63,69.62
70.53,70.15
70.69,69.86
65.17,69.85
70.89,70.08
71.07,69.87
71.04,69.64
69.09,69.61
69.63,69.63
66.69,69.6
70.65,69.55
66.5,69.45
70.18,69.62
66.2,69.57
64.61,69.54
72.17,69.86
70.35,69.7
70.72,69.58
69.87,69.46
74.52,69.63
68.9,69.35
68.87,68.83
67.58,69.14
65.05,69.2
69.22,68.96
70.81,69.49
65.92,69.22
69.42,69.77
69.82,69.04
68.67,69.57
69.48,69.16
69.91,69.59
69.64,69.22
69.56,69.32
69.35,69.16
69.4,69.62
69.03,69.52
68.75,69.83
68.81,69.47
69.92,69.27
68.15,69.21
76.4,69.27
72.03,68.87
71.01,68.81
70.85,69.43
71.26,69.06
67.85,69.32
66.12,69.41
65.87,69.22
69.75,68.76
