real,pred
69.42,69.44
69.54,69.48
66.56,69.57
66.44,69.72
74.56,69.76
73.74,69.72
72.19,69.81
74.42,69.84
73.11,69.84
73.3,70.31
73.63,70.08
67.15,70.16
68.82,70.08
68.56,70.08
71.96,70.32
68.18,70.67
72.67,70.51
78.76,70.13
68.43,69.96
70.34,70.42
66.68,70.58
68.21,70.75
70.98,70.35
71.39,70.36
71.0,70.23
68.02,70.61
73.62,70.37
70.34,70.17
69.14,69.7
69.58,70.16
66.75,70.33
70.25,70.27
65.99,69.47
67.38,69.75
69.22,69.32
70.26,69.55
66.02,69.19
68.78,69.61
69.55,69.45
65.92,69.8
70.97,69.31
70.88,69.54
69.68,69.52
68.87,69.76
68.27,69.68
65.36,69.74
67.17,69.47
83.35,69.77
65.78,69.34
83.35,69.26
71.31,69.11
65.38,69.51
83.36,69.74
83.35,69.76
65.7,69.51
68.7,69.31
70.44,68.97
83.35,68.92
83.35,69.05
65.48,69.64
69.07,69.14
83.35,69.21
70.97,69.45
83.35,69.55
66.48,69.35
70.33,69.27
66.72,69.36
67.66,69.18
83.35,69.32
83.35,69.49
67.66,69.02
83.36,69.25
83.35,69.62
68.09,69.75
71.48,69.59
67.64,69.57
72.45,69.18
71.74,69.51
73.24,69.44
72.59,69.6
71.31,69.69
70.66,69.93
71.52,69.74
69.75,70.15
71.46,70.32
71.39,70.75
71.0,70.48
66.38,70.36
71.19,70.79
66.95,70.3
66.6,70.45
71.02,70.32
66.74,70.65
71.14,70.23
67.45,70.08
70.31,70.37
71.14,70.48
66.13,70.47
70.35,70.63
66.12,70.29
65.51,70.1
69.58,69.93
71.26,70.01
66.68,69.88
71.86,70.0
70.42,69.95
72.22,69.92
69.85,70.09
67.19,69.97
67.63,69.92
71.21,69.33
66.94,69.97
66.63,70.17
69.43,70.44
65.93,70.27
68.63,70.34
70.53,70.24
70.69,69.7
65.17,69.39
70.89,69.39
71.07,69.34
71.04,69.73
69.09,69.51
69.63,69.86
66.69,69.91
70.65,69.67
66.5,69.7
70.18,69.3
66.2,69.53
64.61,69.6
72.17,69.36
70.35,69.67
70.72,69.64
69.87,69.26
74.52,69.06
68.9,69.43
68.87,69.29
67.58,69.61
65.05,69.64
69.22,69.94
70.81,70.03
65.92,69.45
69.42,69.54
69.82,69.33
68.67,69.68
69.48,69.62
69.91,69.71
69.64,70.6
69.56,70.19
69.35,69.95
69.4,70.09
69.03,69.79
68.75,69.62
68.81,69.66
69.92,69.36
68.15,69.25
76.4,69.43
72.03,69.52
71.01,69.85
70.85,69.92
71.26,70.02
67.85,69.85
66.12,69.78
65.87,70.01
69.75,69.71
