real,pred
70.65,70.04
70.37,69.83
70.93,70.01
70.58,69.69
70.41,69.71
70.43,69.53
68.91,69.51
69.1,69.47
68.12,69.73
67.5,69.7
69.42,69.9
69.54,69.8
66.56,69.52
66.44,69.62
74.56,69.56
73.74,69.24
72.19,69.2
74.42,69.52
73.11,69.54
73.3,69.51
73.63,69.52
67.15,69.66
68.82,69.64
68.56,69.81
71.96,69.59
68.18,69.84
72.67,69.88
78.76,70.05
68.43,69.94
70.34,69.95
66.68,69.87
68.21,70.04
70.98,70.02
71.39,69.84
71.0,69.55
68.02,69.86
73.62,69.79
70.34,69.39
69.14,69.44
69.58,69.17
66.75,69.18
70.25,69.03
65.99,69.18
67.38,69.09
69.22,68.88
70.26,69.08
66.02,69.06
68.78,69.16
69.55,68.79
65.92,68.84
70.97,68.66
70.88,68.6
69.68,68.6
68.87,69.19
68.27,68.84
65.36,69.01
67.17,68.82
83.35,69.12
65.78,69.12
83.35,69.13
71.31,69.16
65.38,69.24
83.36,69.72
83.35,69.67
65.7,69.89
68.7,69.65
70.44,69.71
83.35,69.56
83.35,69.54
65.48,69.68
69.07,69.69
83.35,69.74
70.97,69.64
83.35,69.73
66.48,70.03
70.33,70.14
66.72,70.19
67.66,70.03
83.35,69.81
83.35,69.89
67.66,69.85
83.36,69.79
83.35,69.65
68.09,69.74
71.48,69.69
67.64,69.81
72.45,69.56
71.74,69.58
73.24,69.43
72.59,69.4
71.31,69.41
70.66,69.53
71.52,69.74
69.75,70.16
71.46,69.91
71.39,70.01
71.0,69.71
66.38,69.72
71.19,69.76
66.95,69.92
66.6,69.65
71.02,70.01
66.74,69.86
71.14,70.01
67.45,69.65
70.31,69.86
71.14,69.92
66.13,69.86
70.35,69.65
66.12,69.5
65.51,69.15
69.58,69.03
71.26,69.13
66.68,69.3
71.86,69.03
70.42,69.11
72.22,69.1
69.85,69.32
67.19,69.6
67.63,69.35
71.21,69.43
66.94,69.22
66.63,69.39
69.43,69.53
65.93,69.55
68.63,69.52
70.53,69.66
70.69,69.48
65.17,69.36
70.89,68.97
71.07,69.2
71.04,69.26
69.09,69.57
69.63,69.48
66.69,69.94
70.65,69.78
66.5,69.36
70.18,69.04
66.2,68.98
64.61,69.29
72.17,69.75
70.35,69.64
70.72,69.77
69.87,69.74
74.52,69.64
68.9,69.49
68.87,69.51
67.58,69.52
65.05,69.17
69.22,69.48
70.81,69.39
65.92,69.52
69.42,69.34
69.82,69.49
68.67,69.46
69.48,69.72
69.91,69.73
69.64,69.99
69.56,70.2
69.35,70.18
69.4,69.57
69.03,69.41
68.75,69.31
68.81,69.34
69.92,68.91
68.15,68.83
76.4,68.92
72.03,68.64
71.01,69.0
70.85,69.09
71.26,69.39
67.85,69.29
66.12,69.25
65.87,69.12
69.75,69.45
